sound	en	best_fr	good_candidates	total_candidates
0.834	easiest	isis	1	1
0.834	cording	comptine	1	1
0.834	belonging	bloc	1	1
0.834	babies	bêtise	3	3
0.833	trucks	trax	1	1
0.833	tractor	tract	4	4
0.833	tract	tracts	1	1
0.833	tracks	trax	1	2
0.833	tracked	tract	3	5
0.833	sworn	sonnent	3	3
0.833	swift	cette	1	1
0.833	specialty	pêcheries	1	5
0.833	sorter	sort	2	2
0.833	slaughter	lors	1	1
0.833	río	rio	1	1
0.833	role	rôle	4	4
0.833	rio	río	1	1
0.833	rhone	rhône	1	1
0.833	regarded	garde	1	1
0.833	protection	prétexte	2	2
0.833	prev	brève	2	2
0.833	parody	paradis	2	2
0.833	mortar	maure	6	6
0.833	mecca	mecque	1	1
0.833	loudly	les lie	1	1
0.833	lloyd	lord	1	1
0.833	liable	label	1	1
0.833	laura	laure	2	2
0.833	kinda	canon	1	1
0.833	grippe	grippe	1	1
0.833	grip	grippe	1	1
0.833	grim	grimes	2	2
0.833	grille	gril	2	2
0.833	grill	gril	10	10
0.833	greg	grec	1	1
0.833	grease	grises	8	8
0.833	formerly	former	1	2
0.833	focus	fox	1	1
0.833	elba	elbe	1	1
0.833	economy	khan omis	3	6
0.833	drupe	troupes	1	1
0.833	droop	troupes	1	1
0.833	draft	date	1	1
0.833	dimension	demain chaîne	1	2
0.833	daylight	dilate	1	1
0.833	craft	kraft	1	1
0.833	choir	quoique	1	6
0.833	celestial	celeste	3	3
0.833	bypass	baba	1	1
0.833	buying	bagne	1	1
0.833	breve	prive	1	1
0.833	barack	braque	1	1
0.832	yeti	yeti	2	2
0.832	whatever	et ève	1	1
0.832	vegan	vine	1	1
0.832	suspense	suspens	1	1
0.832	suggesting	et geste	2	3
0.832	stare	terre	1	1
0.832	spare	pair	1	1
0.832	sheriff	chef	3	3
0.832	scare	caire	1	2
0.832	putty	petit	6	6
0.832	patty	pâtit	2	2
0.832	pattie	pâtit	2	2
0.832	okay	ok	2	2
0.832	moral	mole	4	6
0.832	modeste	modestes	2	2
0.832	marina	mine	1	1
0.832	maple	métal	1	2
0.832	knotty	nantie	6	6
0.832	jeffrey	d ri	1	1
0.832	fortune	faut chine	3	3
0.832	exploring	explorer	8	8
0.832	eschew	hissent chou	1	1
0.832	devoted	devait aide	1	7
0.832	coral	col	2	4
0.832	cigarette	secrète	3	3
0.832	chair	chair	2	2
0.832	celebrity	célèbre	3	3
0.832	butty	bâti	2	2
0.832	boundaries	ban cerise	2	5
0.831	thread	raide	3	3
0.831	terrible	thermale	1	3
0.831	survival	ces aval	1	4
0.831	revolt	volts	3	5
0.831	replies	place	1	2
0.831	replied	plate	1	4
0.831	prospects	prospects	4	4
0.831	prophet	profite	2	2
0.831	profit	profite	2	4
0.831	page	page	2	2
0.831	mates	masse	1	1
0.831	joke	jack	2	2
0.831	insects	un secte	3	3
0.831	gravel	gras elle	4	4
0.831	games	gaz	1	1
0.831	gains	gaz	1	1
0.831	forlorn	pologne	1	1
0.831	fording	fontaine	1	1
0.831	faces	phase	1	1
0.831	extends	excède	1	1
0.831	experiment	expert menottes	7	7
0.831	drummer	drames	2	2
0.831	drum	drame	2	2
0.831	drug	drague	3	3
0.831	drool	roule	2	2
0.831	dreg	reg	2	2
0.831	dream	rime	3	3
0.831	dread	raid	2	3
0.831	draws	rose	2	4
0.831	dram	drame	1	1
0.831	drag	drague	1	1
0.831	detailed	dit halte	1	4
0.831	cases	cause	1	2
0.831	breaks	breaks	2	3
0.831	brakes	breaks	1	1
0.831	bones	base	2	3
0.831	april	épaule	1	3
0.830	topics	taxe	1	2
0.830	titter	tir	2	2
0.830	titre	tir	2	2
0.830	straws	rose	2	2
0.830	spoiled	solde	1	1
0.830	somewhere	sommaire	1	1
0.830	sitter	sire	2	2
0.830	sitar	sire	2	2
0.830	runny	renie	1	1
0.830	rummy	remis	3	3
0.830	ruddy	redis	1	1
0.830	ruby	rubis	3	3
0.830	residency	raies don ci	1	1
0.830	reedy	rider	1	1
0.830	rally	rallie	3	3
0.830	privy	privé	2	2
0.830	majority	modes orties	3	5
0.830	latest	laid est	1	1
0.830	jesse	ainsi	1	1
0.830	jackie	acquis	1	1
0.830	examining	examen	1	1
0.830	estimated	estimait aide	8	8
0.830	dried	drap ode	1	1
0.830	breech	bridge	2	2
0.829	twins	thèse	1	1
0.829	tour	tours	1	4
0.829	tier	tirs	2	2
0.829	tear	tir	2	3
0.829	switch	sèches	1	1
0.829	sweetheart	suit hâte	1	1
0.829	spoke	stock	1	1
0.829	sources	source	2	2
0.829	sore	sort	1	1
0.829	ruin	roux haines	4	5
0.829	remark	marque	2	2
0.829	reign	rez haines	4	4
0.829	rale	réel	1	1
0.829	rain	rez haines	3	3
0.829	rail	réelle	5	5
0.829	properly	rempli	1	1
0.829	previously	privées lis	2	3
0.829	poor	pour	3	5
0.829	pennsylvania	pennsylvanie	2	2
0.829	peer	pires	6	6
0.829	overly	oublie	1	1
0.829	newspaper	nous pep	1	1
0.829	migrant	maquette	2	3
0.829	lure	lourd	2	5
0.829	larboard	lapone	1	1
0.829	grit	crête	2	2
0.829	grin	graines	2	2
0.829	grass	grasses	3	5
0.829	graph	graphe	6	8
0.829	gran	crâne	2	2
0.829	grammar	gramme	3	3
0.829	gram	gramme	4	4
0.829	frock	frac	2	2
0.829	dying	dan	1	2
0.829	dreadful	trait folle	1	6
0.829	door	dors	1	1
0.829	cured	code	3	3
0.829	crock	crack	2	2
0.829	century	saignent chérie	1	1
0.829	brock	braque	1	1
0.829	broch	braque	1	1
0.829	bothered	bas aide	1	1
0.828	trashy	trachée	1	2
0.828	there	des	3	3
0.828	rounds	round	1	5
0.828	reprove	prouvent	2	2
0.828	repeated	pires	2	6
0.828	recalls	rigole	1	4
0.828	prissy	précis	1	1
0.828	offering	offres	5	5
0.828	listen	les n	1	1
0.828	leaving	living	2	3
0.828	kenya	quel	1	1
0.828	freely	frileux	1	1
0.828	federal	fait airelles	4	5
0.828	extract	extraite	7	7
0.828	exploit	explore	4	4
0.828	emily	un lie	3	3
0.828	elsewhere	s air	1	2
0.828	deployed	plaide	1	5
0.828	deleted	lire	2	4
0.828	defeated	firent	2	4
0.828	cnn	semaines	1	1
0.828	bracket	braguette	1	1
0.828	attract	et actes	1	4
0.827	slutsk	sloutsk	1	1
0.827	restricted	strict	3	3
0.827	restaurant	restantes	4	5
0.827	rashid	rachid	1	1
0.827	mysteries	maîtrise	6	6
0.827	library	librairie	3	3
0.827	freestyle	frisent al	3	3
0.827	expresso	espresso	1	1
0.827	espresso	expresso	1	1
0.827	eastern	hissent haine	1	1
0.827	drops	drape	1	1
0.827	dropped	drape	1	1
0.827	crushing	brushing	1	4
0.827	china	tchad	1	1
0.827	bully	plie	1	4
0.827	bullets	blesse	1	7
0.827	babe	bob	4	4
0.827	ardenne	ardennes	1	1
0.826	wreaked	rixe	2	2
0.826	trim	stream	2	2
0.826	threat	traite	2	2
0.826	suing	swing	1	1
0.826	rookie	requis	1	4
0.826	ricky	requis	1	1
0.826	rickey	requis	1	1
0.826	reeked	rixe	2	2
0.826	reckon	ricaine	1	1
0.826	possessed	paix est	1	4
0.826	pollution	pelouse	1	1
0.826	pleasing	pline	4	4
0.826	patter	par	2	2
0.826	greens	green	3	3
0.826	fijian	fidji	2	2
0.826	dresden	dresde	1	1
0.826	doctrine	doctrine	2	2
0.826	cutter	car	2	2
0.826	copyright	copyright	1	1
0.826	cocaine	coquine	3	4
0.826	butter	barre	3	3
0.826	beater	pires	2	2
0.825	swear	souhait	3	5
0.825	scream	crime	9	9
0.825	result	ries halte	2	2
0.825	respects	respectent	4	4
0.825	resign	design	1	2
0.825	registered	raids stade	1	5
0.825	reforms	formes	5	5
0.825	reflects	réflexes	2	2
0.825	proposed	proposent	5	5
0.825	profound	profane	4	4
0.825	princess	princesse	4	4
0.825	preserve	pris ève	3	3
0.825	penalty	pain haleter	4	8
0.825	moore	maure	1	1
0.825	final	fatal	4	4
0.825	explained	explosent	5	5
0.825	expired	expo	2	2
0.825	diseases	dis isis	1	1
0.825	cowboy	cabot	1	2
0.825	bear	pair	1	2
0.825	bare	pair	1	1
0.824	wrested	reste	2	2
0.824	walks	axe	1	1
0.824	walked	actes	1	1
0.824	trend	traîne	2	3
0.824	supernatural	soutenait charles	1	4
0.824	stream	trime	3	3
0.824	salary	sellerie	1	3
0.824	rested	reste	2	4
0.824	repair	pair	4	8
0.824	racon	ricaine	1	1
0.824	proved	prouve	7	7
0.824	projected	projette	2	5
0.824	problem	problèmes	4	4
0.824	presses	presse	2	2
0.824	pressers	presse	2	2
0.824	preaching	prient chine	3	3
0.824	preach	bridge	4	4
0.824	males	mails	1	5
0.824	hawks	axe	1	1
0.824	friend	freine	1	1
0.824	facilities	fais litige	1	1
0.824	cruel	cruels	5	5
0.824	crossed	cross	3	3
0.824	correctly	corrects lies	3	3
0.824	common	cane	2	3
0.823	victorian	victorienne	3	3
0.823	uzbek	ouzbek	2	2
0.823	uighur	ouïghoure	1	1
0.823	spectrograph	spectrographe	1	1
0.823	serine	sérine	1	1
0.823	ruler	roule	4	4
0.823	rule	roule	4	4
0.823	ross	rosse	1	1
0.823	root	route	3	5
0.823	rev	rêve	4	4
0.823	reid	ride	1	1
0.823	reef	rif	5	5
0.823	reed	ride	2	3
0.823	redder	raid	2	2
0.823	red	raid	3	9
0.823	realities	réalise	2	4
0.823	reader	ride	3	3
0.823	read	ride	3	3
0.823	prevent	prophète	2	3
0.823	prefers	prêt aise	5	5
0.823	portraits	pot reps	2	2
0.823	physics	fixe	1	3
0.823	patron	peut reine	3	4
0.823	otic	attique	1	1
0.823	nautique	nautiques	1	1
0.823	michele	michèle	2	2
0.823	lectures	liguent chaise	1	1
0.823	jeered	djihad	1	1
0.823	inept	inepte	1	1
0.823	droid	droïde	1	1
0.823	dna	dîner	1	2
0.823	crypt	crypte	1	1
0.823	coaching	coud chine	1	2
0.823	cecile	cécile	1	1
0.823	buddies	base	1	1
0.823	boric	borique	2	2
0.822	unnecessary	in s ri	1	1
0.822	strips	strip	2	2
0.822	rescued	raies coude	1	1
0.822	require	quoi	1	3
0.822	report	porte	3	5
0.822	reply	plat	2	6
0.822	provisional	près chenal	1	3
0.822	presenter	prochaine	2	3
0.822	prayer	prières	10	10
0.822	philippe	philip	1	1
0.822	perhaps	passent	1	1
0.822	partners	partent	4	4
0.822	mignon	mignonne	2	2
0.822	gravity	gravi	2	5
0.822	grandma	green ma	1	2
0.822	glossy	gloss	1	1
0.822	galleries	galerie	4	5
0.822	fresco	fresque	1	1
0.822	fidèle	fidèles	1	3
0.822	female	final	3	8
0.822	director	trek	3	4
0.822	deport	porte	2	2
0.822	decrease	décrit	3	10
0.822	barely	berlin	1	1
0.822	anti	hindi	1	1
0.821	vegas	vexe	1	1
0.821	trues	trousse	2	2
0.821	trip	trip	2	2
0.821	trick	trique	2	2
0.821	trews	trousse	2	2
0.821	tread	traite	2	2
0.821	terrific	tord hic	2	2
0.821	tarter	tard	2	2
0.821	tartar	tard	3	3
0.821	tannery	tannerie	1	1
0.821	sonic	sacs	2	2
0.821	skald	scalde	1	1
0.821	rusty	rester	2	5
0.821	roquette	rocket	2	2
0.821	risk	risque	5	5
0.821	ricks	rixe	1	1
0.821	raquette	raquettes	1	1
0.821	racine	racines	1	1
0.821	prawn	prône	1	1
0.821	model	mal	3	7
0.821	martyr	mare	3	3
0.821	kris	crisse	2	2
0.821	honorable	en rebelles	1	2
0.821	goddamn	gamme	1	1
0.821	frizz	frise	1	1
0.821	frit	frites	1	1
0.821	flask	flasque	2	3
0.821	exempt	existent	7	7
0.821	cuckoo	coucou	1	1
0.821	crick	crique	1	1
0.821	cred	crête	2	2
0.821	copies	case	1	4
0.821	comic	cac	2	4
0.821	carter	car	2	2
0.821	brood	broute	2	2
0.821	brick	brique	5	5
0.821	brewed	broute	3	3
0.821	bennet	bennett	1	1
0.821	aztec	aztèque	1	1
0.821	aurore	aurores	2	3
0.821	atoll	étale	1	1
0.821	annex	annexe	1	2
0.821	andy	en dit	1	1
0.821	airbag	airbags	1	1
0.821	agencies	et on sise	1	1
0.820	tidal	table	1	1
0.820	seated	scient aide	2	5
0.820	reveal	rient vil	2	6
0.820	repeal	rient piles	1	1
0.820	processing	pressing	1	1
0.820	kneading	meeting	1	1
0.820	isaac	attaque	1	1
0.820	ideas	attise	1	1
0.820	freebie	fripé	2	2
0.820	finest	faon est	1	1
0.820	congressional	con greffon elle	1	1
0.820	composer	con peser	1	3
0.820	chancellor	tunnel	1	1
0.820	carson	carène	1	1
0.820	booked	books	1	1
0.819	verified	verrait aède	2	6
0.819	tying	tag	1	1
0.819	thrust	reste	1	1
0.819	spectroscopy	spectroscopie	1	1
0.819	seeding	signe	2	4
0.819	product	pros acte	1	3
0.819	price	passent	3	3
0.819	pork	parcs	4	4
0.819	naughty	notés	4	4
0.819	monsters	mânes thèse	2	2
0.819	metro	maître	2	2
0.819	leading	ligne	1	1
0.819	join	donne	1	1
0.819	jewish	douche	1	1
0.819	glory	glass rient	6	7
0.819	excelled	excellé	1	1
0.819	energy	hainaut chie	7	7
0.819	ditty	titi	2	2
0.819	demon	hymne	2	3
0.819	crafts	kraft	1	1
0.819	corp	carpe	1	1
0.819	cigarettes	secrète	2	2
0.819	ceding	signe	2	3
0.819	causing	cogne	1	2
0.819	assets	cette	1	1
0.818	unfortunate	un fort chenet	1	1
0.818	sure	chair	1	4
0.818	suffers	saut aise	1	4
0.818	suffered	saut aide	1	3
0.818	resort	sortes	2	2
0.818	refugee	réfugie	1	5
0.818	redressed	rient reste	2	2
0.818	recipe	respire	3	5
0.818	professors	préfet	4	4
0.818	proceeded	précis	2	2
0.818	pressmen	près mène	2	2
0.818	preceded	précis	5	5
0.818	ornate	orné	1	1
0.818	enters	aident aise	1	1
0.818	entered	aident aide	1	1
0.818	defending	divin digne	1	4
0.818	deadline	dès lad	1	3
0.818	claims	close	1	3
0.818	celtic	quelques	2	2
0.818	cadet	cadette	2	2
0.818	beware	blair	1	1
0.818	below	bleu	1	1
0.818	attest	atteste	3	3
0.818	approve	approuve	7	7
0.818	adept	adepte	1	1
0.818	address	adresse	4	4
0.817	wrist	reste	3	5
0.817	wrapped	rapt	1	2
0.817	truss	traces	1	1
0.817	truck	track	2	2
0.817	trot	trente	2	2
0.817	trap	trappe	2	2
0.817	tram	trame	2	3
0.817	track	traque	1	1
0.817	strive	staff	1	1
0.817	rubbish	repêche	1	1
0.817	romance	romane	4	4
0.817	reward	lord	1	3
0.817	remotely	but lie	1	1
0.817	rapt	rapt	1	1
0.817	rapped	rapt	1	1
0.817	rabbit	répète	1	1
0.817	prude	prude	2	2
0.817	process	princesse	6	6
0.817	playing	plaine	1	1
0.817	personalities	pinson allait hisse	1	2
0.817	owed	hauts	1	1
0.817	organs	organes	2	2
0.817	magnetic	man erg	1	4
0.817	little	lille	1	1
0.817	heavy	avis	2	2
0.817	heavier	avis	1	1
0.817	frill	frêle	1	1
0.817	formats	former	1	1
0.817	experiments	s permette	5	5
0.817	crush	crache	2	3
0.817	cruck	crack	1	1
0.817	crop	crampes	1	1
0.817	crass	crasse	1	1
0.817	crash	crache	2	2
0.817	cram	crame	1	1
0.817	crack	crack	2	2
0.817	crab	crabe	4	4
0.817	brush	broches	5	6
0.817	brigade	briguer	1	2
0.817	brass	brasse	1	1
0.817	brad	brade	2	2
0.817	betta	bêta	1	1
0.816	try	trahis	3	3
0.816	setae	synthé	2	2
0.816	screwed	scrute	1	1
0.816	reaming	rumine	2	2
0.816	promises	promise	7	7
0.816	mortal	motel	4	6
0.816	messing	mène	2	2
0.816	justified	d fade	1	5
0.816	issue	chou	1	1
0.816	induced	in oust	1	2
0.816	guessing	gaine	1	1
0.816	explodes	explose	2	2
0.816	engineer	in in	1	3
0.816	drums	drame	1	1
0.816	drugs	drogue	3	3
0.816	desperate	dès porte	6	6
0.816	cutty	côté	2	2
0.816	corrupt	crypte	1	5
0.816	celtique	celtic	1	1
0.816	cathedral	cathédrale	3	3
0.816	cardiac	cardiaque	3	3
0.816	anna	ne	1	1
0.816	allah	le	1	1
0.816	addressed	et reste	3	3
0.816	abu	bout	2	2
0.815	warner	horn	3	4
0.815	tuareg	touareg	1	1
0.815	treed	ride	2	2
0.815	treasury	trais ri	5	5
0.815	treader	raid	2	2
0.815	superstar	soupes ta	2	2
0.815	stable	stables	3	3
0.815	rocky	raz qui	2	4
0.815	rainy	réunies	3	3
0.815	rails	réel	1	2
0.815	processed	proteste	1	1
0.815	primarily	primaires relis	2	3
0.815	platinum	plénum	3	3
0.815	personality	penalty	1	2
0.815	notable	nobel	2	4
0.815	mistress	mais tresses	4	4
0.815	lounge	large	1	1
0.815	letters	laid aise	2	2
0.815	kevin	caisse	2	2
0.815	greeny	grainé	2	2
0.815	endure	haines ion	2	2
0.815	dreams	rime	2	2
0.815	dreamed	rime	1	1
0.815	attic	éthique	1	2
0.815	abuse	pousse	1	2
0.814	tricks	rixe	2	3
0.814	terrine	terrine	1	1
0.814	square	square	1	1
0.814	soups	soupes	2	2
0.814	revenues	revenues	1	4
0.814	reservoir	raies vois	2	2
0.814	raki	raquer	2	2
0.814	protest	proteste	5	7
0.814	president	présidente	4	5
0.814	presence	princesse	2	3
0.814	premiere	première	5	5
0.814	premier	première	6	6
0.814	piques	pique	1	2
0.814	orcs	orques	2	2
0.814	morte	morts	2	2
0.814	loaded	lord	1	2
0.814	liter	litre	2	2
0.814	jersey	aussi	1	1
0.814	jeers	djihad	1	1
0.814	gratitude	gratitude	1	1
0.814	grams	gramme	4	4
0.814	formule	formules	1	1
0.814	exercises	excès assise	1	3
0.814	etfs	etf	1	2
0.814	drip	trip	2	2
0.814	blowing	bloque	1	1
0.814	beeps	bips	2	2
0.814	bawdry	poterie	2	2
0.814	aboard	aborde	1	1
0.813	yukos	ioukos	1	1
0.813	visit	vite	2	4
0.813	vasily	vassili	1	1
0.813	turtle	tels	1	3
0.813	titled	tant halte	1	2
0.813	strap	strip	1	4
0.813	single	single	3	3
0.813	scrub	scribe	1	1
0.813	parenting	perron teigne	2	2
0.813	origin	aurait gêne	1	3
0.813	missile	mille	2	2
0.813	middle	mille	1	6
0.813	invention	on veine	1	1
0.813	grenade	grenades	2	2
0.813	graduate	gadget	1	1
0.813	existed	exit aide	4	4
0.813	endorsed	haines est	1	1
0.813	disagree	dis aigri	2	4
0.813	crust	christ	2	2
0.813	counter	carte	1	3
0.813	count	carte	3	6
0.813	cited	sarde	1	5
0.813	cattle	cale	1	1
0.813	bishop	bip	1	1
0.812	trending	train digne	2	3
0.812	tortilla	tortillas	1	1
0.812	springs	sprint	1	1
0.812	smartphone	smartphones	1	1
0.812	reaching	rient chine	1	1
0.812	premium	prime	4	4
0.812	mélodie	mélodies	1	2
0.812	increased	un christ	2	3
0.812	gangrene	gangrène	1	1
0.812	feared	fis ode	1	1
0.812	expand	expo	1	1
0.812	estonia	estonie	1	1
0.812	ecru	écrou	1	1
0.811	tourism	tords homme	2	2
0.811	threats	traite	1	3
0.811	stroke	stock	1	4
0.811	spectrometry	spectrométrie	1	1
0.811	slight	light	1	1
0.811	severe	sphère	3	8
0.811	screamed	script	4	4
0.811	rust	reste	3	6
0.811	rot	rate	1	1
0.811	rod	rade	1	1
0.811	rob	rab	1	1
0.811	richest	rient geste	1	1
0.811	reinforced	rien poste	5	5
0.811	protecting	protection	4	7
0.811	prosperity	près perdit	2	2
0.811	problems	problèmes	2	2
0.811	partition	bat chaîne	2	2
0.811	parameters	promise	2	4
0.811	order	horde	4	5
0.811	extinct	excite	1	2
0.811	electrode	électrodes	2	2
0.811	editor	être	1	5
0.811	capture	campent chez	2	3
0.811	brill	prêle	2	2
0.811	alaska	les que	1	1
0.810	éclair	éclairs	1	1
0.810	wracking	ricaine	1	1
0.810	vision	veine	1	1
0.810	version	veine	1	1
0.810	verbal	vol	2	2
0.810	trends	traîne	1	2
0.810	trench	traîne	5	5
0.810	transmit	transmis	4	4
0.810	state	cette	2	2
0.810	replace	place	5	8
0.810	racking	ricaine	1	2
0.810	preferably	prêt repli	1	1
0.810	person	peine	2	2
0.810	paris	passent	1	1
0.810	panic	pac	3	4
0.810	panel	pale	1	2
0.810	māori	maorie	4	4
0.810	muscle	mal	2	5
0.810	massacre	mac	1	3
0.810	maori	maorie	3	3
0.810	landscape	les skip	1	1
0.810	karen	cane	1	1
0.810	juba	djouba	1	1
0.810	indeed	in ides	1	1
0.810	grounded	crânes aide	1	1
0.810	ground	round	3	3
0.810	grab	grappe	1	1
0.810	fuckin	fan	1	1
0.810	equity	écris	1	1
0.810	earned	end	1	1
0.810	dyspepsia	dyspepsie	1	1
0.810	dyslexia	dyslexie	1	1
0.810	dementia	demain chez	1	2
0.810	debris	débris	2	4
0.810	curtain	conne	1	1
0.810	cousin	cane	2	2
0.810	contemporary	con tain prairies	1	4
0.810	coexist	coexistent	2	2
0.810	chlorophyll	chlorophylle	1	1
0.810	castle	cale	1	1
0.810	carol	cale	2	2
0.810	barrel	balle	2	2
0.809	tarty	tati	2	2
0.809	robert	rapt	1	1
0.809	rewarded	lord	1	1
0.809	representation	repris aident échine	1	2
0.809	rapprochement	rapprochements	1	2
0.809	promote	promo	1	2
0.809	prevents	province	2	3
0.809	potty	petit	4	5
0.809	pasta	pas te	4	4
0.809	ordered	horde	5	5
0.809	nègre	nègres	1	3
0.809	leper	lèpre	1	2
0.809	frog	frac	2	2
0.809	exams	exempt	2	2
0.809	destructive	dis traquent ive	8	8
0.809	despair	pair	2	2
0.809	creators	créait aise	3	4
0.809	created	créait aide	9	9
0.809	committed	commit aide	1	3
0.809	bodily	bali	1	1
0.808	yankees	acquise	1	1
0.808	vienna	veine	2	2
0.808	trustee	tracé	2	2
0.808	tres	très	2	2
0.808	travellers	travers	1	1
0.808	teletext	télétexte	1	1
0.808	sikhs	sikh	1	1
0.808	rouges	rouge	2	2
0.808	rennes	renne	1	1
0.808	ranks	axe	1	3
0.808	ranked	actes	1	1
0.808	prejudice	préjudice	5	5
0.808	only	on lie	1	1
0.808	mosses	moss	1	3
0.808	introduced	un redoute	2	4
0.808	ghouls	goules	1	1
0.808	directors	trek	2	3
0.808	directed	trek	1	2
0.808	caribbean	cabine	1	3
0.808	cameron	cameroun	1	1
0.807	wreck	grecque	4	4
0.807	table	table	1	2
0.807	stained	stands	1	1
0.807	scope	scoop	1	1
0.807	rules	roule	2	4
0.807	ruled	roule	2	3
0.807	roots	route	4	6
0.807	renter	reines	1	2
0.807	rent	reines	3	3
0.807	reds	raids	3	6
0.807	redly	raies lis	2	2
0.807	reaped	ripe	2	2
0.807	real	réel	3	4
0.807	reads	ride	2	2
0.807	reach	rite	4	5
0.807	prevention	prison chaîne	2	3
0.807	necessarily	s élie	2	2
0.807	mortality	mortels	3	3
0.807	madrid	madrid	1	1
0.807	ibm	abîme	1	1
0.807	freeboard	friponne	2	2
0.807	flying	flamme	1	1
0.807	desist	dis est	1	1
0.807	cable	câble	3	3
0.807	become	baume	1	1
0.807	because	base	1	1
0.807	basic	basque	3	4
0.806	trips	trip	1	1
0.806	tresses	treize	2	2
0.806	string	string	2	2
0.806	stree	stries	1	1
0.806	sectarian	sectaire	2	2
0.806	rushy	régie	1	1
0.806	rishi	régie	2	2
0.806	rental	rhin tel	1	1
0.806	québec	quebec	2	2
0.806	letting	legs	2	2
0.806	kenneth	caisse	1	1
0.806	fellow	hello	2	2
0.806	extent	excite	1	1
0.806	drivers	draps aise	2	2
0.806	creativity	créait éviter	1	2
0.806	butterfly	battait la	1	1
0.806	advisory	et varie	1	1
0.806	actress	actrice	2	2
0.805	screams	scribe	5	5
0.805	scattered	garde	2	2
0.805	reeding	rétine	1	1
0.805	promoted	promet aide	6	6
0.805	processes	précise	4	4
0.805	nhs	un et s	1	1
0.805	mystery	mais tri	7	7
0.805	lying	lac	1	2
0.805	inform	informe	3	3
0.805	gets	guet anses	1	1
0.805	exes	excise	1	1
0.805	cola	cause	1	1
0.805	central	sain troll	2	2
0.805	artist	atteste	3	3
0.804	tunnel	tels	1	1
0.804	temperatures	tain prêt chaise	1	2
0.804	swallow	solo	1	1
0.804	styrene	styrène	1	1
0.804	staple	stables	1	1
0.804	scram	crame	2	2
0.804	robin	ramène	1	1
0.804	reptile	reptiles	1	1
0.804	punish	pêche	1	2
0.804	preliminary	préliminaire	3	3
0.804	peptide	peptides	1	1
0.804	mockery	moquerie	2	3
0.804	intermediate	on midi	1	1
0.804	extensions	externe	1	1
0.804	excesses	excès	3	3
0.804	crête	crest	2	2
0.804	convex	convexe	1	1
0.804	compress	compresse	3	8
0.804	comique	comic	1	3
0.804	breasts	presse	1	1
0.804	authentication	authentification	2	2
0.803	trousers	draps aise	1	1
0.803	trapped	trappe	1	1
0.803	publicly	publie	2	2
0.803	province	province	1	1
0.803	pipeline	pipeline	1	1
0.803	overall	obole	1	2
0.803	millionaire	millénaire	4	4
0.803	ferric	ferrique	1	1
0.803	feature	fient chez	1	3
0.803	derrick	derrick	1	1
0.803	derek	derrick	1	1
0.803	crushed	crache	2	4
0.803	crops	crampes	2	2
0.803	cracks	crack	3	3
0.803	cracked	crack	3	3
0.802	wrong	rogne	1	1
0.802	trigger	trique	1	1
0.802	shouted	char	1	1
0.802	screed	scrute	2	2
0.802	river	rives	2	4
0.802	rip	ripe	1	1
0.802	rim	rime	2	3
0.802	rid	ride	2	2
0.802	remit	rhinite	2	2
0.802	receive	ries ive	2	6
0.802	preserved	pris aphtes	5	5
0.802	gases	gars aise	2	2
0.802	franchise	freinent chasse	4	4
0.802	floral	floral	2	2
0.802	distracted	dis traquent aide	4	4
0.802	corne	cor	2	2
0.802	bbc	bibi	1	1
0.802	angry	en gris	1	1
0.801	treason	tries haine	3	3
0.801	town	down	1	1
0.801	those	douze	1	1
0.801	stranger	strings je	1	6
0.801	return	reines	1	4
0.801	pretexts	prétextes	1	1
0.801	presents	princesse	5	5
0.801	pita	péter	2	2
0.801	music	musc	3	3
0.801	freshman	fraîchement	1	1
0.801	freedom	frit homme	2	2
0.801	forum	forums	4	4
0.801	espn	espionne	1	1
0.801	divorce	force	7	7
0.801	dignity	décrit	1	2
0.801	designer	dis année	1	2
0.801	decisive	dis achève	3	4
0.801	breath	brèche	1	2
0.801	agency	et on si	1	1
0.800	tried	trahi	2	7
0.800	treacherous	traîtresse	4	4
0.800	surgery	série	2	3
0.800	static	stick	3	3
0.800	shattered	chat aide	1	1
0.800	protesters	prêtais thèse	3	4
0.800	dwarf	dors	1	1
0.800	disgrace	dis grèce	4	5
0.800	cargo	cargo	2	2
0.800	beer	beurre	4	4
0.799	victoria	victorieux	1	1
0.799	transportation	traînes pot échine	4	4
0.799	trailer	tels	1	1
0.799	trail	tels	2	2
0.799	snake	sec	1	3
0.799	snail	celle	1	1
0.799	slate	cette	1	1
