en	fr	combo	tier	cognate	src_en	src_fr	src_tier	zipf_en	zipf_fr
progress	progressait	0.742	DUAL-A	1	progresses	progresse	DUAL-S	4.78	2.52
suspect	suspecté	0.742	DUAL-A	1	suspect	suspecte	DUAL-S	4.51	3.31
suspect	suspectés	0.742	DUAL-A	1	suspect	suspecte	DUAL-S	4.51	2.82
suspect	suspecter	0.742	DUAL-A	1	suspect	suspecte	DUAL-S	4.51	2.77
greats	gré	0.742	DUAL-A	0	great	gré	STRICT-GOLD	3.29	4.09
grossed	gros	0.742	DUAL-A	0	gross	grosse	STRICT-GOLD	3.17	5.42
screams	escrime	0.742	DUAL-A	0	scream	escrime	STRICT-GOLD	3.84	3.5
concert	castes	0.742	DUAL-A	0	concert	caste	A	4.55	3.0
corpses	corpus	0.742	DUAL-A	1	corpse	corpus	A	3.5	3.68
create	crickets	0.742	DUAL-A	0	create	cricket	A	5.02	1.73
floats	flot	0.742	DUAL-A	1	float	flot	A	3.46	3.7
floats	flots	0.742	DUAL-A	1	float	flot	A	3.46	3.48
prospect	respecte	0.742	DUAL-A	1	prospect	respectent	A	4.13	4.32
extracts	extraient	0.741	DUAL-A	0	extract	extrait	DUAL-S	3.45	2.34
extracts	extrais	0.741	DUAL-A	1	extract	extrait	DUAL-S	3.45	2.21
fretted	frette	0.741	DUAL-A	1	fret	frette	DUAL-S	2.59	2.56
progressing	progresse	0.741	DUAL-A	1	progresses	progresse	DUAL-S	3.5	3.72
progressing	progressent	0.741	DUAL-A	1	progresses	progresse	DUAL-S	3.5	3.2
shorted	short	0.741	DUAL-A	1	shorts	short	DUAL-S	2.68	3.94
shorted	shorts	0.741	DUAL-A	1	shorts	short	DUAL-S	2.68	3.17
sorted	sorte	0.741	DUAL-A	1	sort	sorte	DUAL-S	3.83	5.04
bruises	brousse	0.741	DUAL-A	0	bruise	brousse	S	3.43	3.39
bruises	brousses	0.741	DUAL-A	1	bruise	brousse	S	3.43	1.91
called	collant	0.741	DUAL-A	0	call	colle	S	5.59	3.41
fooled	foulent	0.741	DUAL-A	0	fool	foule	S	3.6	2.23
lessees	laisser	0.741	DUAL-A	0	lessee	laisser	S	2.11	5.15
lessees	laissé	0.741	DUAL-A	0	lessee	laisser	S	2.11	4.8
lessees	laissez	0.741	DUAL-A	0	lessee	laisser	S	2.11	4.55
lessees	laissée	0.741	DUAL-A	0	lessee	laisser	S	2.11	3.88
memed	mimant	0.741	DUAL-A	0	meme	mime	S	1.81	2.34
memed	mima	0.741	DUAL-A	0	meme	mime	S	1.81	2.26
memed	mimas	0.741	DUAL-A	0	meme	miment	S	1.81	1.58
metered	mira	0.741	DUAL-A	0	meter	mire	S	2.63	3.14
peeled	pila	0.741	DUAL-A	0	peel	pile	S	3.34	2.1
penned	peinait	0.741	DUAL-A	0	pen	peine	S	3.38	2.35
reeded	rida	0.741	DUAL-A	0	reed	ride	S	1.54	2.39
revved	rêvait	0.741	DUAL-A	0	rev	rêve	S	2.48	3.39
ruled	roulant	0.741	DUAL-A	0	rule	roule	S	4.3	3.96
ruled	roulait	0.741	DUAL-A	0	rule	roule	S	4.3	3.33
scooted	scout	0.741	DUAL-A	0	scoot	scout	S	2.2	3.27
scooted	scouts	0.741	DUAL-A	0	scoot	scout	S	2.2	3.36
scooted	scoute	0.741	DUAL-A	1	scoot	scout	S	2.2	2.11
sorted	sortent	0.741	DUAL-A	1	sort	sortent	S	3.83	4.31
sorted	sortes	0.741	DUAL-A	1	sort	sortes	S	3.83	4.29
treads	traite	0.741	DUAL-A	0	tread	traite	S	2.86	4.45
cleaned	cligne	0.741	DUAL-A	0	clean	cligne	STRICT-GOLD	4.02	2.55
controller	contrôlent	0.741	DUAL-A	0	controllers	contrôle	STRICT-GOLD	4.13	3.55
levied	lève	0.741	DUAL-A	0	levy	lève	STRICT-GOLD	3.22	4.4
levied	lèvent	0.741	DUAL-A	0	levy	lève	STRICT-GOLD	3.22	3.44
membered	mêmes	0.741	DUAL-A	0	member	mêmes	STRICT-GOLD	2.25	5.16
membered	même	0.741	DUAL-A	0	member	mêmes	STRICT-GOLD	2.25	6.32
plead	pliant	0.741	DUAL-A	0	plead	plie	STRICT-GOLD	3.63	2.87
trench	traîner	0.741	DUAL-A	0	trench	traîne	STRICT-GOLD	3.7	3.83
trench	traîné	0.741	DUAL-A	0	trench	traîne	STRICT-GOLD	3.7	3.37
trench	traînée	0.741	DUAL-A	0	trench	traîne	STRICT-GOLD	3.7	3.32
control	contrôlent	0.741	DUAL-A	0	control	contrôles	LOOP10	5.4	3.55
pair	perdu	0.741	DUAL-A	0	pair	perd	LOOP2	4.72	5.12
pair	perdue	0.741	DUAL-A	0	pair	perd	LOOP2	4.72	4.28
pair	perdus	0.741	DUAL-A	0	pair	perd	LOOP2	4.72	4.09
designed	designs	0.741	DUAL-A	1	designed	design	GOLD	4.96	2.79
extent	excitent	0.741	DUAL-A	1	extent	excite	GOLD	4.47	2.78
fred	fraîche	0.741	DUAL-A	0	fred	frais	GOLD	4.21	4.03
fred	fraîches	0.741	DUAL-A	0	fred	frais	GOLD	4.21	3.59
peaty	périr	0.741	DUAL-A	0	peaty	péri	GOLD	2.29	3.11
peaty	périrent	0.741	DUAL-A	0	peaty	péri	GOLD	2.29	2.67
pennis	peiné	0.741	DUAL-A	0	pennis	peine	GOLD	1.33	2.84
pennis	peiner	0.741	DUAL-A	0	pennis	peine	GOLD	1.33	2.43
pennis	peinée	0.741	DUAL-A	0	pennis	peine	GOLD	1.33	2.21
petty	perdent	0.741	DUAL-A	0	petty	perdit	GOLD	4.07	4.11
pleader	pliant	0.741	DUAL-A	0	pleader	plie	GOLD	1.73	2.87
reamed	rima	0.741	DUAL-A	0	reaming	rime	GOLD	2.13	2.61
reamed	rimait	0.741	DUAL-A	0	reaming	rime	GOLD	2.13	2.15
regret	crêtes	0.741	DUAL-A	0	regret	crête	GOLD	4.37	3.21
secede	cesse	0.741	DUAL-A	0	secede	cessé	GOLD	2.79	4.52
secede	cessent	0.741	DUAL-A	0	secede	cessé	GOLD	2.79	3.71
seized	ciseaux	0.741	DUAL-A	0	seize	ciseaux	GOLD	4.03	3.54
seized	ciseau	0.741	DUAL-A	0	seize	ciseaux	GOLD	4.03	3.06
cooled	coulent	0.741	DUAL-A	0	cooling	coule	LOOP1	3.64	3.3
cooled	coulant	0.741	DUAL-A	0	cooling	coule	LOOP1	3.64	3.19
pooled	poulet	0.741	DUAL-A	0	pool	poulet	LOOP1	2.98	4.24
pooled	poulets	0.741	DUAL-A	0	pool	poulet	LOOP1	2.98	3.51
straight	strict	0.741	DUAL-A	0	straight	strictes	LOOP1	5.04	3.81
straight	stricte	0.741	DUAL-A	0	straight	strictes	LOOP1	5.04	3.78
straight	stricts	0.741	DUAL-A	0	straight	strictes	LOOP1	5.04	3.06
breaded	raid	0.741	DUAL-A	0	bread	raid	A	2.41	3.89
breaded	raids	0.741	DUAL-A	0	bread	raid	A	2.41	3.58
breaded	raide	0.741	DUAL-A	0	bread	raide	A	2.41	3.59
breaded	raides	0.741	DUAL-A	0	bread	raide	A	2.41	3.12
breast	pestes	0.741	DUAL-A	0	breast	peste	A	4.35	2.54
breast	pestent	0.741	DUAL-A	0	breast	peste	A	4.35	1.85
brewery	pourrie	0.741	DUAL-A	0	brewery	pourri	A	3.66	3.65
brewery	pourris	0.741	DUAL-A	0	brewery	pourri	A	3.66	3.61
brewery	pourries	0.741	DUAL-A	0	brewery	pourri	A	3.66	3.24
brewery	pourrit	0.741	DUAL-A	0	brewery	pourri	A	3.66	3.13
chatted	tchad	0.741	DUAL-A	0	chat	tchad	A	3.17	3.69
creed	criant	0.741	DUAL-A	0	creed	cries	A	3.7	3.73
creed	criait	0.741	DUAL-A	0	creed	cries	A	3.7	3.37
creek	critiquer	0.741	DUAL-A	0	creek	critique	A	4.37	4.12
creek	critiqué	0.741	DUAL-A	0	creek	critique	A	4.37	3.89
creek	critiquée	0.741	DUAL-A	0	creek	critique	A	4.37	3.42
cruised	croûte	0.741	DUAL-A	0	cruise	croûte	A	2.81	3.65
cruised	croûtes	0.741	DUAL-A	0	cruise	croûte	A	2.81	2.8
ferries	ferré	0.741	DUAL-A	0	ferry	ferré	A	3.18	3.32
ferries	ferrée	0.741	DUAL-A	1	ferry	ferré	A	3.18	3.49
ferries	ferrées	0.741	DUAL-A	1	ferry	ferré	A	3.18	3.24
ferries	ferrer	0.741	DUAL-A	1	ferry	ferré	A	3.18	3.23
ferried	ferre	0.741	DUAL-A	1	ferry	ferré	A	2.54	2.39
field	filons	0.741	DUAL-A	0	field	file	A	5.24	3.09
field	filait	0.741	DUAL-A	0	field	file	A	5.24	2.89
pennies	peinait	0.741	DUAL-A	0	pennies	peine	A	3.35	2.35
preview	privant	0.741	DUAL-A	0	preview	privée	A	3.96	3.09
replays	triplé	0.741	DUAL-A	0	replay	triplé	A	3.15	3.6
replays	tripler	0.741	DUAL-A	0	replay	triplé	A	3.15	2.93
replays	triplés	0.741	DUAL-A	0	replay	triplé	A	3.15	2.72
replays	triplée	0.741	DUAL-A	0	replay	triplé	A	3.15	2.0
replays	triplées	0.741	DUAL-A	0	replay	triplé	A	3.15	1.99
resist	restent	0.741	DUAL-A	0	resist	reste	A	4.2	4.63
resort	sorte	0.741	DUAL-A	0	resort	sortes	A	4.37	5.04
schemed	ski	0.741	DUAL-A	0	scheme	ski	A	2.18	4.42
schemed	skis	0.741	DUAL-A	0	scheme	ski	A	2.18	3.37
seemed	ciments	0.741	DUAL-A	0	seemed	ciment	A	4.82	2.6
starred	stand	0.741	DUAL-A	0	starred	stands	A	3.71	4.02
suspecting	spectre	0.741	DUAL-A	0	suspected	spectre	A	2.96	4.02
suspecting	spectres	0.741	DUAL-A	0	suspected	spectre	A	2.96	3.07
varied	vert	0.741	DUAL-A	0	vary	vert	A	4.03	4.74
varied	verts	0.741	DUAL-A	0	vary	vert	A	4.03	4.34
extracted	extraient	0.74	DUAL-A	0	extract	extrait	DUAL-S	3.68	2.34
extracted	extrais	0.74	DUAL-A	0	extract	extrait	DUAL-S	3.68	2.21
pleasants	plaise	0.74	DUAL-A	0	pleasant	plaisant	DUAL-S	2.03	3.65
progresses	progresser	0.74	DUAL-A	1	progresses	progresse	DUAL-S	3.43	3.97
progresses	progressé	0.74	DUAL-A	1	progresses	progresse	DUAL-S	3.43	3.59
skit	skates	0.74	DUAL-A	0	skit	skate	S	3.15	1.97
coss	cassent	0.74	DUAL-A	0	coss	casse	STRICT-GOLD	2.04	3.44
coss	casses	0.74	DUAL-A	0	coss	casse	STRICT-GOLD	2.04	3.34
excited	excèdent	0.74	DUAL-A	0	excited	excède	STRICT-GOLD	4.74	2.59
exploit	explorer	0.74	DUAL-A	0	exploit	explore	STRICT-GOLD	3.83	4.14
exploit	exploré	0.74	DUAL-A	0	exploit	explore	STRICT-GOLD	3.83	3.35
exploit	explorées	0.74	DUAL-A	0	exploit	explore	STRICT-GOLD	3.83	2.72
exploit	explorée	0.74	DUAL-A	0	exploit	explore	STRICT-GOLD	3.83	2.71
mosh	mâchent	0.74	DUAL-A	0	mosh	mâche	STRICT-GOLD	2.66	2.09
rod	rades	0.74	DUAL-A	0	rod	rade	STRICT-GOLD	4.14	2.11
soups	souples	0.74	DUAL-A	1	soup	souples	STRICT-GOLD	3.1	3.31
soups	souple	0.74	DUAL-A	0	soup	souples	STRICT-GOLD	3.1	3.77
souped	souples	0.74	DUAL-A	1	soup	souples	STRICT-GOLD	2.3	3.31
souped	souple	0.74	DUAL-A	1	soup	souples	STRICT-GOLD	2.3	3.77
stood	stade	0.74	DUAL-A	0	stand	stade	STRICT-GOLD	4.57	4.85
vol	vals	0.74	DUAL-A	0	vol	val	STRICT-GOLD	4.41	2.59
shekel	chèques	0.74	DUAL-A	0	shekel	chèque	LOOP2	2.21	3.72
tried	trace	0.74	DUAL-A	0	tried	traces	LOOP4	5.16	4.37
alt	haltes	0.74	DUAL-A	0	alt	halte	GOLD	3.81	2.67
black	blocs	0.74	DUAL-A	0	black	bloc	GOLD	5.46	4.0
blacker	bloc	0.74	DUAL-A	0	black	bloc	GOLD	2.66	4.49
blacker	blocs	0.74	DUAL-A	0	black	bloc	GOLD	2.66	4.0
bock	bacs	0.74	DUAL-A	0	bock	bac	GOLD	2.8	3.5
col	cales	0.74	DUAL-A	0	col	cale	GOLD	3.95	2.98
com	cames	0.74	DUAL-A	0	com	came	GOLD	4.22	2.71
con	canes	0.74	DUAL-A	0	con	cane	GOLD	4.28	2.28
con	canne	0.74	DUAL-A	0	con	cannes	GOLD	4.28	3.8
cos	cassent	0.74	DUAL-A	0	cos	casse	GOLD	4.05	3.44
cos	casses	0.74	DUAL-A	0	cos	casse	GOLD	4.05	3.34
dog	dagues	0.74	DUAL-A	0	dog	dague	GOLD	5.1	2.36
dot	datent	0.74	DUAL-A	0	dot	date	GOLD	4.05	3.63
got	gâtent	0.74	DUAL-A	0	got	gâte	GOLD	5.91	2.32
legal	liguent	0.74	DUAL-A	0	legal	ligue	GOLD	5.08	1.99
lucy	soucis	0.74	DUAL-A	0	lucy	souci	GOLD	4.07	4.47
motte	mat	0.74	DUAL-A	0	motte	mate	GOLD	2.5	4.04
motte	mats	0.74	DUAL-A	0	motte	mate	GOLD	2.5	3.04
motte	mates	0.74	DUAL-A	0	motte	mate	GOLD	2.5	2.85
oct	acte	0.74	DUAL-A	0	oct	actes	GOLD	4.35	4.79
pot	pâtes	0.74	DUAL-A	0	pot	pâte	GOLD	4.4	3.99
rooted	lourde	0.74	DUAL-A	0	rooted	lourdes	GOLD	3.82	4.19
shop	chapes	0.74	DUAL-A	0	shop	chape	GOLD	4.88	2.12
sol	salle	0.74	DUAL-A	0	sol	salles	GOLD	3.69	5.08
stress	restera	0.74	DUAL-A	0	stressed	reste	GOLD	4.73	4.41
calm	cames	0.74	DUAL-A	0	calm	came	A	4.54	2.71
clan	clone	0.74	DUAL-A	0	clan	clones	A	3.97	3.34
close	claude	0.74	DUAL-A	0	closed	claude	A	5.36	4.69
cloud	classe	0.74	DUAL-A	0	clouds	classe	A	4.46	5.14
cloud	classes	0.74	DUAL-A	0	clouds	classe	A	4.46	4.61
confessed	contestent	0.74	DUAL-A	0	confessed	conteste	A	3.73	3.08
cottar	cars	0.74	DUAL-A	0	cottar	car	A	0.0	3.58
cotter	cars	0.74	DUAL-A	0	cotter	car	A	2.79	3.58
cried	crasse	0.74	DUAL-A	0	cries	crasse	A	4.19	3.32
cried	crasses	0.74	DUAL-A	0	cries	crasse	A	4.19	2.52
diesel	disent	0.74	DUAL-A	0	diesel	disons	A	4.05	4.91
domain	demains	0.74	DUAL-A	1	domain	demain	A	4.31	1.58
drill	drôle	0.74	DUAL-A	0	drill	drôles	A	4.09	4.84
envy	ennemi	0.74	DUAL-A	0	envy	ennemis	A	3.84	4.57
envy	ennemie	0.74	DUAL-A	0	envy	ennemis	A	3.84	3.6
fist	fastes	0.74	DUAL-A	0	fist	faste	A	3.89	2.89
flat	flûtes	0.74	DUAL-A	0	flat	flûte	A	4.72	2.94
gov	gavent	0.74	DUAL-A	0	gov	gave	A	4.01	2.53
gov	gaves	0.74	DUAL-A	0	gov	gave	A	4.01	2.27
grid	grade	0.74	DUAL-A	0	grid	grades	A	4.18	4.0
grim	gramme	0.74	DUAL-A	0	grim	grammes	A	3.69	3.42
grimmer	grammes	0.74	DUAL-A	0	grim	grammes	A	2.1	3.84
grimmer	gramme	0.74	DUAL-A	1	grim	grammes	A	2.1	3.42
healed	guildes	0.74	DUAL-A	0	healed	guilde	A	3.66	2.62
khan	canes	0.74	DUAL-A	0	khan	cane	A	4.25	2.28
khan	canne	0.74	DUAL-A	0	khan	cannes	A	4.25	3.8
kissed	castes	0.74	DUAL-A	0	kissed	caste	A	3.95	3.0
knot	natte	0.74	DUAL-A	0	knot	nattes	A	3.72	2.64
laddie	lundis	0.74	DUAL-A	0	laddie	lundi	A	2.34	3.22
laughed	lofts	0.74	DUAL-A	0	laughed	loft	A	4.24	2.24
laughter	lofts	0.74	DUAL-A	0	laughter	loft	A	4.1	2.24
lot	lattes	0.74	DUAL-A	0	lot	latte	A	5.61	3.06
mitch	match	0.74	DUAL-A	1	mitch	matchs	A	3.91	5.25
mock	macs	0.74	DUAL-A	0	mock	mac	A	3.85	2.62
people	pipes	0.74	DUAL-A	0	people	pipe	A	6.25	3.16
picked	pactes	0.74	DUAL-A	0	picked	pacte	A	4.72	2.69
pm	poèmes	0.74	DUAL-A	0	pm	poème	A	4.69	3.99
rot	rates	0.74	DUAL-A	0	rot	rate	A	3.7	3.17
rotter	rares	0.74	DUAL-A	0	rotter	rare	A	2.15	4.6
shot	chattes	0.74	DUAL-A	0	shot	chatte	A	5.22	3.07
soft	lofts	0.74	DUAL-A	0	soft	loft	A	4.68	2.24
softer	loft	0.74	DUAL-A	0	soft	loft	A	3.54	3.24
softer	lofts	0.74	DUAL-A	0	soft	loft	A	3.54	2.24
stiff	staffs	0.74	DUAL-A	0	stiff	staff	A	3.9	2.11
stiffer	staff	0.74	DUAL-A	0	stiff	staff	A	2.82	3.87
stiffer	staffs	0.74	DUAL-A	0	stiff	staff	A	2.82	2.11
top	tapent	0.74	DUAL-A	0	top	tape	A	5.57	3.37
tosh	tâches	0.74	DUAL-A	0	tosh	tâche	A	2.85	4.15
vegan	vines	0.74	DUAL-A	0	vegan	vine	A	3.95	2.28
yield	guildes	0.74	DUAL-A	0	yield	guilde	A	4.16	2.62
cordage	cordées	0.739	DUAL-A	0	cordage	cordes	DUAL-S	1.94	2.21
cordage	cordé	0.739	DUAL-A	0	cordage	cordes	DUAL-S	1.94	1.81
cordage	corder	0.739	DUAL-A	1	cordage	cordes	DUAL-S	1.94	1.78
cordoned	cordées	0.739	DUAL-A	0	cordon	cordons	DUAL-S	2.43	2.21
cordoned	cordé	0.739	DUAL-A	0	cordon	cordons	DUAL-S	2.43	1.81
cordoned	corder	0.739	DUAL-A	0	cordon	cordons	DUAL-S	2.43	1.78
excuse	excusent	0.739	DUAL-A	1	excuses	excuse	DUAL-S	4.56	2.68
pressing	pressions	0.739	DUAL-A	1	press	presse	DUAL-S	4.08	3.98
progressed	progressant	0.739	DUAL-A	1	progresses	progresse	DUAL-S	3.63	2.69
progressed	progressait	0.739	DUAL-A	1	progresses	progresse	DUAL-S	3.63	2.52
streaking	stries	0.739	DUAL-A	0	streaks	stries	DUAL-S	2.69	2.74
streaking	strie	0.739	DUAL-A	0	streaks	stries	DUAL-S	2.69	1.87
textured	textures	0.739	DUAL-A	1	texture	textures	DUAL-S	3.15	3.12
textured	texture	0.739	DUAL-A	1	texture	textures	DUAL-S	3.15	3.6
graded	gré	0.739	DUAL-A	0	grade	gré	STRICT-GOLD	3.45	4.09
stringing	stream	0.739	DUAL-A	0	string	stream	LOOP2	2.73	3.57
restive	restant	0.739	DUAL-A	0	restive	reste	GOLD	2.37	4.26
self	seller	0.739	DUAL-A	0	self	selle	GOLD	5.25	3.26
self	sellé	0.739	DUAL-A	0	self	selle	GOLD	5.25	1.79
bladed	blé	0.739	DUAL-A	0	blade	blé	A	2.71	4.12
bladed	blés	0.739	DUAL-A	0	blade	blé	A	2.71	2.92
excelling	excès	0.739	DUAL-A	0	excel	excès	A	2.64	4.2
paraded	pré	0.739	DUAL-A	0	parade	pré	A	2.85	4.45
paraded	prés	0.739	DUAL-A	0	parade	pré	A	2.85	3.86
prepare	perdre	0.739	DUAL-A	0	prepared	perde	A	4.55	5.02
escorting	escorté	0.738	DUAL-A	1	escort	escorte	DUAL-S	2.99	3.01
escorting	escorter	0.738	DUAL-A	0	escort	escorte	DUAL-S	2.99	2.97
escorting	escortés	0.738	DUAL-A	0	escort	escorte	DUAL-S	2.99	2.66
escorting	escortée	0.738	DUAL-A	0	escort	escorte	DUAL-S	2.99	2.46
ordinaries	ordinaire	0.738	DUAL-A	1	ordinary	ordinaire	DUAL-S	2.33	4.33
ordinaries	ordinaires	0.738	DUAL-A	1	ordinary	ordinaire	DUAL-S	2.33	3.86
bosses	bossait	0.738	DUAL-A	0	boss	bosse	S	3.9	2.99
bosses	bossais	0.738	DUAL-A	1	boss	bosse	S	3.9	2.96
calls	collant	0.738	DUAL-A	0	call	colle	S	4.91	3.41
callers	collant	0.738	DUAL-A	0	caller	coller	S	3.1	3.41
ex	excise	0.738	DUAL-A	0	exes	excise	S	4.81	1.54
feels	filons	0.738	DUAL-A	0	feel	file	S	4.9	3.09
feels	filait	0.738	DUAL-A	0	feel	file	S	4.9	2.89
feelers	filons	0.738	DUAL-A	0	feeler	filer	S	2.41	3.09
feelers	filait	0.738	DUAL-A	0	feeler	filer	S	2.41	2.89
fools	foulent	0.738	DUAL-A	0	fool	foule	S	3.88	2.23
free	frisons	0.738	DUAL-A	0	frees	frise	S	5.63	2.41
leases	lissa	0.738	DUAL-A	0	lease	lisse	S	3.41	2.5
lessees	laisse	0.738	DUAL-A	0	lessee	laisser	S	2.11	5.17
lessees	laissent	0.738	DUAL-A	0	lessee	laisser	S	2.11	4.29
means	mina	0.738	DUAL-A	0	mean	mine	S	5.44	3.33
means	minas	0.738	DUAL-A	0	mean	mine	S	5.44	2.85
memes	mimant	0.738	DUAL-A	0	meme	mime	S	3.75	2.34
memes	mima	0.738	DUAL-A	0	meme	mime	S	3.75	2.26
memes	mimas	0.738	DUAL-A	0	meme	miment	S	3.75	1.58
meters	mira	0.738	DUAL-A	0	meter	mire	S	4.21	3.14
peaces	pissant	0.738	DUAL-A	0	peace	pisse	S	1.63	2.27
peaces	pissait	0.738	DUAL-A	0	peace	pisse	S	1.63	2.2
peels	pila	0.738	DUAL-A	0	peel	pile	S	2.8	2.1
peelers	pila	0.738	DUAL-A	0	peeler	pilé	S	1.85	2.1
pens	peinait	0.738	DUAL-A	0	pen	peine	S	3.75	2.35
pieces	pissant	0.738	DUAL-A	0	piece	pisse	S	4.72	2.27
pieces	pissait	0.738	DUAL-A	0	piece	pisse	S	4.72	2.2
pleas	pliant	0.738	DUAL-A	0	plea	plie	S	3.51	2.87
reads	rida	0.738	DUAL-A	0	read	ride	S	4.25	2.39
readers	rida	0.738	DUAL-A	0	reader	ride	S	4.41	2.39
reeds	rida	0.738	DUAL-A	0	reed	ride	S	3.02	2.39
revs	rêvait	0.738	DUAL-A	0	rev	rêve	S	2.85	3.39
rules	roulant	0.738	DUAL-A	0	rule	roule	S	5.06	3.96
rules	roulait	0.738	DUAL-A	0	rule	roule	S	5.06	3.33
rulers	roulant	0.738	DUAL-A	0	ruler	roule	S	3.7	3.96
rulers	roulait	0.738	DUAL-A	0	ruler	roule	S	3.7	3.33
sheens	china	0.738	DUAL-A	0	sheen	chine	S	1.68	3.63
supers	soupa	0.738	DUAL-A	0	super	soupe	S	2.44	1.78
cleans	cligne	0.738	DUAL-A	0	clean	cligne	STRICT-GOLD	3.24	2.55
deans	dînait	0.738	DUAL-A	0	dean	dîne	STRICT-GOLD	3.06	2.29
deans	dînant	0.738	DUAL-A	0	dean	dîne	STRICT-GOLD	3.06	2.07
deans	dînons	0.738	DUAL-A	0	dean	dîne	STRICT-GOLD	3.06	1.9
frustrate	frustrés	0.738	DUAL-A	0	frustrated	frustrés	STRICT-GOLD	2.99	3.17
frustrate	frustré	0.738	DUAL-A	1	frustrated	frustrés	STRICT-GOLD	2.99	3.54
frustrate	frustrée	0.738	DUAL-A	1	frustrated	frustrés	STRICT-GOLD	2.99	3.01
frustrate	frustrer	0.738	DUAL-A	1	frustrated	frustrés	STRICT-GOLD	2.99	2.72
frustrate	frustrées	0.738	DUAL-A	1	frustrated	frustrés	STRICT-GOLD	2.99	2.21
great	grévistes	0.738	DUAL-A	0	greatest	grévistes	STRICT-GOLD	5.88	3.49
great	gréviste	0.738	DUAL-A	0	greatest	grévistes	STRICT-GOLD	5.88	2.48
grosses	gros	0.738	DUAL-A	0	gross	grosse	STRICT-GOLD	2.57	5.42
levies	lève	0.738	DUAL-A	0	levy	lève	STRICT-GOLD	3.02	4.4
levies	lèvent	0.738	DUAL-A	0	levy	lève	STRICT-GOLD	3.02	3.44
means	mini	0.738	DUAL-A	0	meaning	mini	STRICT-GOLD	5.44	4.54
means	minis	0.738	DUAL-A	0	meaning	mini	STRICT-GOLD	5.44	2.8
party	pris	0.738	DUAL-A	0	parties	prises	STRICT-GOLD	5.49	5.44
please	pliant	0.738	DUAL-A	0	please	plie	STRICT-GOLD	5.66	2.87
reaches	rite	0.738	DUAL-A	0	reach	rite	STRICT-GOLD	4.16	3.61
scenes	sinon	0.738	DUAL-A	0	scene	sinon	STRICT-GOLD	4.58	5.12
sores	saurons	0.738	DUAL-A	0	sore	saurons	STRICT-GOLD	3.03	3.18
flumes	flou	0.738	DUAL-A	0	flume	flou	LOOP2	1.81	3.94
flumes	floue	0.738	DUAL-A	0	flume	flou	LOOP2	1.81	3.32
flumes	flous	0.738	DUAL-A	0	flume	flou	LOOP2	1.81	3.02
sortie	sors	0.738	DUAL-A	0	sortie	sort	LOOP4	2.61	4.51
cedis	cède	0.738	DUAL-A	0	cedi	céder	GOLD	1.72	3.87
cedis	cèdent	0.738	DUAL-A	0	cedi	céder	GOLD	1.72	3.13
closers	clos	0.738	DUAL-A	0	closer	closes	GOLD	2.3	4.12
closers	clôt	0.738	DUAL-A	0	closer	closes	GOLD	2.3	3.15
corries	corps	0.738	DUAL-A	0	corrie	corps	GOLD	1.54	5.35
jenny	dénis	0.738	DUAL-A	0	jenny	déni	GOLD	3.89	2.41
pennis	peines	0.738	DUAL-A	0	pennis	peine	GOLD	1.33	4.13
pennis	peinent	0.738	DUAL-A	0	pennis	peine	GOLD	1.33	3.06
readies	raide	0.738	DUAL-A	0	ready	raide	GOLD	2.42	3.59
readies	raides	0.738	DUAL-A	1	ready	raide	GOLD	2.42	3.12
reams	rima	0.738	DUAL-A	0	reaming	rime	GOLD	2.58	2.61
reams	rimait	0.738	DUAL-A	0	reaming	rime	GOLD	2.58	2.15
rosses	rossa	0.738	DUAL-A	0	ross	rosse	GOLD	1.58	2.44
seens	sinon	0.738	DUAL-A	0	seen	sinon	GOLD	1.55	5.12
seizes	assises	0.738	DUAL-A	0	seize	assises	GOLD	2.86	4.01
seizes	assise	0.738	DUAL-A	0	seize	assises	GOLD	2.86	4.18
seizes	ciseaux	0.738	DUAL-A	0	seize	ciseaux	GOLD	2.86	3.54
seizes	ciseau	0.738	DUAL-A	0	seize	ciseaux	GOLD	2.86	3.06
settees	cette	0.738	DUAL-A	0	settee	cette	GOLD	1.7	6.35
pools	poulet	0.738	DUAL-A	0	pool	poulet	LOOP1	3.87	4.24
pools	poulets	0.738	DUAL-A	0	pool	poulet	LOOP1	3.87	3.51
pres	prions	0.738	DUAL-A	0	pre	prie	LOOP1	3.6	3.5
beaches	bite	0.738	DUAL-A	0	beach	bite	A	3.96	4.24
beaches	bites	0.738	DUAL-A	0	beach	bite	A	3.96	3.52
blue	blouson	0.738	DUAL-A	0	blues	blouson	A	5.13	3.25
blue	blousons	0.738	DUAL-A	0	blues	blouson	A	5.13	2.55
cleaners	cligne	0.738	DUAL-A	0	cleaner	cligne	A	3.46	2.55
coot	coûtera	0.738	DUAL-A	0	coot	coûte	A	2.5	3.54
coot	coûterait	0.738	DUAL-A	0	coot	coûte	A	2.5	3.34
critic	criques	0.738	DUAL-A	0	critic	crique	A	3.95	2.58
dairies	der	0.738	DUAL-A	0	dairy	der	A	2.5	4.29
dairies	ders	0.738	DUAL-A	0	dairy	der	A	2.5	2.12
ferrule	foules	0.738	DUAL-A	0	ferrule	foule	A	1.97	3.58
ferries	ferre	0.738	DUAL-A	1	ferry	ferré	A	3.18	2.39
flees	flippe	0.738	DUAL-A	0	flee	flippe	A	2.88	3.19
flees	flippent	0.738	DUAL-A	0	flee	flippe	A	2.88	2.24
