score	sound	cos	hops	seed	endpoint	chain
0.7126	0.909	0.216	6	suffers	libyens	en:suffers ≈ fr:saut aise ~ en:leaped ≈ fr:lippe ~ en:lippy ≈ fr:libye ~ fr:libyens
0.7126	0.911	0.218	6	fatty	cote	en:fatty ~ fr:fat ≈ en:fi ~ fr:fi ≈ en:fee ~ en:cost ≈ fr:cote
0.7125	0.906	0.214	6	liberties	queues	en:liberties ≈ fr:levait aise ~ fr:las aise ≈ en:losses ~ en:loses ≈ fr:loues aise ~ fr:queues
0.7124	0.929	0.233	6	candy	cousu	en:candy ≈ fr:khan dit ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea ~ fr:cousu
0.7124	0.871	0.182	6	blowing	bouton	en:blowing ~ en:blew ≈ fr:bout ~ fr:boutis ≈ en:bootie ~ en:boot ≈ fr:bouton
0.7124	0.896	0.205	6	lenders	nés serez	en:lenders ~ en:lender ≈ fr:lin des ~ fr:s ri ≈ en:necessity ~ en:necessary ≈ fr:nés serez
0.7124	0.908	0.215	6	losses	coupe	en:losses ~ en:loses ≈ fr:loues aise ~ en:queue ≈ fr:coup ~ en:coup ≈ fr:coupe
0.7123	0.907	0.215	3	gulf	golf	en:gulf = fr:golfe ≈ en:golf ~ fr:golf
0.7122	0.939	0.242	6	poof	crosse	en:poof ≈ fr:pouf ~ fr:poupe ≈ en:poop = fr:crotte ≈ en:crossed ~ fr:crosse
0.7122	0.897	0.206	4	designing	dis année	en:designing ~ fr:design ≈ en:designers ~ en:designer ≈ fr:dis année
0.7122	0.897	0.206	5	olive	live	en:olive ~ fr:olive ≈ en:leave ~ en:leaving ≈ fr:living ~ fr:live
0.7122	0.847	0.159	3	clock	orléans	en:clock ~ fr:horloge ≈ en:orleans = fr:orléans
0.7121	0.914	0.221	6	fees	ferry	en:fees ~ en:fee ≈ fr:fi ~ en:fi ≈ fr:fat ~ en:fatty ≈ fr:ferry
0.7120	0.905	0.213	6	cause	cons aise	en:cause ~ en:caused ≈ fr:codes ~ en:codes ≈ fr:cause ~ en:causes ≈ fr:cons aise
0.7119	0.942	0.244	6	rooters	race	en:rooters ~ en:root ≈ fr:route ~ en:route ≈ fr:routes ~ en:routes ≈ fr:race
0.7118	0.951	0.252	6	resist	but elle	en:resist ≈ fr:ries est ~ fr:ries il ≈ en:reseal ~ en:resell ≈ fr:ries elle ~ fr:but elle
0.7117	0.922	0.228	6	exploration	explosent	en:exploration ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:explorent ~ en:explorer ≈ fr:explosent
0.7117	0.945	0.247	6	feeler	coupes	en:feeler ≈ fr:file = en:queue ≈ fr:coup ~ en:coup ≈ fr:coupe ~ fr:coupes
0.7116	0.891	0.201	6	asset	routes	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
0.7115	0.887	0.198	6	defects	delta	en:defects ~ en:defect ≈ fr:directs = en:direct ≈ fr:directes ~ en:dealt ≈ fr:delta
0.7115	0.898	0.208	5	trips	chèvre	en:trips ~ fr:trip ≈ en:drip = fr:goutte ≈ en:goat = fr:chèvre
0.7115	0.872	0.184	6	baseball	un veste	en:baseball ~ en:softball ≈ fr:savent bol ~ fr:veste ≈ en:investor ~ en:investors ≈ fr:un veste
0.7115	0.914	0.222	6	mounted	mètre	en:mounted ≈ fr:mat aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
0.7115	0.889	0.200	5	plane	plaza	en:plane ~ fr:plane ≈ en:plan ~ fr:plan ≈ en:plaza ~ fr:plaza
0.7114	0.936	0.240	6	creditors	initialement	en:creditors ≈ fr:crédit aise ~ en:credit ≈ fr:créent êtes ~ fr:ânes êtes ≈ en:onset ~ fr:initialement
0.7113	0.891	0.202	6	breaks	coupe	en:breaks = fr:casse ≈ en:cuts = fr:coupes ≈ en:coups ~ en:coup ≈ fr:coupe
0.7112	0.918	0.225	4	laundry	piments	en:laundry ≈ fr:donnent ri ~ fr:paies pèsent ≈ en:peppers = fr:piments
0.7111	0.904	0.213	6	trusting	routes	en:trusting ~ en:trusted ≈ fr:tracent aide ~ fr:ruent aide ≈ en:rooted ~ en:roots ≈ fr:routes
0.7111	0.931	0.236	5	butt	prime	en:butt ~ en:butty ≈ fr:bâti ~ fr:bâtis ≈ en:bounty = fr:prime
0.7110	0.932	0.237	6	rebury	coups	en:rebury ≈ fr:repris ~ en:recoup ≈ fr:coupes ~ fr:coupe ≈ en:coup ~ fr:coups
0.7109	0.878	0.190	6	accessed	axes	en:accessed ~ en:access ≈ fr:axis ~ en:axis ≈ fr:axe ~ en:axe ≈ fr:axes
0.7109	0.871	0.184	6	blowing	boutons	en:blowing ~ en:blew ≈ fr:bout ~ fr:boutis ≈ en:bootie ~ en:boot ≈ fr:boutons
0.7109	0.879	0.191	6	moisture	modes	en:moisture ≈ fr:bossent chez ~ fr:met chez ≈ en:merger ~ en:merged ≈ fr:mode ~ fr:modes
0.7109	0.887	0.199	6	specs	automne	en:specs ≈ fr:sexes ~ en:gender ≈ fr:gêne ~ fr:folle ≈ en:fall = fr:automne
0.7104	0.824	0.138	5	ought yen	vue	en:ought yen ~ en:yen ≈ fr:tiennes ~ fr:terne ≈ en:staring ~ fr:vue
0.7104	0.935	0.240	6	sped	bite	en:sped ≈ fr:speed ~ fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bites ~ fr:bite
0.7102	0.945	0.248	6	feeler	coupe	en:feeler ≈ fr:file = en:queue ≈ fr:coup ~ en:coup ≈ fr:coupes ~ fr:coupe
0.7102	0.916	0.225	6	wire	festin	en:wire = fr:fil ≈ en:feel ~ en:felt ≈ fr:fête ~ en:fest ≈ fr:festin
0.7102	0.928	0.235	6	skate	case	en:skate ~ fr:skate ≈ en:skid ~ en:ski ≈ fr:skies ~ en:skies ≈ fr:case
0.7102	0.891	0.203	6	access	orthodoxie	en:access ≈ fr:axis ~ en:axis ≈ fr:axe ~ fr:hochet axe ≈ en:orthodox = fr:orthodoxie
0.7101	0.870	0.184	3	cabin	combine	en:cabin = fr:cabane ≈ en:combine ~ fr:combine
0.7101	0.944	0.248	5	smells	soleil	en:smells ~ en:smell ≈ fr:semelle = en:sole ≈ fr:saule ~ fr:soleil
0.7101	0.866	0.180	4	raises	roses	en:raises ~ en:raise ≈ fr:rose ~ en:rose ≈ fr:roses
0.7100	0.827	0.141	6	shine	chats	en:shine ~ en:shiny ≈ fr:chasses nient ~ fr:chasse ≈ en:showers ~ en:shower ≈ fr:chats
0.7099	0.887	0.200	6	variables	route	en:variables ~ en:parameters ≈ fr:primait aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7099	0.904	0.215	6	missed	rate	en:missed = fr:raté ≈ en:rotter ~ en:rotten ≈ fr:rat haine ~ en:rat ≈ fr:rate
0.7099	0.883	0.196	6	quad	sexe	en:quad ~ fr:quad ≈ en:acquired = fr:acquise ≈ en:techies ~ en:techs ≈ fr:sexe
0.7098	0.941	0.246	4	rumor	roumains	en:rumor ≈ fr:room ~ en:room ≈ fr:roumain ~ fr:roumains
0.7097	0.955	0.257	4	deport	nounours	en:deport ≈ fr:dépote ~ fr:dédie ≈ en:teddy = fr:nounours
0.7096	0.976	0.273	5	shots	chute	en:shots ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
0.7096	0.900	0.212	6	decorative	kitty	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:cries ~ fr:crie ≈ en:kitty ~ fr:kitty
0.7096	0.894	0.206	2	asleep	slip	en:asleep ~ en:sleeps ≈ fr:slip
0.7095	0.955	0.257	6	call	pas elle	en:call ~ en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle
0.7095	0.816	0.130	2	frame	fraises	en:frame ~ en:frames ≈ fr:fraises
0.7095	0.902	0.213	6	confessed	vêtement	en:confessed ≈ fr:con veste ~ fr:un veste ≈ en:investors ~ en:investor ≈ fr:haines ester ~ fr:vêtement
0.7095	0.902	0.213	6	grey	grill	en:grey = fr:grise ≈ en:greens ~ en:greeny ≈ fr:grille ~ en:grille ≈ fr:grill
0.7094	0.900	0.212	6	ski	bétail	en:ski ≈ fr:skies ~ en:skies ≈ fr:case ~ fr:cases ≈ en:cows ~ fr:bétail
0.7094	0.978	0.275	6	scene	sain six	en:scene ≈ fr:seine ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:six ~ fr:sain six
0.7094	0.882	0.196	6	code	clans aise	en:code ~ fr:code ≈ en:caused ~ fr:cause ≈ en:courses ~ en:classes ≈ fr:clans aise
0.7093	0.919	0.228	6	string	phoques	en:string ~ fr:string ≈ en:strong = fr:forte ≈ en:forked ~ en:fork ≈ fr:phoques
0.7092	0.894	0.207	4	marketing	monarque	en:marketing ≈ fr:manquent in ~ fr:manque ≈ en:monarch ~ fr:monarque
0.7092	0.947	0.251	6	sensor	due	en:sensor ≈ fr:sain ses ~ fr:souhaites ≈ en:sweet = fr:doux ≈ en:due ~ fr:due
0.7091	0.898	0.210	5	leap	consultez	en:leap = fr:saut ≈ en:saw = fr:scie ≈ en:see = fr:consultez
0.7091	0.935	0.242	6	freestyle	pistolet	en:freestyle ≈ fr:cristal ~ en:crystal ≈ fr:crissent elle ~ fr:pissent elle ≈ en:pistol ~ fr:pistolet
0.7091	0.888	0.202	5	click	coule	en:click = fr:cliquez ≈ en:quickly ~ en:quick ≈ fr:couic ~ fr:coule
0.7091	0.855	0.171	5	supernatural	patch	en:supernatural ≈ fr:soutenait charles ~ fr:paient schiste ≈ en:purchased ~ en:purchase ≈ fr:patch
0.7090	0.922	0.231	6	edited	tweeter	en:edited ≈ fr:aidait aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
0.7088	0.895	0.208	6	spike	paquets	en:spike ≈ fr:pac ~ fr:pacs ≈ en:parks ~ en:parky ≈ fr:paquet ~ fr:paquets
0.7085	0.888	0.202	6	stressful	strip	en:stressful ~ fr:stressé ≈ en:stress ~ fr:stresse ≈ en:strips ~ en:strip ≈ fr:strip
0.7085	0.985	0.281	2	sued	soudée	en:sued ≈ fr:soudent ~ fr:soudée
0.7085	0.910	0.221	6	race	roux chine	en:race ~ fr:race ≈ en:routes ~ en:routeing ≈ fr:routine ~ en:routine ≈ fr:roux chine
0.7083	0.932	0.240	5	sweat	suite	en:sweat ~ en:sweating ≈ fr:souhait in ~ fr:souhaite ≈ en:suite ~ fr:suite
0.7082	0.885	0.200	6	sentenced	tels	en:sentenced ~ fr:peines ≈ en:pen ~ fr:stylé ≈ en:stelae ~ en:stela ≈ fr:tels
0.7082	0.929	0.238	6	meatball	mythes	en:meatball ~ en:meat ≈ fr:mite ~ fr:mites ≈ en:meet ~ en:meets ≈ fr:mythes
0.7082	0.846	0.163	3	beard	barbares	en:beard = fr:barbe ≈ en:barbara ~ fr:barbares
0.7081	0.802	0.117	5	raise	devil	en:raise ~ en:raising ≈ fr:résigne ~ fr:dévale ≈ en:devil ~ fr:devil
0.7081	0.874	0.190	4	software	survivante	en:software ≈ fr:savent ouais ~ fr:savent ≈ en:survivor ~ fr:survivante
0.7081	0.872	0.188	6	boarders	stresser	en:boarders ≈ fr:bond aise ~ en:bond ≈ fr:bandes = en:strips ≈ fr:stresse ~ fr:stresser
0.7080	0.947	0.252	3	prisoners	frissons	en:prisoners ~ fr:prisonniers ≈ en:frisson ya ~ fr:frissons
0.7080	0.914	0.225	6	drown	dames	en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dame ~ fr:dames
0.7078	0.903	0.216	5	newborn	blé ode	en:newborn ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:blé ode
0.7076	0.877	0.193	6	aesthetic	semaines	en:aesthetic ≈ fr:hissent éthique ~ en:ethics ≈ fr:est x ~ fr:x ≈ en:weeks ~ fr:semaines
0.7076	0.898	0.212	5	run	ranger	en:run ~ en:ran ≈ fr:reines ~ fr:reines chez ≈ en:ranger ~ fr:ranger
0.7076	0.853	0.170	6	browser	blindage	en:browser ≈ fr:bras = en:arm ≈ fr:arme ~ fr:armes ≈ en:armor = fr:blindage
0.7075	0.835	0.153	6	trigger	traites	en:trigger ~ en:triggered ≈ fr:trek ~ en:trek ≈ fr:trait ~ en:trait ≈ fr:traites
0.7074	0.851	0.169	3	coward	lancement	en:coward = fr:lâche ≈ en:launch = fr:lancement
0.7073	0.873	0.190	6	platform	lynx	en:platform = fr:plate ≈ en:polite = fr:polis ≈ en:poorly ~ en:lacks ≈ fr:lynx
0.7072	0.909	0.222	5	dresses	adressent	en:dresses ~ en:dress ≈ fr:adresse ~ en:address ≈ fr:adresses ~ fr:adressent
0.7072	0.908	0.221	4	sheen	chad	en:sheen ≈ fr:chines ~ en:china ≈ fr:tchad ~ fr:chad
0.7071	0.897	0.212	6	bathroom	rumeurs	en:bathroom ≈ fr:bat rhume ~ fr:rhume ≈ en:room ~ fr:room ≈ en:rumor ~ fr:rumeurs
0.7071	0.916	0.228	3	cousin	cuisines	en:cousin ~ fr:cousine ≈ en:cuisine ~ fr:cuisines
0.7071	0.843	0.161	3	porch	portions	en:porch = fr:porche ≈ en:portion ~ fr:portions
0.7071	0.949	0.255	6	fork	péage	en:fork ≈ fr:phoques = en:seal ≈ fr:sil ~ fr:taule ≈ en:toll = fr:péage
0.7071	0.904	0.218	6	monitored	routes	en:monitored ≈ fr:manient aide ~ fr:ruent aide ≈ en:rooted ~ en:roots ≈ fr:route ~ fr:routes
0.7070	0.946	0.253	6	metres	mythe	en:metres ~ en:metre ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mythe
0.7069	0.869	0.186	6	rope	adresses	en:rope ~ en:ropes ≈ fr:robes = en:dresses ≈ fr:dresse ~ en:dress ≈ fr:adresses
0.7068	0.924	0.235	6	raid	train in	en:raid ~ fr:raid ≈ en:tread ~ en:treading ≈ fr:training ~ en:training ≈ fr:train in
0.7068	0.872	0.189	6	pipes	six	en:pipes ~ fr:pipe ≈ en:people ~ en:folk ≈ fr:phoque = en:seals ≈ fr:six
0.7067	0.867	0.185	3	cabin	caféine	en:cabin = fr:cabine ≈ en:caffeine = fr:caféine
0.7066	0.886	0.202	5	inner	palestinien	en:inner ~ en:pallet inner ≈ fr:palestiniens ~ fr:palestine ≈ en:palestine ~ fr:palestinien
0.7066	0.933	0.243	6	aster	bat	en:aster ≈ fr:acheter = en:buy ≈ fr:bye ~ en:bye ≈ fr:bats ~ fr:bat
0.7065	0.958	0.262	6	frisson ya	préserve	en:frisson ya ≈ fr:prisonnier ~ en:prisoner ≈ fr:pris né ~ fr:pris ève ≈ en:preserve ~ fr:préserve
0.7065	0.866	0.184	3	sum	sperme	en:sum = fr:somme ≈ en:sperm ~ fr:sperme
0.7064	0.933	0.243	6	seaboard	fesse	en:seaboard ≈ fr:chipote ~ fr:chique ≈ en:chic ~ fr:chic ≈ en:cheek = fr:fesse
0.7064	0.945	0.252	5	ceremony	ponte	en:ceremony ~ en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:bridge ~ fr:ponte
0.7064	0.904	0.219	6	carries	repas	en:carries ≈ fr:crises ~ fr:crise ≈ en:crees ~ fr:mises ≈ en:meals ~ fr:repas
0.7064	0.904	0.219	4	glasses	glacée	en:glasses ≈ fr:glass aise ~ en:glass ≈ fr:glace ~ fr:glacée
0.7063	0.938	0.247	6	genome	gin	en:genome ~ fr:gènes ≈ en:gen ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:gin
0.7063	0.913	0.226	6	showers	chat	en:showers = fr:douches ≈ en:douche ~ en:shower ≈ fr:chats ~ en:chat ≈ fr:chat
0.7063	0.990	0.287	6	jinn	gene	en:jinn ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean ≈ en:gene ~ fr:gene
0.7062	0.913	0.226	6	exhibitions	twist	en:exhibitions ~ en:exhibited ≈ fr:exhibent aide ~ fr:tissent aide ≈ en:twisted ~ en:twist ≈ fr:twist
0.7061	0.947	0.254	6	sensor	do	en:sensor ≈ fr:sain ses ~ fr:souhaites ≈ en:sweet = fr:doux ≈ en:do ~ fr:do
0.7061	0.884	0.201	3	town	veil	en:town = fr:ville ≈ en:veil ~ fr:veil
0.7060	0.903	0.218	3	choir	coraux	en:choir = fr:chorale ≈ en:coral = fr:coraux
0.7058	0.914	0.228	6	faces	files	en:faces ~ fr:face ≈ en:file ~ fr:file ≈ en:feeler ~ en:feel ≈ fr:files
0.7058	0.909	0.224	6	risen	routine	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:routes ~ en:routeing ≈ fr:routine
0.7057	0.868	0.187	6	believer	baby	en:believer ~ en:believers ≈ fr:blé ~ fr:pas blé ≈ en:possibly ~ en:maybe ≈ fr:baby
0.7056	0.890	0.207	5	pill	psi	en:pill ~ fr:pille ≈ en:peewee ~ en:pee ≈ fr:pies ~ fr:psi
0.7056	0.914	0.228	6	wrested	bride	en:wrested ~ fr:brisées ≈ en:breeze = fr:brise ≈ en:breeds ~ en:breed ≈ fr:bride
0.7056	0.924	0.236	4	peppers	découvertes	en:peppers ≈ fr:paies pèsent ~ fr:dis cabri ≈ en:discovery ~ fr:découvertes
0.7056	0.942	0.251	6	tests	destine	en:tests ~ fr:tests ≈ en:test ~ en:testes ≈ fr:tester ~ en:testing ≈ fr:destine
0.7056	0.938	0.248	6	plague	col	en:plague = fr:peste ≈ en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:col
0.7056	0.899	0.215	6	field	coupes	en:field ~ en:fields ≈ fr:file = en:queue ≈ fr:coup ~ en:coup ≈ fr:coupes
0.7056	0.888	0.205	6	axis	acceptes	en:axis ~ fr:axis ≈ en:access ~ en:accessed ≈ fr:accepte ~ en:accept ≈ fr:acceptes
0.7055	0.936	0.246	5	deaf	beaux	en:deaf ~ fr:sourde ≈ en:suited ~ en:suitable ≈ fr:suent belle ~ fr:beaux
0.7055	0.949	0.257	6	feels	coupes	en:feels ~ en:feel ≈ fr:file = en:queue ≈ fr:coup ~ en:coup ≈ fr:coupes
0.7054	0.949	0.257	6	meters	mit anses	en:meters ~ en:metre ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mit anses
0.7054	0.938	0.248	6	file	phase	en:file ~ fr:file ≈ en:feeler ~ en:feel ≈ fr:files ~ en:files ≈ fr:phase
0.7054	0.900	0.216	6	decorative	curry	en:decorative ≈ fr:décret ive ~ en:decree ≈ fr:cries ~ fr:crie ≈ en:curry ~ fr:curry
0.7053	0.897	0.214	6	drums	bondit	en:drums = fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bondit
0.7053	0.946	0.254	6	suspended	sort	en:suspended ≈ fr:ces peinent aide ~ fr:sont aide ≈ en:sorted ~ fr:sortent ≈ en:sort ~ fr:sort
0.7051	0.921	0.234	6	itself	aimes elfes	en:itself ≈ fr:êtes elfes ~ fr:mas elfes ≈ en:myself ~ en:yourself ≈ fr:ions elfes ~ fr:aimes elfes
0.7051	0.928	0.240	6	neutral	troll	en:neutral ≈ fr:nouent rôle ~ fr:rôle ≈ en:roll ~ fr:roll ≈ en:troll ~ fr:troll
0.7050	0.915	0.230	6	stack	step	en:stack ≈ fr:steaks ~ fr:steak ≈ en:steppe ~ fr:steppe ≈ en:step ~ fr:step
0.7049	0.889	0.207	5	flour	shoot	en:flour = fr:farine ≈ en:firing ~ fr:shoote ≈ en:shoot ~ fr:shoot
0.7049	0.886	0.204	6	lend	quad	en:lend ~ en:lender ≈ fr:lin des ~ fr:s ri ≈ en:necessary ~ en:required ≈ fr:quad
0.7049	0.854	0.175	6	invested	gay	en:invested ~ fr:investit ≈ en:est ~ fr:est ≈ en:guessed ~ en:guess ≈ fr:gay
0.7048	0.915	0.230	6	pitcher	chaises	en:pitcher ≈ fr:paient chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaises
0.7047	0.864	0.184	6	defeat	fossile	en:defeat ≈ fr:dit hit ~ fr:ici ≈ en:easy = fr:faciles ≈ en:fossil ~ fr:fossile
0.7047	0.909	0.225	6	exhibits	twist	en:exhibits ~ en:exhibited ≈ fr:exhibent aide ~ fr:tissent aide ≈ en:twisted ~ en:twist ≈ fr:twist
0.7047	0.903	0.220	6	greed	électricité	en:greed ≈ fr:rides ~ fr:ride ≈ en:reader ~ fr:lectrice ≈ en:electricity ~ fr:électricité
0.7046	0.920	0.234	6	acoustic	dec	en:acoustic ≈ fr:égouts tic ~ fr:tic ≈ en:teak = fr:teck ≈ en:dec ~ fr:dec
0.7046	0.928	0.241	6	deal	teste	en:deal ~ en:deals ≈ fr:dises ~ en:dissed ≈ fr:test ~ en:test ≈ fr:teste
0.7046	0.937	0.248	6	mousse	bosse	en:mousse ≈ fr:mousses = en:moss ≈ fr:boss ~ en:boss ≈ fr:bosses ~ fr:bosse
0.7046	0.943	0.253	6	leg	kiwi	en:leg ≈ fr:legs ~ en:kaki ≈ fr:kiki ~ fr:kiwis ≈ en:kiwi ~ fr:kiwi
0.7045	0.842	0.163	6	deaf	profite	en:deaf ~ fr:sourde ≈ en:suited ~ en:appropriate ≈ fr:prophète ~ en:prophet ≈ fr:profite
0.7045	0.906	0.222	3	fury	gratuit	en:fury = fr:furie ≈ en:free ~ fr:gratuit
0.7045	0.903	0.220	6	pending	pain	en:pending ≈ fr:pain digne ~ en:pain ≈ fr:peine = en:penalty ≈ fr:pain haleter ~ fr:pain
0.7044	0.952	0.260	6	stocks	sexe	en:stocks ~ fr:stock ≈ en:stork = fr:cigogne ≈ en:sicken ~ en:sicks ≈ fr:sexe
0.7044	0.890	0.209	6	potter	aident aise	en:potter ~ en:pottery ≈ fr:pari ~ fr:ensi ≈ en:enter ~ en:enters ≈ fr:aident aise
0.7043	0.939	0.250	3	dead	mortiers	en:dead ~ fr:morts ≈ en:mortar = fr:mortiers
0.7043	0.937	0.248	6	twenty	costumes	en:twenty ≈ fr:soin tee ~ fr:soute ≈ en:suit = fr:costume ≈ en:costume ~ fr:costumes
0.7042	0.874	0.194	6	rare	rate	en:rare ~ fr:rare ≈ en:rotter ~ en:rotten ≈ fr:rat haine ~ en:rat ≈ fr:rate
0.7042	0.899	0.217	6	extend	externes haines	en:extend ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending ~ en:extension ≈ fr:externes haines
0.7042	0.933	0.245	6	registered	feeling	en:registered ≈ fr:raids stade ~ fr:raids ≈ en:thread = fr:fil ≈ en:feel ~ fr:feeling
0.7041	0.885	0.204	2	tweeted	twist	en:tweeted ~ en:tweet ≈ fr:twist
0.7041	0.926	0.240	6	cooed	cassettes	en:cooed ≈ fr:coude ~ fr:coudes ≈ en:coot ~ en:cosset ≈ fr:cassette ~ fr:cassettes
0.7041	0.910	0.226	6	recipes	sectes	en:recipes ~ en:recipe ≈ fr:respect ~ en:respect ≈ fr:secte ~ en:sect ≈ fr:sectes
0.7040	0.890	0.209	6	cheap	égypte	en:cheap ≈ fr:types ~ fr:type ≈ en:jeep ~ fr:jeep ≈ en:gip ~ fr:égypte
0.7040	0.868	0.189	6	messed	hybride	en:messed ~ fr:brisées ≈ en:breeze = fr:brise ≈ en:breeds ~ en:breed ≈ fr:hybride
0.7040	0.871	0.192	6	quote	sexes	en:quote = fr:cite ≈ en:seed ~ en:seeds ≈ fr:six ~ en:six ≈ fr:sexes
0.7040	0.907	0.224	6	masses	cornes	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:maïs = en:corn ≈ fr:cornes
0.7039	0.934	0.246	3	rails	véritable	en:rails ~ en:rale ≈ fr:réel ~ fr:véritable
0.7038	0.941	0.252	5	knives	cool	en:knives ~ fr:couteau ≈ en:couture ~ fr:coulent ≈ en:cool ~ fr:cool
0.7038	0.919	0.234	6	dew	suite	en:dew ≈ fr:doux = en:sweet ≈ fr:souhaitent ~ fr:souhaite ≈ en:suite ~ fr:suite
0.7038	0.953	0.262	2	litter	lait	en:litter ≈ fr:laiteux ~ fr:lait
0.7037	0.833	0.155	6	laughter	loft	en:laughter ~ en:laughed ≈ fr:lift ~ en:lifting ≈ fr:lifting ~ en:lift ≈ fr:loft
0.7037	0.890	0.209	6	stressed	strip	en:stressed ~ fr:stressé ≈ en:stress ~ fr:stresse ≈ en:strips ~ en:strip ≈ fr:strip
0.7036	0.938	0.250	6	neater	mythique	en:neater ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mythe ~ fr:mythique
0.7035	0.968	0.273	6	jeans	gin	en:jeans ~ fr:jeans ≈ en:genes ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:gin
0.7035	0.968	0.273	6	gin	jeans	en:gin ~ fr:gin ≈ en:jean ~ fr:jean ≈ en:gene ~ en:genes ≈ fr:jeans
0.7035	0.834	0.156	5	kicked	déontologie	en:kicked ~ en:kicks ≈ fr:x ~ fr:est x ≈ en:ethics = fr:déontologie
0.7035	0.917	0.233	5	cigarettes	glauque	en:cigarettes ~ en:cigarette ≈ fr:secrètes ~ fr:crépi ≈ en:creepy = fr:glauque
0.7034	0.923	0.238	6	cedar	route	en:cedar ~ en:cedars ≈ fr:scient aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7034	0.894	0.213	3	veins	aération	en:veins = fr:veines ≈ en:vent = fr:aération
0.7033	0.864	0.186	6	chicks	chèques	en:chicks ~ en:chick ≈ fr:tchèques ~ fr:tchèque ≈ en:checking ~ en:check ≈ fr:chèques
0.7033	0.895	0.214	6	pale	pot aise	en:pale ~ fr:pale ≈ en:pal = fr:pote ≈ en:porter ~ en:porters ≈ fr:pot aise
0.7033	0.929	0.243	6	phase	files	en:phase ~ fr:phase ≈ en:files ~ fr:filer ≈ en:feeler ~ en:feel ≈ fr:files
0.7032	0.937	0.250	6	straws	stratégiques	en:straws ≈ fr:stress ~ en:stress ≈ fr:stressée ~ fr:stressées chic ≈ en:strategic ~ fr:stratégiques
0.7032	0.930	0.244	6	spin	bites	en:spin ≈ fr:speed ~ fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bite ~ fr:bites
0.7032	0.857	0.179	6	topped	tapes	en:topped ~ en:top ≈ fr:tape ~ en:tape ≈ fr:type ~ en:type ≈ fr:tapes
0.7030	0.914	0.231	6	drown	dame	en:drown ≈ fr:down ~ en:down ≈ fr:damne ~ en:damn ≈ fr:dames ~ fr:dame
0.7030	0.922	0.238	6	dew	limbourg	en:dew ≈ fr:doux = en:sweet ≈ fr:site ~ en:website ≈ fr:limbes hâte ~ fr:limbourg
0.7029	0.853	0.176	6	key	closes	en:key ~ fr:clé ≈ en:claim ~ en:claims ≈ fr:close ~ en:close ≈ fr:closes
0.7029	0.980	0.283	6	debtor	sombre	en:debtor ≈ fr:der ~ en:se ≈ fr:si ~ en:si ≈ fr:scie ~ fr:sombre
0.7029	0.952	0.262	4	weeding	luce	en:weeding ≈ fr:leasing ~ en:lease ≈ fr:lys ~ fr:luce
0.7029	0.936	0.249	5	deaf	belles	en:deaf ~ fr:sourde ≈ en:suited ~ en:suitable ≈ fr:suent belle ~ fr:belles
0.7028	0.864	0.187	6	rare	route	en:rare ~ fr:rare ≈ en:routers ~ fr:routes ≈ en:route ~ en:routes ≈ fr:route
0.7027	0.889	0.210	5	clone	exclusion	en:clone ~ fr:clones ≈ en:clown ~ fr:est clown ≈ en:exclusion ~ fr:exclusion
0.7027	0.901	0.220	5	australia	rallie	en:australia ~ fr:australie ≈ en:ought rally ~ en:rally ≈ fr:rallye ~ fr:rallie
