tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
A	0.786	movies	mous vases	multiword	muːvɪz	muvaz	m:m u:u v:v ɪ:a z:z
A	0.786	iron	ânes		aɪɚn	aːn	a:a n:n
A	0.786	iron	âne		aɪɚn	aːn	a:a n:n
A	0.786	ray	ré		ɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	ray	rez		ɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	ray	rai		ɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	restaurant	restantes		ɹɛstɹɑːnt	ʁɛstɑ̃t	ɹ:ɹ ɛ:ɛ s:s t:t ɹ:· ɑ:ɑ n:n t:t
A	0.786	lay	lé		leɪ	le	l:l e:e
A	0.786	lay	lez		leɪ	le	l:l e:e
A	0.786	lay	les		leɪ	le	l:l e:e
A	0.786	mayor	mes		meɪɚ	me	m:m e:e
A	0.786	weekly	oui pli	multiword	wiːkli	wipli	w:w i:i k:p l:l i:i
A	0.786	tie	tas		taɪ	ta	t:t a:a
A	0.786	tie	ta		taɪ	ta	t:t a:a
A	0.786	shower	chats		ʃaʊɚ	ʃa	ʃ:ʃ a:a
A	0.786	shower	chat		ʃaʊɚ	ʃa	ʃ:ʃ a:a
A	0.786	tower	tas		taʊɚ	ta	t:t a:a
A	0.786	tower	ta		taʊɚ	ta	t:t a:a
A	0.786	wire	oies		waɪɚ	wa	w:w a:a
A	0.786	wire	oie		waɪɚ	wa	w:w a:a
A	0.786	aspect	respectent		æspɛkt	ʁɛspɛkt	·:ɹ æ:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.786	aspect	respecte		æspɛkt	ʁɛspɛkt	·:ɹ æ:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.786	layer	lé		leɪɚ	le	l:l e:e
A	0.786	layer	lez		leɪɚ	le	l:l e:e
A	0.786	layer	les		leɪɚ	le	l:l e:e
A	0.786	string	stream		stɹɪŋ	stʁɪːm	s:s t:t ɹ:ɹ ɪ:ɪ ŋ:m
A	0.786	bye	bats		baɪ	ba	b:b a:a
A	0.786	bye	bat		baɪ	ba	b:b a:a
A	0.786	bye	bas		baɪ	ba	b:b a:a
A	0.786	mo	mots		moʊ	mo	m:m o:o
A	0.786	mo	mot		moʊ	mo	m:m o:o
A	0.786	mo	meaux		moʊ	mo	m:m o:o
A	0.786	routine	roux chine	multiword	ɹuːtiːn	ʁuʃin	ɹ:ɹ u:u t:ʃ i:i n:n
A	0.786	bow	bot		boʊ	bo	b:b o:o
A	0.786	bow	beaux		boʊ	bo	b:b o:o
A	0.786	bow	beau		boʊ	bo	b:b o:o
A	0.786	mi	mât		maɪ	maː	m:m a:a
A	0.786	mi	ma		maɪ	ma	m:m a:a
A	0.786	outer	arts		aʊɾɚ	aʁ	a:a ɹ:ɹ
A	0.786	outer	art		aʊɾɚ	aʁ	a:a ɹ:ɹ
A	0.786	outer	ars		aʊɾɚ	aʁ	a:a ɹ:ɹ
B	0.786	strikes	steaks	loanword	stɹaɪks	steɪks	
A	0.786	pie	pat		paɪ	pa	p:p a:a
A	0.786	pie	pas		paɪ	pa	p:p a:a
A	0.786	pie	pa		paɪ	pa	p:p a:a
A	0.786	platforms	plateformes	cognate	plætfɔːɹmz	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ɹ:ɹ m:m z:·
A	0.786	platforms	plateforme	cognate	plætfɔːɹmz	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ɹ:ɹ m:m z:·
A	0.786	respective	respectives		ɹᵻspɛktɪv	ʁɛspɛktiv	ɹ:ɹ ·:ɛ s:s p:p ɛ:ɛ k:k t:t ɪ:i v:v
A	0.786	shy	chats		ʃaɪ	ʃa	ʃ:ʃ a:a
A	0.786	shy	chat		ʃaɪ	ʃa	ʃ:ʃ a:a
A	0.786	cow	ka		kaʊ	ka	k:k a:a
A	0.786	cow	cas		kaʊ	ka	k:k a:a
A	0.786	cow	ca		kaʊ	ka	k:k a:a
A	0.786	flexible	flexibles	cognate	flɛksɪbəl	flɛksibl	f:f l:l ɛ:ɛ k:k s:s ɪ:i b:b ə:· l:l
A	0.786	delta	dettes te	multiword	dɛltə	dɛttə	d:d ɛ:ɛ l:t t:t ə:ə
A	0.786	array	ré		ɚɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	array	rez		ɚɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	array	rai		ɚɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	lo	lots		loʊ	lo	l:l o:o
A	0.786	lo	lot		loʊ	lo	l:l o:o
B	0.786	quantity	country	loanword	kwɔntᵻɾi	kʌntɹi	
A	0.786	toe	tôt		toʊ	toː	t:t o:o
A	0.786	toe	taux		toʊ	to	t:t o:o
A	0.786	diesel	dises houle	multiword	diːzəl	dizul	d:d i:i z:z ə:u l:l
B	0.786	sketch	scotch	loanword	skɛtʃ	skɒtʃ	
A	0.786	buyer	bats		baɪɚ	ba	b:b a:a
A	0.786	buyer	bat		baɪɚ	ba	b:b a:a
A	0.786	liar	là		laɪɚ	la	l:l a:a
A	0.786	liar	las		laɪɚ	la	l:l a:a
A	0.786	liar	la		laɪɚ	la	l:l a:a
A	0.786	tire	tas		taɪɚ	ta	t:t a:a
A	0.786	tire	ta		taɪɚ	ta	t:t a:a
A	0.786	chi	ka		kaɪ	ka	k:k a:a
A	0.786	chi	cas		kaɪ	ka	k:k a:a
A	0.786	chi	ca		kaɪ	ka	k:k a:a
A	0.786	distress	détresse	cognate	dɪstɹɛs	detʁɛs	d:d ɪ:e s:· t:t ɹ:ɹ ɛ:ɛ s:s
A	0.786	sigh	çà		saɪ	sa	s:s a:a
A	0.786	sigh	ça		saɪ	sa	s:s a:a
A	0.786	sigh	sa		saɪ	sa	s:s a:a
A	0.786	pi	pat		paɪ	pa	p:p a:a
A	0.786	pi	pas		paɪ	pa	p:p a:a
A	0.786	pi	pa		paɪ	pa	p:p a:a
A	0.786	sour	çà		saʊɚ	sa	s:s a:a
A	0.786	sour	ça		saʊɚ	sa	s:s a:a
A	0.786	sour	sa		saʊɚ	sa	s:s a:a
A	0.786	terrace	terrasses	cognate	tɛɹɪs	tɛʁas	t:t ɛ:ɛ ɹ:ɹ ɪ:a s:s
A	0.786	terrace	terrasse	cognate	tɛɹɪs	tɛʁas	t:t ɛ:ɛ ɹ:ɹ ɪ:a s:s
A	0.786	owl	halles		aʊl	al	a:a l:l
A	0.786	owl	halle		aʊl	al	a:a l:l
A	0.786	dough	dos		doʊ	do	d:d o:o
A	0.786	ti	tas		taɪ	ta	t:t a:a
A	0.786	ti	ta		taɪ	ta	t:t a:a
A	0.786	doe	dos		doʊ	do	d:d o:o
B	0.786	popping	parking	loanword	pɑːpɪŋ	pɑːkɪŋ	
A	0.786	salty	sortit		sɔlti	sɔʁti	s:s ɔ:ɔ l:ɹ t:t i:i
A	0.786	salty	sortis		sɔlti	sɔʁti	s:s ɔ:ɔ l:ɹ t:t i:i
A	0.786	salty	sorties		sɔlti	sɔʁti	s:s ɔ:ɔ l:ɹ t:t i:i
A	0.786	owes	oses		oʊz	oz	o:o z:z
A	0.786	owes	osent		oʊz	oz	o:o z:z
A	0.786	tow	tôt		toʊ	toː	t:t o:o
A	0.786	tow	taux		toʊ	to	t:t o:o
A	0.786	dietary	dada tri	multiword	daɪətɚɹi	dadatʁi	d:d a:a ·:d ə:a t:t ɹ:ɹ i:i
A	0.786	flora	flots le	multiword	floːɹə	flolə	f:f l:l o:o ɹ:l ə:ə
A	0.786	scenery	sonnerie		siːnɚɹi	sɔnʁi	s:s i:ɔ n:n ɹ:ɹ i:i
A	0.785	like	laïques		laɪk	laik	l:l a:a ɪ:i k:k
A	0.785	make	mes hic	multiword	meɪk	meik	m:m e:e ɪ:i k:k
A	0.785	much	matchs		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	much	matches		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	much	match		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	very	verrai		vɛɹi	vɛʁe	v:v ɛ:ɛ ɹ:ɹ i:e
A	0.785	even	ive haines	multiword	iːvən	ivɛn	i:i v:v ə:ɛ n:n
A	0.785	still	styles		stɪl	stil	s:s t:t ɪ:i l:l
A	0.785	still	style		stɪl	stil	s:s t:t ɪ:i l:l
B	0.785	life	live	loanword	laɪf	laɪv	
A	0.785	best	peste		bɛst	pɛst	b:p ɛ:ɛ s:s t:t
A	0.785	money	manie		mʌni	mani	m:m ʌ:a n:n i:i
A	0.785	city	sis rient	multiword	sɪɾi	siʁi	s:s ɪ:i ɹ:ɹ i:i
A	0.785	try	trahit		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	try	trahis		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	try	trahi		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	later	lez ire	multiword	leɪɾɚ	leiʁ	l:l e:e ɪ:i ɹ:ɹ
A	0.785	line	las haines	multiword	laɪn	laɛn	l:l a:a ɪ:ɛ n:n
A	0.785	five	fat ive	multiword	faɪv	faiv	f:f a:a ɪ:i v:v
A	0.785	course	corses		koːɹs	kɔʁs	k:k o:ɔ ɹ:ɹ s:s
A	0.785	course	corse		koːɹs	kɔʁs	k:k o:ɔ ɹ:ɹ s:s
A	0.785	body	bandits		bɑːdi	bɑ̃di	b:b ɑ:ɑ̃ d:d i:i
A	0.785	body	bandit		bɑːdi	bɑ̃di	b:b ɑ:ɑ̃ d:d i:i
A	0.785	class	classes	cognate	klæs	klas	k:k l:l æ:a s:s
A	0.785	class	classe	cognate	klæs	klas	k:k l:l æ:a s:s
A	0.785	gonna	gaie ne	multiword	ɡənə	ɡɛnə	ɡ:ɡ ə:ɛ n:n ə:ə
A	0.785	plan	plane		plæn	plan	p:p l:l æ:a n:n
A	0.785	six	sexes		sɪks	sɛks	s:s ɪ:ɛ k:k s:s
A	0.785	six	sexe		sɪks	sɛks	s:s ɪ:ɛ k:k s:s
A	0.785	list	listes	cognate	lɪst	list	l:l ɪ:i s:s t:t
A	0.785	list	liste	cognate	lɪst	list	l:l ɪ:i s:s t:t
A	0.785	ready	redis		ɹɛdi	ʁədi	ɹ:ɹ ɛ:ə d:d i:i
A	0.785	baby	bibi		beɪbi	bibi	b:b e:i b:b i:i
A	0.785	clear	clercs		klɪɹ	klɛʁ	k:k l:l ɪ:ɛ ɹ:ɹ
A	0.785	clear	clerc		klɪɹ	klɛʁ	k:k l:l ɪ:ɛ ɹ:ɹ
A	0.785	clear	clairs	cognate	klɪɹ	klɛʁ	k:k l:l ɪ:ɛ ɹ:ɹ
A	0.785	gave	gué ive	multiword	ɡeɪv	ɡeiv	ɡ:ɡ e:e ɪ:i v:v
A	0.785	board	borde		boːɹd	bɔʁd	b:b o:ɔ ɹ:ɹ d:d
A	0.785	main	mes haines	multiword	meɪn	meɛn	m:m e:e ɪ:ɛ n:n
B	0.785	town	down	loanword	taʊn	daʊn	
A	0.785	force	forces	cognate	foːɹs	fɔʁs	f:f o:ɔ ɹ:ɹ s:s
A	0.785	force	forcent		foːɹs	fɔʁs	f:f o:ɔ ɹ:ɹ s:s
A	0.785	wife	oies if	multiword	waɪf	waif	w:w a:a ɪ:i f:f
A	0.785	film	films	cognate	fɪlm	film	f:f ɪ:i l:l m:m
A	0.785	film	filme		fɪlm	film	f:f ɪ:i l:l m:m
A	0.785	books	boxe		bʊks	bɔks	b:b ʊ:ɔ k:k s:s
A	0.785	save	ces ive	multiword	seɪv	seiv	s:s e:e ɪ:i v:v
A	0.785	stuff	staff		stʌf	staf	s:s t:t ʌ:a f:f
A	0.785	tax	taxes	cognate	tæks	taks	t:t æ:a k:k s:s
A	0.785	tax	taxe	cognate	tæks	taks	t:t æ:a k:k s:s
A	0.785	fast	faste		fæst	fast	f:f æ:a s:s t:t
A	0.785	match	matchs	cognate	mætʃ	matʃ	m:m æ:a t:t ʃ:ʃ
A	0.785	match	matches		mætʃ	matʃ	m:m æ:a t:t ʃ:ʃ
A	0.785	sign	çà haines	multiword	saɪn	saɛn	s:s a:a ɪ:ɛ n:n
A	0.785	safe	ces if	multiword	seɪf	seif	s:s e:e ɪ:i f:f
A	0.785	risk	risques	cognate	ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	risk	risquent		ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	risk	risque	cognate	ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	track	traque		tɹæk	tʁak	t:t ɹ:ɹ æ:a k:k
A	0.785	pressure	brèche		pɹɛʃɚ	bʁɛʃ	p:b ɹ:ɹ ɛ:ɛ ʃ:ʃ
A	0.785	sale	cl		seɪl	seɛl	s:s e:e ɪ:ɛ l:l
A	0.785	plus	places		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	plus	placent		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	plus	place		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	floor	flore		floːɹ	flɔʁ	f:f l:l o:ɔ ɹ:ɹ
A	0.785	worst	ouest		wɜːst	wɛst	w:w ɜ:ɛ s:s t:t
A	0.785	trip	tripes		tɹɪp	tʁip	t:t ɹ:ɹ ɪ:i p:p
A	0.785	drug	drogues	cognate	dɹʌɡ	dʁoɡ	d:d ɹ:ɹ ʌ:o ɡ:ɡ
A	0.785	drug	drogue	cognate	dɹʌɡ	dʁoɡ	d:d ɹ:ɹ ʌ:o ɡ:ɡ
A	0.785	drug	drague		dɹʌɡ	dʁaɡ	d:d ɹ:ɹ ʌ:a ɡ:ɡ
A	0.785	nine	na haines	multiword	naɪn	naɛn	n:n a:a ɪ:ɛ n:n
A	0.785	coffee	confie		kɔfi	kɔ̃fi	k:k ɔ:ɔ̃ f:f i:i
A	0.785	glass	glaces		ɡlæs	ɡlas	ɡ:ɡ l:l æ:a s:s
A	0.785	glass	glace		ɡlæs	ɡlas	ɡ:ɡ l:l æ:a s:s
A	0.785	worry	oies rient	multiword	wʌɹi	waʁi	w:w ʌ:a ɹ:ɹ i:i
A	0.785	lake	lez hic	multiword	leɪk	leik	l:l e:e ɪ:i k:k
A	0.785	click	clique		klɪk	klik	k:k l:l ɪ:i k:k
A	0.785	click	clic		klɪk	klik	k:k l:l ɪ:i k:k
A	0.785	gain	gué haines	multiword	ɡeɪn	ɡeɛn	ɡ:ɡ e:e ɪ:ɛ n:n
A	0.785	cast	caste		kæst	kast	k:k æ:a s:s t:t
A	0.785	copy	kan pie	multiword	kɑːpi	kɑ̃pi	k:k ɑ:ɑ̃ p:p i:i
A	0.785	lucky	lez qui	multiword	lʌki	leki	l:l ʌ:e k:k i:i
A	0.785	fix	fixes		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	fix	fixent		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	fix	fixe		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	wine	oies haines	multiword	waɪn	waɛn	w:w a:a ɪ:ɛ n:n
A	0.785	port	portes		poːɹt	pɔʁt	p:p o:ɔ ɹ:ɹ t:t
A	0.785	port	portent		poːɹt	pɔʁt	p:p o:ɔ ɹ:ɹ t:t
A	0.785	port	porte		poːɹt	pɔʁt	p:p o:ɔ ɹ:ɹ t:t
A	0.785	rain	rai haines	multiword	ɹeɪn	ʁeɛn	ɹ:ɹ e:e ɪ:ɛ n:n
A	0.785	border	borde		boːɹdɚ	bɔʁd	b:b o:ɔ ɹ:ɹ d:d
A	0.785	proof	prouvent		pɹuːf	pʁuv	p:p ɹ:ɹ u:u f:v
A	0.785	proof	prouve		pɹuːf	pʁuv	p:p ɹ:ɹ u:u f:v
A	0.785	fake	fées hic	multiword	feɪk	feik	f:f e:e ɪ:i k:k
A	0.785	faster	faste		fæstɚ	fast	f:f æ:a s:s t:t
A	0.785	fault	volts		fɔlt	vɔlt	f:v ɔ:ɔ l:l t:t
A	0.785	truck	traque		tɹʌk	tʁak	t:t ɹ:ɹ ʌ:a k:k
A	0.785	truck	track		tɹʌk	tʁak	t:t ɹ:ɹ ʌ:a k:k
A	0.785	editor	aident aires	multiword	ɛdɪɾɚ	ɛdɛʁ	ɛ:ɛ d:d ɪ:ɛ ɹ:ɹ
A	0.785	salt	soldes		sɔlt	sɔld	s:s ɔ:ɔ l:l t:d
A	0.785	salt	solde		sɔlt	sɔld	s:s ɔ:ɔ l:l t:d
A	0.785	favor	fées ive	multiword	feɪvɚ	feiv	f:f e:e ɪ:i v:v
A	0.785	load	lots ode	multiword	loʊd	loɔd	l:l o:o ʊ:ɔ d:d
A	0.785	plot	plantes		plɑːt	plɑ̃t	p:p l:l ɑ:ɑ̃ t:t
A	0.785	lane	lez haines	multiword	leɪn	leɛn	l:l e:e ɪ:ɛ n:n
A	0.785	crash	crache		kɹæʃ	kʁaʃ	k:k ɹ:ɹ æ:a ʃ:ʃ
A	0.785	quit	couette		kwɪt	kwɛt	k:k w:w ɪ:ɛ t:t
A	0.785	cake	quai hic	multiword	keɪk	keik	k:k e:e ɪ:i k:k
A	0.785	loud	las ode	multiword	laʊd	laɔd	l:l a:a ʊ:ɔ d:d
A	0.785	porn	bornes		pɔːɹn	bɔʁn	p:b ɔ:ɔ ɹ:ɹ n:n
A	0.785	vast	vastes	cognate	væst	vast	v:v æ:a s:s t:t
A	0.785	vast	vaste	cognate	væst	vast	v:v æ:a s:s t:t
A	0.785	mini	mie nient	multiword	mɪni	mini	m:m ɪ:i n:n i:i
A	0.785	explains	explose		ɛkspleɪnz	ɛksplɔz	ɛ:ɛ k:k s:s p:p l:l e:ɔ n:· z:z
A	0.785	boost	buste		buːst	byst	b:b u:y s:s t:t
A	0.785	crack	craque		kɹæk	kʁak	k:k ɹ:ɹ æ:a k:k
A	0.785	knife	naïfs		naɪf	naif	n:n a:a ɪ:i f:f
A	0.785	knife	naïf		naɪf	naif	n:n a:a ɪ:i f:f
A	0.785	rail	réels		ɹeɪl	ʁeɛl	ɹ:ɹ e:e ɪ:ɛ l:l
A	0.785	rail	réelles		ɹeɪl	ʁeɛl	ɹ:ɹ e:e ɪ:ɛ l:l
A	0.785	rail	réelle		ɹeɪl	ʁeɛl	ɹ:ɹ e:e ɪ:ɛ l:l
A	0.785	buddy	baux dits	multiword	bʌdi	bodi	b:b ʌ:o d:d i:i
A	0.785	marry	maris		mæɹi	maʁi	m:m æ:a ɹ:ɹ i:i
A	0.785	marry	marient		mæɹi	maʁi	m:m æ:a ɹ:ɹ i:i
A	0.785	marry	marie		mæɹi	maʁi	m:m æ:a ɹ:ɹ i:i
A	0.785	silly	sis lies	multiword	sɪli	sili	s:s ɪ:i l:l i:i
A	0.785	arrive	ra ive	multiword	ɚɹaɪv	ʁaiv	ɹ:ɹ a:a ɪ:i v:v
A	0.785	grass	grâces		ɡɹæs	ɡʁaːs	ɡ:ɡ ɹ:ɹ æ:a s:s
A	0.785	grass	grâce		ɡɹæs	ɡʁaːs	ɡ:ɡ ɹ:ɹ æ:a s:s
A	0.785	grass	grasses		ɡɹæs	ɡʁas	ɡ:ɡ ɹ:ɹ æ:a s:s
A	0.785	sucks	saxe		sʌks	saks	s:s ʌ:a k:k s:s
A	0.785	fraud	frotte		fɹɔːd	fʁɔt	f:f ɹ:ɹ ɔ:ɔ d:t
A	0.785	fraud	fronde		fɹɔːd	fʁɔ̃d	f:f ɹ:ɹ ɔ:ɔ̃ d:d
A	0.785	fraud	fraudes	cognate	fɹɔːd	fʁod	f:f ɹ:ɹ ɔ:o d:d
A	0.785	daddy	dédie		dædi	dedi	d:d æ:e d:d i:i
A	0.785	epic	hait piques	multiword	ɛpɪk	ɛpik	ɛ:ɛ p:p ɪ:i k:k
A	0.785	rally	rallye	cognate	ɹæli	ʁali	ɹ:ɹ æ:a l:l i:i
A	0.785	billy	bey lies	multiword	bɪli	bɛli	b:b ɪ:ɛ l:l i:i
A	0.785	shake	chez hic	multiword	ʃeɪk	ʃeik	ʃ:ʃ e:e ɪ:i k:k
A	0.785	trap	trappes		tɹæp	tʁap	t:t ɹ:ɹ æ:a p:p
A	0.785	trap	trappe		tɹæp	tʁap	t:t ɹ:ɹ æ:a p:p
A	0.785	mask	masques	cognate	mæsk	mask	m:m æ:a s:s k:k
A	0.785	mask	masque	cognate	mæsk	mask	m:m æ:a s:s k:k
A	0.785	packed	pacte		pækt	pakt	p:p æ:a k:k t:t
A	0.785	ruin	roux haines	multiword	ɹuːɪn	ʁuɛn	ɹ:ɹ u:u ɪ:ɛ n:n
A	0.785	edit	aident êtes	multiword	ɛdɪt	ɛdɛt	ɛ:ɛ d:d ɪ:ɛ t:t
A	0.785	beast	pistes		biːst	pist	b:p i:i s:s t:t
A	0.785	drag	drague		dɹæɡ	dʁaɡ	d:d ɹ:ɹ æ:a ɡ:ɡ
A	0.785	clip	clips	cognate	klɪp	klip	k:k l:l ɪ:i p:p
A	0.785	brick	briques	cognate	bɹɪk	bʁik	b:b ɹ:ɹ ɪ:i k:k
A	0.785	brick	brique	cognate	bɹɪk	bʁik	b:b ɹ:ɹ ɪ:i k:k
A	0.785	garage	grange		ɡɚɹɑːʒ	ɡʁɑ̃ʒ	ɡ:ɡ ɹ:ɹ ɑ:ɑ̃ ʒ:ʒ
A	0.785	mercy	messie		mɜːsi	mɛsi	m:m ɜ:ɛ s:s i:i
A	0.785	pissed	pistes		pɪst	pist	p:p ɪ:i s:s t:t
A	0.785	pissed	piste		pɪst	pist	p:p ɪ:i s:s t:t
A	0.785	pissed	peste		pɪst	pɛst	p:p ɪ:ɛ s:s t:t
A	0.785	powder	pat ode	multiword	paʊdɚ	paɔd	p:p a:a ʊ:ɔ d:d
A	0.785	powered	pat ode	multiword	paʊɚd	paɔd	p:p a:a ʊ:ɔ d:d
A	0.785	vary	verrai		vɛɹi	vɛʁe	v:v ɛ:ɛ ɹ:ɹ i:e
A	0.785	maker	mes hic	multiword	meɪkɚ	meik	m:m e:e ɪ:i k:k
A	0.785	bored	borde		boːɹd	bɔʁd	b:b o:ɔ ɹ:ɹ d:d
A	0.785	cave	quai ive	multiword	keɪv	keiv	k:k e:e ɪ:i v:v
A	0.785	flip	flippe		flɪp	flip	f:f l:l ɪ:i p:p
B	0.785	crush	crash	loanword	kɹʌʃ	kɹaʃ	
A	0.785	crush	crache		kɹʌʃ	kʁaʃ	k:k ɹ:ɹ ʌ:a ʃ:ʃ
A	0.785	grammar	grammes		ɡɹæmɚ	ɡʁam	ɡ:ɡ ɹ:ɹ æ:a m:m
A	0.785	grammar	gramme		ɡɹæmɚ	ɡʁam	ɡ:ɡ ɹ:ɹ æ:a m:m
A	0.785	shine	chats haines	multiword	ʃaɪn	ʃaɛn	ʃ:ʃ a:a ɪ:ɛ n:n
A	0.785	crop	crampes		kɹɑːp	kʁɑ̃p	k:k ɹ:ɹ ɑ:ɑ̃ p:p
A	0.785	disc	disques	cognate	dɪsk	disk	d:d ɪ:i s:s k:k
A	0.785	disc	disque	cognate	dɪsk	disk	d:d ɪ:i s:s k:k
A	0.785	visa	visait		viːzə	vizɛ	v:v i:i z:z ə:ɛ
A	0.785	ct	sidi		siːtiː	sidi	s:s i:i t:d i:i
A	0.785	drum	drames		dɹʌm	dʁam	d:d ɹ:ɹ ʌ:a m:m
A	0.785	drum	drame		dɹʌm	dʁam	d:d ɹ:ɹ ʌ:a m:m
A	0.785	grip	grippe		ɡɹɪp	ɡʁip	ɡ:ɡ ɹ:ɹ ɪ:i p:p
A	0.785	pairs	perses		pɛɹz	pɛʁs	p:p ɛ:ɛ ɹ:ɹ z:s
A	0.785	safer	ces if	multiword	seɪfɚ	seif	s:s e:e ɪ:i f:f
A	0.785	chick	tchèques		tʃɪk	tʃɛk	t:t ʃ:ʃ ɪ:ɛ k:k
A	0.785	chick	tchèque		tʃɪk	tʃɛk	t:t ʃ:ʃ ɪ:ɛ k:k
A	0.785	fairy	ferrées		fɛɹi	fɛʁe	f:f ɛ:ɛ ɹ:ɹ i:e
A	0.785	fairy	ferrée		fɛɹi	fɛʁe	f:f ɛ:ɛ ɹ:ɹ i:e
A	0.785	pale	pl		peɪl	peɛl	p:p e:e ɪ:ɛ l:l
A	0.785	penny	pénis		pɛni	peni	p:p ɛ:e n:n i:i
A	0.785	reign	rai haines	multiword	ɹeɪn	ʁeɛn	ɹ:ɹ e:e ɪ:ɛ n:n
A	0.785	guinea	gui nient	multiword	ɡɪni	ɡini	ɡ:ɡ ɪ:i n:n i:i
A	0.785	brass	brasse		bɹæs	bʁas	b:b ɹ:ɹ æ:a s:s
A	0.785	graph	graphe	cognate	ɡɹæf	ɡʁaf	ɡ:ɡ ɹ:ɹ æ:a f:f
A	0.785	audit	oh dîtes	multiword	ɔːdɪt	ɔdit	ɔ:ɔ d:d ɪ:i t:t
A	0.785	shitty	chie rient	multiword	ʃɪɾi	ʃiʁi	ʃ:ʃ ɪ:i ɹ:ɹ i:i
A	0.785	pork	porcs	cognate	poːɹk	pɔʁk	p:p o:ɔ ɹ:ɹ k:k
A	0.785	pork	porc	cognate	poːɹk	pɔʁk	p:p o:ɔ ɹ:ɹ k:k
A	0.785	ferry	ferrées		fɛɹi	fɛʁe	f:f ɛ:ɛ ɹ:ɹ i:e
A	0.785	ferry	ferrée		fɛɹi	fɛʁe	f:f ɛ:ɛ ɹ:ɹ i:e
A	0.785	ferry	ferré		fɛɹi	fɛʁe	f:f ɛ:ɛ ɹ:ɹ i:e
A	0.785	disk	disques	cognate	dɪsk	disk	d:d ɪ:i s:s k:k
A	0.785	disk	disque	cognate	dɪsk	disk	d:d ɪ:i s:s k:k
A	0.785	sail	cl		seɪl	seɛl	s:s e:e ɪ:ɛ l:l
A	0.785	wrist	restes		ɹɪst	ʁɛst	ɹ:ɹ ɪ:ɛ s:s t:t
A	0.785	wrist	restent		ɹɪst	ʁɛst	ɹ:ɹ ɪ:ɛ s:s t:t
A	0.785	wrist	reste		ɹɪst	ʁɛst	ɹ:ɹ ɪ:ɛ s:s t:t
A	0.785	crude	croûte		kɹuːd	kʁut	k:k ɹ:ɹ u:u d:t
A	0.785	puppy	papy		pʌpi	papi	p:p ʌ:a p:p i:i
A	0.785	puppy	papi		pʌpi	papi	p:p ʌ:a p:p i:i
A	0.785	clause	closes		klɔːz	kloz	k:k l:l ɔ:o z:z
A	0.785	clause	clauses	cognate	klɔːz	kloz	k:k l:l ɔ:o z:z
A	0.785	cord	cordes		koːɹd	kɔʁd	k:k o:ɔ ɹ:ɹ d:d
A	0.785	cord	corde		koːɹd	kɔʁd	k:k o:ɔ ɹ:ɹ d:d
A	0.785	dale	dl		deɪl	deɛl	d:d e:e ɪ:ɛ l:l
A	0.785	kitty	qui rient	multiword	kɪɾi	kiʁi	k:k ɪ:i ɹ:ɹ i:i
A	0.785	pity	pie rient	multiword	pɪɾi	piʁi	p:p ɪ:i ɹ:ɹ i:i
A	0.785	ruby	rubis	cognate	ɹuːbi	ʁybi	ɹ:ɹ u:y b:b i:i
B	0.785	bulls	pulls	loanword	bʊlz	pʊlz	
A	0.785	poker	peaux oc	multiword	poʊkɚ	poɔk	p:p o:o ʊ:ɔ k:k
A	0.785	dame	dm		deɪm	deɛm	d:d e:e ɪ:ɛ m:m
A	0.785	guild	guilde	cognate	ɡɪld	ɡild	ɡ:ɡ ɪ:i l:l d:d
A	0.785	pierce	perses		pɪɹs	pɛʁs	p:p ɪ:ɛ ɹ:ɹ s:s
A	0.785	pierce	perse		pɪɹs	pɛʁs	p:p ɪ:ɛ ɹ:ɹ s:s
A	0.785	pierce	perce		pɪɹs	pɛʁs	p:p ɪ:ɛ ɹ:ɹ s:s
