combined	sound	semantic	band	en	fr	flags	en_ipa	fr_ipa
0.687	0.833	0.650	close	shout	chatte		ʃaʊt	ʃat
0.687	0.94	0.462	related	cabby	képi	generative	kæbi	kepi
0.687	0.785	0.750	close	midi	midis	cognate	mɪdi	midi
0.687	0.901	0.525	related	it olla	installé	multiword	ɪtɒlɐ	ɛ̃stale
0.687	1.0	0.374	related	secs	sexe	generative	sɛks	sɛks
0.687	0.97	0.416	related	rale	réel	generative	ɹeɪl	ʁeɛl
0.687	1.0	0.374	related	loop	loupe		luːp	lup
0.687	0.94	0.461	related	cubby	képi	generative	kʌbi	kepi
0.687	0.98	0.402	related	tryst	triste	generative	tɹɪst	tʁist
0.687	0.929	0.479	related	modern	mot haine	multiword	mɒdən	mo ɛn
0.687	0.944	0.455	related	sensing	sain signe	multiword,generative	sɛnsɪŋ	sɛ̃ siɲ
0.687	1.0	0.373	related	port	pote		pɔːt	pɔt
0.687	1.0	0.373	related	peak	pic	cognate	piːk	pik
0.686	0.94	0.460	related	beamy	mimi	generative	biːmi	mimi
0.686	0.926	0.482	related	aster	acheter	generative	ɑːstɐ	aʃte
0.686	0.906	0.515	related	differs	dit aise	multiword	dɪfəz	di ɛz
0.686	1.0	0.372	related	gene	djinns		dʒiːn	dʒin
0.686	0.899	0.526	related	dinky	tain qui	multiword,generative	dɪŋki	tɛ̃ ki
0.686	0.936	0.466	related	pennies	pénis	generative	pɛnɪz	penis
0.686	1.0	0.372	related	tutor	tours		tjuːtɐ	tuʁ
0.686	0.954	0.437	related	transcript	train script	multiword	tɹænskɹɪpt	tʁɛ̃ skʁipt
0.686	0.793	0.729	close	bark	barque		bɑːk	baʁk
0.685	0.781	0.755	close	ml	aimais		ɛmɛl	ɛmɛ
0.685	0.881	0.556	close	than	gène	funcword	ðɐn	ʒɛn
0.685	1.0	0.371	related	sushi	saoul chie	multiword	suːʃi	suʃi
0.685	0.94	0.458	related	aural	oral	generative	ɔːɹəl	ɔʁal
0.685	0.924	0.483	related	detect	dit acte	multiword	dɪtɛkt	di akt
0.685	1.0	0.370	related	moose	moussent		muːs	mus
0.685	0.944	0.451	related	digit	dit jette	multiword	dɪdʒɪt	di ʒɛt
0.685	0.96	0.427	related	greeted	crient aide	multiword	ɡɹiːtɪd	kʁi ɛd
0.685	0.786	0.742	close	pi	pa		paɪ	pa
0.685	0.956	0.432	related	centaur	sain taux	multiword,generative	sɛntɔː	sɛ̃ to
0.685	1.0	0.369	related	sees	six		siːz	sis
0.685	0.932	0.469	related	product	pros acte	multiword	pɹɒdʌkt	pʁo akt
0.685	0.73	0.875	identical	baud	bondes		bɔːd	bɔ̃d
0.684	1.0	0.369	related	mall	molle		mæl	mɔl
0.684	1.0	0.369	related	peace	pisse		piːs	pis
0.684	0.911	0.502	related	enter	ensi	generative	ɛntɐ	ɛnsi
0.684	0.952	0.437	related	freebie	fripé	generative	fɹiːbi	fʁipe
0.684	0.944	0.449	related	tended	tain dites	multiword	tɛndɪd	tɛ̃ dit
0.684	0.945	0.448	related	disgrace	dis grèce	multiword	dɪsɡɹeɪs	di ɡʁɛs
0.684	0.969	0.411	related	exotic	exact hic	multiword	ɛɡzɒtɪk	ɛɡzakt ik
0.684	0.763	0.792	close	domestic	domestiques	cognate	dəmɛstɪk	dɔmɛstik
0.684	1.0	0.367	related	baulks	box	generative	bɔːks	bɔks
0.684	1.0	0.367	related	sport	spot		spɔːt	spɔt
0.683	0.915	0.494	related	macaw	mégots	generative	mækɔː	meɡo
0.683	0.95	0.439	related	rede	rider	generative	ɹɪdɛ	ʁide
0.683	0.781	0.750	close	duce	douce		djuːs	dus
0.683	0.781	0.750	close	greet	rite		ɡɹiːt	ʁit
0.683	0.926	0.476	related	neater	mité	generative	niːtɐ	mite
0.683	0.85	0.607	close	pleased	plis ode	multiword	pliːzd	plizɔd
0.683	0.932	0.466	related	transit	train cette	multiword	tɹænsɪt	tʁɛ̃ sɛt
0.683	1.0	0.366	related	boss	bossent		bɒs	bɔs
0.683	0.94	0.453	related	skeet	skate	generative	skiːt	skɛt
0.683	0.956	0.428	related	written	rient haine	multiword	ɹɪtən	ʁi ɛn
0.683	0.94	0.452	related	leaky	ligués	generative	liːki	liɡe
0.683	0.94	0.452	related	spree	spray	generative	spɹiː	spʁɛ
0.683	0.97	0.407	related	tawny	tonner	generative	tɔːni	tɔne
0.682	0.958	0.425	related	volatile	volet al	multiword	vɒlɐtaɪl	vɔlɛ al
0.682	0.94	0.452	related	is	aises	funcword	ɪz	ɛz
0.682	0.833	0.638	close	dome	dôme	cognate	dəʊm	dom
0.682	0.913	0.495	related	deciding	dis atteignent	multiword	dɪsaɪdɪŋ	di atɛɲ
0.682	0.951	0.435	related	respectively	respectes lis	multiword	ɹɪspɛktɪvli	ʁɛspɛkt lis
0.682	0.94	0.452	related	cyst	zeste	generative	sɪst	zɛst
0.682	0.73	0.869	identical	cap	caps	cognate	kæp	kap
0.682	1.0	0.364	related	aye	eye		aɪ	aɪ
0.682	0.94	0.451	related	ladder	lesdits	generative	lædɐ	ledi
0.682	0.976	0.397	related	butler	bat les	multiword	bʌtlɐ	ba le
0.682	0.915	0.490	related	eddies	indice	generative	ɛdɪz	ɛ̃dis
0.682	1.0	0.363	related	bought	bottes		bɔːt	bɔt
0.682	0.945	0.442	related	teddy	dédie	generative	tɛdi	dedi
0.682	0.947	0.439	related	testimony	cessent mener	multiword	tɛstɪməni	sɛs məne
0.681	0.763	0.786	close	vest	zeste		vɛst	zɛst
0.681	0.781	0.745	close	seeks	sic		siːks	sik
0.681	0.73	0.867	identical	mass	masses	cognate	mæs	mas
0.681	0.956	0.425	related	receive	ries ive	multiword	ɹɪsiːv	ʁi iv
0.681	0.833	0.635	close	pile	pâle		paɪl	pal
0.681	0.975	0.397	related	sitter	cité	generative	sɪtɐ	site
0.681	0.94	0.449	related	validity	valet tee	multiword	vælɪdɪti	valɛ ti
0.681	0.976	0.395	related	eastern	hissent haine	multiword	iːstən	is ɛn
0.681	0.73	0.866	identical	baud	botte		bɔːd	bɔt
0.681	0.956	0.425	related	decease	dis hisse	multiword,generative	dɪsiːs	di is
0.681	0.948	0.436	related	dominion	demain in	multiword	dəmɪniən	dəmɛ̃ in
0.681	0.956	0.424	related	destructive	dis traquent ive	multiword	dɪstɹʌktɪv	di tʁak iv
0.681	0.755	0.803	identical	trick	trucs		tɹɪk	tʁyk
0.681	0.96	0.418	related	reasonably	ries anobli	multiword	ɹiːzənəbli	ʁi anɔbli
0.681	1.0	0.361	related	order	hordes		ɔːdɐ	ɔʁd
0.680	0.786	0.732	close	mi	mas		maɪ	ma
0.680	0.926	0.470	related	marge	match	generative	mɑːdʒ	matʃ
0.680	0.964	0.412	related	presidency	près don ci	multiword	pɹɛzɪdənsi	pʁɛ dɔ̃ si
0.680	0.95	0.432	related	corny	connu	generative	kɔːni	kɔny
0.680	0.781	0.742	close	forth	fort		fɔːθ	fɔʁ
0.680	0.833	0.633	close	visa	vise		viːzɐ	viz
0.680	0.785	0.733	close	bawdy	bondie		bɔːdi	bɔ̃di
0.680	1.0	0.360	related	metre	mité	generative	miːtɐ	mite
0.680	0.983	0.383	related	meantime	minent âme	multiword	miːntaɪm	min am
0.680	0.786	0.730	close	ti	ta		taɪ	ta
0.680	0.781	0.741	close	please	plis		pliːz	pli
0.680	0.955	0.424	related	marshy	magie	generative	mɑːʃi	maʒi
0.680	0.94	0.446	related	mashie	magie	generative	mæʃi	maʒi
0.680	1.0	0.359	related	pool	poules		puːl	pul
0.680	0.73	0.862	identical	nap	nappes		næp	nap
0.680	0.952	0.428	related	rooted	ruent aide	multiword	ɹuːtɪd	ʁy ɛd
0.680	0.932	0.458	related	electronic	électron hic	multiword	ɛlɪktɹɒnɪk	elɛktʁɔ̃ ik
0.679	0.97	0.401	related	busk	basque	generative	bʌsk	bask
0.679	0.96	0.415	related	edited	aidait aide	multiword	ɛdɪtɪd	ɛdɛ ɛd
0.679	0.932	0.458	related	remedies	remet hisse	multiword	ɹɛmədiz	ʁəmɛ is
0.679	0.882	0.540	related	pecking	béguines	generative	pɛkɪŋ	beɡin
0.679	1.0	0.359	related	chute	shoots		ʃuːt	ʃut
0.679	1.0	0.358	related	cleave	clive	generative	kliːv	kliv
0.679	0.97	0.400	related	packs	pacs	generative	pæks	paks
0.679	0.929	0.462	related	greeny	grainé	generative	ɡɹiːni	ɡʁɛne
0.679	0.976	0.391	related	settle	sait elle	multiword	sɛtəl	sɛ ɛl
0.679	0.966	0.405	related	customer	cassent aimé	multiword	kʌstəmɐ	kas ɛme
0.679	0.966	0.405	related	recipes	raies pise	multiword	ɹɛsɪpiːz	ʁɛ piz
0.679	0.952	0.426	related	attended	étain dites	multiword	ɐtɛndɪd	etɛ̃ dit
0.679	0.94	0.444	related	rusk	risque	generative	ɹʌsk	ʁisk
0.679	0.932	0.456	related	reporters	répond aise	multiword	ɹɪpɔːtəz	ʁepɔ̃ ɛz
0.678	0.983	0.380	related	creatures	crient chaise	multiword	kɹiːtʃəz	kʁi ʃɛz
0.678	0.98	0.384	related	sentry	sain tri	multiword,generative	sɛntɹi	sɛ̃ tʁi
0.678	1.0	0.357	related	error	airs		ɛɹɐ	ɛʁ
0.678	0.822	0.650	close	possess	pesait		pəzɛs	pəzɛ
0.678	0.73	0.858	identical	met	maintes		mɛt	mɛ̃t
0.678	0.94	0.443	related	decked	dicte	generative	dɛkt	dikt
0.678	0.945	0.434	related	telly	télé	generative	tɛli	tele
0.678	1.0	0.355	related	dd	dits dis	multiword	diːdiː	didi
0.677	0.915	0.481	related	rigs	rixe	generative	ɹɪɡz	ʁiks
0.677	0.73	0.856	identical	coot	coudes		kuːt	kud
0.677	0.908	0.492	related	leafy	lisser	generative	liːfi	lise
0.677	0.785	0.726	close	bliss	blesse		blɪs	blɛs
0.677	0.722	0.876	identical	lance	lances	cognate	lɑːns	lɑ̃s
0.677	0.96	0.411	related	testis	taies dix	multiword,generative	tɛstiz	tɛ dis
0.677	0.945	0.433	related	mys	maïs	generative	maɪz	mais
0.677	0.781	0.734	close	greet	gris		ɡɹiːt	ɡʁi
0.677	0.97	0.396	related	tourney	tonner	generative	tɔːni	tɔne
0.677	0.785	0.725	close	click	clique		klɪk	klik
0.677	0.929	0.457	related	veggie	fidji	generative	vɛdʒi	fidʒi
0.677	0.938	0.443	related	greeting	crient in	multiword	ɡɹiːtɪŋ	kʁi in
0.677	0.96	0.410	related	tension	tain chaîne	multiword	tɛnʃən	tɛ̃ ʃɛn
0.677	1.0	0.353	related	seat	citent		siːt	sit
0.677	0.932	0.452	related	porgy	pot chie	multiword,generative	pɔːdʒi	po ʃi
0.676	0.922	0.467	related	bedding	bedaine	generative	bɛdɪŋ	bədɛn
0.676	0.929	0.456	related	sadly	ses lis	multiword	sædli	se lis
0.676	0.97	0.395	related	skit	skate	generative	skɪt	skɛt
0.676	1.0	0.352	related	tutor	tour		tjuːtɐ	tuʁ
0.676	0.932	0.451	related	concealed	con tilde	multiword	kənsiːld	kɔ̃ tild
0.676	0.785	0.722	close	like	laïques		laɪk	laik
0.676	1.0	0.352	related	port	potes		pɔːt	pɔt
0.676	1.0	0.352	related	cell	selle		sɛl	sɛl
0.676	0.781	0.731	close	very	vert		vɛɹi	vɛʁ
0.676	0.73	0.852	identical	rim	rimes		ɹɪm	ʁim
0.676	0.923	0.464	related	frontier	frein tee	multiword	fɹʌntiə	fʁɛ̃ ti
0.676	0.786	0.719	close	dear	dis		diə	di
0.676	0.976	0.384	related	stalky	stocker	generative	stɔːki	stɔke
0.675	0.724	0.866	identical	disgrace	disgrâce	cognate	dɪsɡɹeɪs	disɡʁas
0.675	0.73	0.850	identical	lid	laide		lɪd	lɛd
0.675	1.0	0.350	related	fee	fi		fiː	fi
0.675	1.0	0.350	related	knee	nid		niː	ni
0.675	0.976	0.383	related	resell	ries elle	multiword,generative	ɹiːsɛl	ʁi ɛl
0.675	0.935	0.443	related	peat olla	pistolet	multiword	piːtɒlɐ	pistɔlɛ
0.675	0.786	0.717	close	know	nos		nəʊ	no
0.675	0.781	0.728	close	med	merdes		mɛd	mɛʁd
0.675	0.73	0.848	identical	taut	tontes		tɔːt	tɔ̃t
0.675	0.781	0.727	close	let	houlette		lɛt	ulɛt
0.674	0.952	0.417	related	sext	sixte	generative	sɛkst	sikst
0.674	0.916	0.473	related	discovery	dis cabri	multiword	dɪskʌvəɹi	di kabʁi
0.674	0.887	0.521	related	this	dix	funcword	ðɪs	dis
0.674	1.0	0.349	unrelated	caller	coller	generative	kɔːlɐ	kɔle
0.674	0.98	0.376	related	settlers	sait lès	multiword	sɛtləz	sɛ lɛ
0.674	0.821	0.642	close	of	aube	funcword	ɒv	ob
0.674	0.985	0.368	related	parks	pacs	generative	pɑːks	paks
0.674	0.926	0.455	related	perform	paient homme	multiword	pəfɔːm	pɛ ɔm
0.674	0.931	0.448	related	planet	plan êtes	multiword	plænɪt	plɑ̃ ɛt
0.674	0.822	0.639	close	troops	troupes	cognate	tɹuːps	tʁup
0.674	0.97	0.389	related	boarder	body	generative	bɔːdɐ	bɔdi
0.674	0.911	0.479	related	evil	eiffel	generative	iːvəl	efɛl
0.674	0.932	0.445	related	personnel	pinson elle	multiword	pɜːsənɛl	pɛ̃sɔ̃ ɛl
0.673	1.0	0.347	unrelated	feeler	filer	generative	fiːlɐ	file
0.673	0.913	0.475	related	secondly	déconnent lis	multiword	sɛkəndli	dekɔn lis
0.673	0.74	0.820	identical	armor	armes		ɑːɹmɚ	aʁm
0.673	0.932	0.445	related	souped arse	substances	multiword	suːptɑːs	sypstɑ̃s
0.673	0.881	0.528	related	now	ne	funcword	naʊ	nə
0.673	0.952	0.414	related	relative	relaient ive	multiword	ɹɛlətɪv	ʁəlɛ iv
0.673	1.0	0.346	unrelated	share	chère		ʃeə	ʃɛʁ
0.673	1.0	0.346	unrelated	beat	bites		biːt	bit
0.673	0.915	0.471	related	opportunity	appât unité	multiword	ɒpətjuːnɪti	apa ynite
0.673	0.929	0.449	related	en eek	ethnique	multiword	ɛniːk	ɛtnik
0.673	0.976	0.379	related	wrestler	raies les	multiword,generative	ɹɛslɐ	ʁɛ le
0.673	0.724	0.859	identical	explicitly	explicites		ɛksplɪsɪtli	ɛksplisit
0.673	0.96	0.402	related	centers	sain thèse	multiword	sɛntəz	sɛ̃ tɛz
0.673	0.8	0.682	close	visa	visés		viːzɐ	vize
0.673	0.952	0.413	related	wrestle	recèle	generative	ɹɛsəl	ʁəsɛl
0.673	0.96	0.401	related	confess	con fesses	multiword	kənfɛs	kɔ̃ fɛs
0.673	0.785	0.714	close	dale	dl		deɪl	deɛl
0.673	1.0	0.345	unrelated	fee	fie		fiː	fi
0.673	0.97	0.387	related	cutter	côté	generative	kʌtɐ	kote
0.672	1.0	0.345	unrelated	fee	fient		fiː	fi
0.672	0.881	0.526	related	exactly	exacts lies	multiword	ɛɡzæktli	ɛɡzaktli
0.672	0.905	0.486	related	monarch	mon oc	multiword	mɒnək	mɔ̃ ɔk
0.672	0.921	0.460	related	these	dix	funcword	ðiːz	dis
0.672	0.752	0.788	close	protects	protectrice		pɹətɛkts	pʁɔtɛktʁis
0.672	0.958	0.403	related	freezing	frits in	multiword	fɹiːzɪŋ	fʁi in
0.672	1.0	0.344	unrelated	penny	paies nient	multiword	pɛni	pɛni
0.672	0.98	0.371	related	lastly	lancent lis	multiword	lɑːstli	lɑ̃s lis
0.672	1.0	0.344	unrelated	peak	piquent		piːk	pik
0.672	0.985	0.364	related	martyr	mater	generative	mɑːtɐ	mate
0.672	0.911	0.475	related	detour	tétons	generative	diːtɔː	tetɔ̃
0.672	1.0	0.344	unrelated	sue	sou		suː	su
0.672	0.73	0.840	identical	bat	battent		bæt	bat
0.672	0.911	0.475	related	actor	axé	generative	æktɐ	akse
0.672	0.781	0.720	close	ten	traînent		tɛn	tʁɛn
0.672	1.0	0.343	unrelated	chute	shootes		ʃuːt	ʃut
0.672	0.94	0.429	related	levee	lever	generative	lɛviː	ləve
0.671	1.0	0.343	unrelated	court	quote		kɔːt	kɔt
0.671	1.0	0.343	unrelated	tell	tels		tɛl	tɛl
0.671	0.73	0.839	identical	coot	coudent		kuːt	kud
0.671	0.73	0.839	identical	ben	peinent		bɛn	pɛn
0.671	0.944	0.422	related	resist	ries est	multiword	ɹɪsɪst	ʁi ɛst
0.671	0.8	0.678	close	ruler	roulé		ɹuːlɐ	ʁule
0.671	0.929	0.444	related	monkey	mon qui	multiword	mʌnki	mɔ̃ ki
0.671	1.0	0.342	unrelated	mean	mines		miːn	min
0.671	0.91	0.474	related	wending	vin digne	multiword,generative	wɛndɪŋ	vɛ̃ diɲ
0.671	0.881	0.523	related	technically	techniques lies	multiword	tɛknɪkli	tɛknikli
0.671	0.911	0.472	related	honours	ânesse	generative	ɒnəz	anɛs
0.671	0.945	0.419	related	kite	caïd	generative	kaɪt	kaid
0.671	0.864	0.552	close	mighty	marie		maɪti	maʁi
0.671	0.881	0.522	related	racked	rixe	generative	ɹækt	ʁiks
0.671	0.781	0.717	close	very	verts		vɛɹi	vɛʁ
0.671	0.95	0.412	related	routeing	routine	generative	ɹuːtɪŋ	ʁutin
0.671	0.786	0.706	close	effect	affectent		ɪfɛkt	afɛkt
0.671	0.918	0.461	related	temporary	tain prairies	multiword	tɛmpɹəɹi	tɛ̃ pʁeʁi
0.670	0.952	0.408	related	sister	ces tes	multiword	sɪstɐ	sɛ te
0.670	0.87	0.541	related	express	exprès	cognate	ɛkspɹɛs	ɛkspʁɛ
0.670	0.781	0.716	close	means	mises		miːnz	miz
0.670	0.781	0.716	close	ls	laissent		ɛlɛs	lɛs
0.670	1.0	0.340	unrelated	truly	trous lies	multiword	tɹuːli	tʁuli
0.670	0.902	0.486	related	gentlemen	jet allemagne	multiword	dʒɛntəlmən	ʒɛ almaɲ
0.670	0.786	0.705	close	sigh	ça		saɪ	sa
0.670	0.96	0.396	related	rested	rincent aide	multiword,generative	ɹɛstɪd	ʁɛ̃s ɛd
0.670	0.781	0.715	close	belle	belges		bɛl	bɛlʒ
0.670	0.918	0.459	related	shoot iffy	justifie	multiword	ʃuːtɪfi	ʒystifi
0.669	0.952	0.406	related	acoustic	égouts tic	multiword	ɐkuːstɪk	eɡu tik
0.669	0.935	0.432	related	places	plaies aise	multiword	pleɪsɪz	plɛ ɛz
0.669	1.0	0.338	unrelated	call	cols		kɔːl	kɔl
0.669	1.0	0.338	unrelated	beat	bittes		biːt	bit
0.669	0.911	0.469	related	mags	max	generative	mæɡz	maks
0.669	0.938	0.427	related	sorest	soft	generative	sɔːst	sɔft
0.669	0.902	0.483	related	reeding	rétine	generative	ɹiːdɪŋ	ʁetin
0.669	0.963	0.389	related	triply	triplé	generative	tɹɪpli	tʁiple
0.669	0.911	0.469	related	naught agee	nostalgie	multiword	nɔːtædʒiː	nɔstalʒi
0.669	0.943	0.419	related	industry	in haussent ri	multiword	ɪndʌstɹi	in os ʁi
0.669	0.926	0.445	related	converted	con vedette	multiword	kənvɜːtɪd	kɔ̃ vədɛt
0.669	0.958	0.396	related	domestic	demains tic	multiword	dəmɛstɪk	dəmɛ̃ tik
0.669	0.816	0.639	close	leisure	litige		lɛʒɐ	litiʒ
0.669	0.781	0.712	close	ml	aimaient		ɛmɛl	ɛmɛ
0.668	0.945	0.415	related	neutral	nouent rôle	multiword	njuːtɹəl	nu ʁol
0.668	0.944	0.416	related	contested	cognent esthète	multiword	kəntɛstɪd	kɔɲ ɛstɛt
0.668	1.0	0.336	unrelated	sector	sectes		sɛktɐ	sɛkt
0.668	0.887	0.506	related	easing	usine	generative	iːzɪŋ	yzin
0.668	0.936	0.427	related	reasoning	ries naine	multiword	ɹiːzənɪŋ	ʁi nɛn
0.668	0.781	0.711	close	messy	messes		mɛsi	mɛs
0.668	0.964	0.386	related	pasta	pas tes	multiword	pɑːstɐ	pa te
0.668	1.0	0.336	unrelated	keck	cakes		kɛk	kɛk
0.668	0.955	0.399	related	inspector	haines becqueter	multiword	ɪnspɛktɐ	ɛn bɛkte
0.668	0.918	0.455	related	activist	actes est	multiword	æktɪvɪst	akt ɛst
0.668	0.911	0.466	related	remainder	romain des	multiword	ɹɪmeɪndɐ	ʁɔmɛ̃ de
0.668	0.932	0.433	related	exodus	excès os	multiword	ɛksədəs	ɛksɛ ɔs
0.667	0.97	0.376	related	setter	synthé	generative	sɛtɐ	sɛ̃te
0.667	0.931	0.434	related	irked rah	extra	multiword	ɜːktɹɑː	ɛkstʁa
0.667	0.946	0.411	related	artistic	attisent hic	multiword	ɑːtɪstɪk	atiz ik
0.667	0.73	0.828	identical	cal	cale		kæl	kal
0.667	0.949	0.406	related	anatomy	hennit omis	multiword	ɐnætəmi	eni ɔmi
0.667	1.0	0.334	unrelated	dawn	don		dɔːn	dɔ̃
0.667	0.92	0.450	related	cleat	quid	generative	kliːt	kwid
0.667	0.945	0.412	related	frustrated	frais trait aide	multiword	fɹʌstɹeɪtɪd	fʁɛ tʁɛ ɛd
0.667	0.916	0.456	related	baptist	battent est	multiword	bæptɪst	bat ɛst
0.667	1.0	0.334	unrelated	cease	six		siːs	sis
0.667	0.952	0.401	related	cedars	scient aise	multiword,generative	siːdəz	si ɛz
0.667	0.949	0.405	related	mistress	mais tresses	multiword	mɪstɹəs	mɛ tʁɛs
0.667	0.911	0.464	related	treed	traite	generative	tɹiːd	tʁɛt
0.667	0.97	0.375	related	secretary	secret ri	multiword	sɛkɹətɹi	səkʁɛ ʁi
0.667	1.0	0.333	unrelated	knee	nids		niː	ni
0.667	0.96	0.389	related	freedom	frit homme	multiword	fɹiːdəm	fʁi ɔm
0.666	1.0	0.333	unrelated	sell	sels		sɛl	sɛl
0.666	0.932	0.430	related	entities	aident dix	multiword	ɛntɪtiz	ɛd dis
0.666	0.822	0.621	close	prayer	prêtre		pɹɛɹ	pʁɛtʁ
0.666	1.0	0.332	unrelated	cell	sels		sɛl	sɛl
0.666	0.96	0.387	related	testes	taies dix	multiword,generative	tɛstiːz	tɛ dis
0.666	0.904	0.473	related	defining	divan in	multiword	dɪfaɪnɪŋ	divɑ̃ in
0.666	0.781	0.705	close	dues	douze		djuːz	duz
0.666	0.922	0.444	related	drafting	drapent in	multiword	dɹɑːftɪŋ	dʁap in
0.666	0.731	0.821	identical	simpler	simples		sɪmplɐ	sɛ̃pl
0.666	0.92	0.447	related	grinding	cran digne	multiword	ɡɹaɪndɪŋ	kʁɑ̃ diɲ
0.666	0.956	0.393	related	mature	met chaud	multiword	mətʃɔː	mɛ ʃo
0.666	0.952	0.398	related	deadly	dès lis	multiword	dɛdli	dɛ lis
0.666	0.833	0.598	close	meta	mers		mɛɾə	mɛʁ
0.665	1.0	0.331	unrelated	reader	ride		ɹiːdɐ	ʁid
0.665	1.0	0.331	unrelated	pressure	prêche		pɹɛʃɐ	pʁɛʃ
0.665	0.917	0.451	related	nasty	nos tee	multiword	nɑːsti	no ti
0.665	1.0	0.331	unrelated	wed	oueds		wɛd	wɛd
0.665	1.0	0.331	unrelated	knee	ni		niː	ni
0.665	0.939	0.417	related	terrified	terrent aède	multiword	tɛɹɪfaɪd	tɛʁ aɛd
0.665	0.952	0.398	related	successor	secs essaie	multiword	səksɛsɐ	sɛk ese
0.665	0.955	0.393	related	busted	baissent aide	multiword	bʌstɪd	bɛs ɛd
0.665	0.781	0.704	close	tens	thèse		tɛnz	tɛz
0.665	0.97	0.372	related	ripply	repli	generative	ɹɪpli	ʁəpli
0.665	0.906	0.468	related	titled	tant halte	multiword	taɪtəld	tɑ̃ alt
0.665	0.98	0.357	related	butcher	bout chez	multiword	bʊtʃɐ	bu ʃe
0.665	0.933	0.425	related	bussed	peste	generative	bʌst	pɛst
0.665	0.781	0.703	close	pl	pelle		piːɛl	pɛl
0.665	0.781	0.703	close	means	mise		miːnz	miz
0.665	0.781	0.703	close	clues	clou		kluːz	klu
0.665	0.93	0.430	related	proximity	braques midi	multiword	pɹɒksɪmɪti	bʁak midi
0.665	0.934	0.423	related	conclusion	con clous haine	multiword	kənkluːʒən	kɔ̃ klu ɛn
0.665	1.0	0.329	unrelated	peak	pics	cognate	piːk	pik
0.664	0.833	0.595	close	toll	taule		təʊl	tol
0.664	0.936	0.420	related	protective	prêt active	multiword	pɹətɛktɪv	pʁɛ aktiv
0.664	0.909	0.462	related	peckers	pégase	generative	pɛkəz	peɡaz
0.664	0.955	0.392	related	arson	assène	generative	ɑːsən	asɛn
0.664	1.0	0.329	unrelated	seize	six		siːz	sis
0.664	0.945	0.406	related	costume	cassent hume	multiword	kɒstjuːm	kas ym
0.664	0.781	0.701	close	pure	pioche		pjɔː	pjɔʃ
0.664	0.96	0.384	related	peaceful	pis folle	multiword	piːsfəl	pi fɔl
0.664	0.781	0.701	close	peaks	pique		piːks	pik
0.664	0.912	0.457	related	ought amassed	optimiste	multiword	ɔːtɐmæst	ɔptimist
0.664	0.939	0.414	related	qualities	collet hisse	multiword	kwɒlɪtiz	kɔlɛ is
0.664	0.975	0.362	related	indie	hindi	generative	ɪndi	indi
0.664	0.963	0.379	related	pentagon	peinent gaine	multiword	pɛntəɡən	pɛn ɡɛn
0.664	0.942	0.409	related	exercises	excès assise	multiword	ɛksəsaɪzɪz	ɛksɛ asiz
0.664	1.0	0.327	unrelated	dawn	donne		dɔːn	dɔn
0.664	0.97	0.368	related	down	damne	funcword	daʊn	dan
0.664	0.94	0.412	related	dissed	test	generative	dɪst	tɛst
0.664	0.94	0.412	related	sky	skaï	generative	skaɪ	skaj
0.664	0.948	0.400	related	branches	bradent chaise	multiword	bɹɑːntʃɪz	bʁad ʃɛz
0.664	0.915	0.450	related	lopped	loft	generative	lɒpt	lɔft
0.664	0.97	0.368	related	brews	brousse	generative	bɹuːz	bʁus
0.663	0.932	0.424	related	pointed	peinent aide	multiword	pɔɪntɪd	pɛn ɛd
0.663	0.822	0.614	close	decree	décrits		dɪkɹiː	dekʁi
0.663	0.806	0.646	close	collectively	collectives lies	multiword	kəlɛktɪvli	kɔlɛktivli
0.663	0.985	0.347	unrelated	khaki	kaki	generative	kɑːki	kaki
