tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
A	0.793	blogger	blagues		blɒɡɐ	blaɡ	b:b l:l ɒ:a ɡ:ɡ ɐ:·
A	0.793	blogger	blague		blɒɡɐ	blaɡ	b:b l:l ɒ:a ɡ:ɡ ɐ:·
A	0.793	sox	saxe		sɒks	saks	s:s ɒ:a k:k s:s
A	0.793	barber	barbe		bɑːbɐ	baʁb	b:b ɑ:a ·:ɹ b:b ɐ:·
A	0.793	starred	stades		stɑːd	stad	s:s t:t ɑ:a d:d
A	0.793	starred	stade		stɑːd	stad	s:s t:t ɑ:a d:d
A	0.793	bonnie	bannis		bɒni	bani	b:b ɒ:a n:n i:i
A	0.793	bonnie	banni		bɒni	bani	b:b ɒ:a n:n i:i
A	0.792	needed	nient bide	multiword	niːdɪd	nibid	n:n i:i d:b ɪ:i d:d
A	0.792	explains	explosent		ɛkspleɪnz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l e:o n:· z:z
A	0.792	explains	explose		ɛkspleɪnz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l e:o n:· z:z
A	0.792	prospects	prospectus		pɹɑːspɛkts	pʁɔspɛktys	p:p ɹ:ɹ ɑ:ɔ s:s p:p ɛ:ɛ k:k t:t ·:y s:s
A	0.792	sharply	chie pli	multiword	ʃɑːpli	ʃipli	ʃ:ʃ ɑ:i p:p l:l i:i
A	0.792	explode	explosé		ɛkspləʊd	ɛksploze	ɛ:ɛ k:k s:s p:p l:l o:o d:z ·:e
A	0.792	exploded	explosent		ɛkspləʊdɪd	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o d:· ɪ:· d:z
A	0.792	exploded	explose		ɛkspləʊdɪd	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o d:· ɪ:· d:z
A	0.792	scotch	sketch		skɒtʃ	skɛtʃ	s:s k:k ɒ:ɛ t:t ʃ:ʃ
A	0.791	baby	baigne bis	multiword	beɪbi	beɲbi	b:b e:e ·:ɲ b:b i:i
A	0.791	takes	té axes	multiword	teɪks	teaks	t:t e:e ·:a k:k s:s
A	0.791	ground	grades		ɡɹaʊnd	ɡʁad	ɡ:ɡ ɹ:ɹ a:a n:· d:d
A	0.791	ground	grade		ɡɹaʊnd	ɡʁad	ɡ:ɡ ɹ:ɹ a:a n:· d:d
A	0.791	style	stables		staɪl	stabl	s:s t:t a:a ·:b l:l
A	0.791	style	stable		staɪl	stabl	s:s t:t a:a ·:b l:l
A	0.791	closed	claude		kləʊzd	klod	k:k l:l o:o z:· d:d
A	0.791	twice	toits anses	multiword	twaɪs	twaɑ̃s	t:t w:w a:a ·:ɑ̃ s:s
A	0.791	taste	textes		teɪst	tekst	t:t e:e ·:k s:s t:t
A	0.791	taste	texte		teɪst	tekst	t:t e:e ·:k s:s t:t
A	0.791	clothes	closes		kləʊðz	kloz	k:k l:l o:o ð:· z:z
A	0.791	clothes	close		kləʊðz	kloz	k:k l:l o:o ð:· z:z
A	0.791	clothes	clauses		kləʊðz	kloz	k:k l:l o:o ð:· z:z
A	0.791	navy	nées envi	multiword	neɪvi	neɑ̃vi	n:n e:e ·:ɑ̃ v:v i:i
A	0.791	lazy	lé xi	multiword	leɪzi	leɡzi	l:l e:e ·:ɡ z:z i:i
A	0.791	metro	mètres		mɛtɹəʊ	mɛtʁ	m:m ɛ:ɛ t:t ɹ:ɹ o:·
A	0.791	metro	mètre		mɛtɹəʊ	mɛtʁ	m:m ɛ:ɛ t:t ɹ:ɹ o:·
A	0.791	metro	mettre		mɛtɹəʊ	mɛtʁ	m:m ɛ:ɛ t:t ɹ:ɹ o:·
A	0.791	moreover	moreau		mɔːɹəʊvɐ	moʁo	m:m ɔ:o ɹ:ɹ o:o v:· ɐ:·
A	0.791	closes	close		kloʊzᵻz	kloz	k:k l:l o:o z:· z:z
A	0.791	closes	clauses		kloʊzᵻz	kloz	k:k l:l o:o z:· z:z
A	0.791	closes	clause		kloʊzᵻz	kloz	k:k l:l o:o z:· z:z
A	0.791	grind	grades		ɡɹaɪnd	ɡʁad	ɡ:ɡ ɹ:ɹ a:a n:· d:d
A	0.791	grind	grade		ɡɹaɪnd	ɡʁad	ɡ:ɡ ɹ:ɹ a:a n:· d:d
A	0.791	crane	créent aune	multiword	kɹeɪn	kʁeon	k:k ɹ:ɹ e:e ·:o n:n
A	0.791	choir	quoique		kwaɪə	kwakə	k:k w:w a:a ·:k ə:ə
A	0.791	shiny	chasses nient	multiword	ʃaɪni	ʃasni	ʃ:ʃ a:a ·:s n:n i:i
A	0.791	exile	exact		ɛɡzaɪl	ɛɡzakt	ɛ:ɛ ɡ:ɡ z:z a:a ·:k l:t
A	0.791	trout	tracts		tɹaʊt	tʁakt	t:t ɹ:ɹ a:a ·:k t:t
A	0.791	trout	tract		tɹaʊt	tʁakt	t:t ɹ:ɹ a:a ·:k t:t
A	0.791	naive	native		naɪiːv	nativ	n:n a:a ·:t i:i v:v
A	0.791	bounty	bâtis		baʊnti	bati	b:b a:a n:· t:t i:i
A	0.791	bounty	bâties		baʊnti	bati	b:b a:a n:· t:t i:i
A	0.791	bounty	bâtie		baʊnti	bati	b:b a:a n:· t:t i:i
A	0.791	rightly	rallye		ɹaɪtli	ʁali	ɹ:ɹ a:a t:· l:l i:i
A	0.789	cookie	kiki		kʊki	kiki	k:k ʊ:i k:k i:i
A	0.787	tournament	tonne menottes	multiword	tɔːnəmənt	tɔnmənɔt	t:t ɔ:ɔ n:n ə:· m:m ə:ə n:n ·:ɔ t:t
A	0.787	respective	respectives		ɹɪspɛktɪv	ʁɛspɛktiv	ɹ:ɹ ɪ:ɛ s:s p:p ɛ:ɛ k:k t:t ɪ:i v:v
A	0.787	lesbian	lesbiennes	cognate	lɛsbiən	lɛsbjɛn	l:l ɛ:ɛ s:s b:b i:j ə:ɛ n:n
A	0.787	lesbian	lesbienne	cognate	lɛsbiən	lɛsbjɛn	l:l ɛ:ɛ s:s b:b i:j ə:ɛ n:n
A	0.787	explicit	explicites	cognate	ɛksplɪsɪt	ɛksplisit	ɛ:ɛ k:k s:s p:p l:l ɪ:i s:s ɪ:i t:t
A	0.787	explicit	explicite	cognate	ɛksplɪsɪt	ɛksplisit	ɛ:ɛ k:k s:s p:p l:l ɪ:i s:s ɪ:i t:t
A	0.787	directory	directrices		daɪɹɛktəɹi	diʁɛktʁis	d:d a:i ɹ:ɹ ɛ:ɛ k:k t:t ə:· ɹ:ɹ i:i ·:s
A	0.787	directory	directrice		daɪɹɛktəɹi	diʁɛktʁis	d:d a:i ɹ:ɹ ɛ:ɛ k:k t:t ə:· ɹ:ɹ i:i ·:s
A	0.787	explosives	explosent		ɛkspləʊsɪvz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o s:· ɪ:· v:· z:z
A	0.787	explosives	explose		ɛkspləʊsɪvz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o s:· ɪ:· v:· z:z
A	0.787	explosions	explosent		ɛkspləʊʒənz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o ʒ:· ə:· n:· z:z
A	0.787	explosions	explose		ɛkspləʊʒənz	ɛksploz	ɛ:ɛ k:k s:s p:p l:l o:o ʒ:· ə:· n:· z:z
A	0.786	by	bats		baɪ	ba	b:b a:a
A	0.786	by	bat		baɪ	ba	b:b a:a
A	0.786	my	mât		maɪ	ma	m:m a:a
A	0.786	my	mas		maɪ	ma	m:m a:a
A	0.786	my	ma		maɪ	ma	m:m a:a
A	0.786	so	seau		səʊ	so	s:s o:o
A	0.786	so	sceaux		səʊ	so	s:s o:o
A	0.786	so	sceau		səʊ	so	s:s o:o
A	0.786	out	hâte		aʊt	at	a:a t:t
A	0.786	no	nos		noʊ	no	n:n o:o
A	0.786	now	na		naʊ	na	n:n a:a
A	0.786	know	nos		nəʊ	no	n:n o:o
A	0.786	know	no		nəʊ	no	n:n o:o
A	0.786	may	mes		meɪ	me	m:m e:e
A	0.786	day	dés		deɪ	de	d:d e:e
A	0.786	day	dé		deɪ	de	d:d e:e
A	0.786	day	des		deɪ	de	d:d e:e
A	0.786	why	oies		waɪ	wa	w:w a:a
A	0.786	why	oie		waɪ	wa	w:w a:a
A	0.786	say	ses		seɪ	se	s:s e:e
A	0.786	own	aune		əʊn	on	o:o n:n
B	0.786	show	shows	loanword	ʃəʊ	ʃo	
A	0.786	show	chaux		ʃəʊ	ʃo	ʃ:ʃ o:o
A	0.786	show	chauds		ʃəʊ	ʃo	ʃ:ʃ o:o
A	0.786	power	pas		paʊɐ	pa	p:p a:a ɐ:·
A	0.786	power	pa		paʊɐ	pa	p:p a:a ɐ:·
A	0.786	guy	gars	cognate	ɡaɪ	ɡa	ɡ:ɡ a:a
A	0.786	low	lots		ləʊ	lo	l:l o:o
A	0.786	low	lot		ləʊ	lo	l:l o:o
A	0.786	buy	bats		baɪ	ba	b:b a:a
A	0.786	buy	bat		baɪ	ba	b:b a:a
A	0.786	fire	fa		faɪə	fa	f:f a:a
A	0.786	near	nient		niə	ni	n:n i:i
A	0.786	near	nie		niə	ni	n:n i:i
A	0.786	near	nids		niə	ni	n:n i:i
B	0.786	strong	string	loanword	stɹɒŋ	stʁiŋ	
A	0.786	lower	lots		loʊɚ	lo	l:l o:o
A	0.786	lower	lot		loʊɚ	lo	l:l o:o
A	0.786	effect	affectent		ɪfɛkt	afɛkt	ɪ:a f:f ɛ:ɛ k:k t:t
A	0.786	effect	affecte		ɪfɛkt	afɛkt	ɪ:a f:f ɛ:ɛ k:k t:t
A	0.786	normal	nomment houle	multiword	nɔːməl	nɔmul	n:n ɔ:ɔ m:m ə:u l:l
A	0.786	ice	as		aɪs	a	a:a s:·
A	0.786	wow	oies		waʊ	wa	w:w a:a
A	0.786	wow	oie		waʊ	wa	w:w a:a
A	0.786	fear	fie		fiə	fi	f:f i:i
A	0.786	gay	gué		ɡeɪ	ɡe	ɡ:ɡ e:e
A	0.786	lie	là		laɪ	la	l:l a:a
A	0.786	lie	la		laɪ	la	l:l a:a
A	0.786	owner	aune		əʊnɐ	on	o:o n:n ɐ:·
A	0.786	movies	mous vases	multiword	muːvɪz	muvaz	m:m u:u v:v ɪ:a z:z
A	0.786	dear	dits		diə	di	d:d i:i
A	0.786	dear	dis		diə	di	d:d i:i
A	0.786	iron	ânes		aɪən	an	a:a ə:· n:n
A	0.786	iron	âne		aɪən	an	a:a ə:· n:n
A	0.786	ray	ré		ɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	ray	rez		ɹeɪ	ʁe	ɹ:ɹ e:e
A	0.786	restaurant	restantes		ɹɛstɹɒnt	ʁɛstɑ̃t	ɹ:ɹ ɛ:ɛ s:s t:t ɹ:· ɒ:ɑ n:n t:t
A	0.786	lay	lé		leɪ	le	l:l e:e
A	0.786	lay	les		leɪ	le	l:l e:e
A	0.786	mayor	mes		meə	me	m:m e:e
B	0.786	stream	string	loanword	stɹiːm	stʁiŋ	
A	0.786	weekly	oui pli	multiword	wiːkli	wipli	w:w i:i k:p l:l i:i
A	0.786	tie	tas		taɪ	ta	t:t a:a
A	0.786	tie	ta		taɪ	ta	t:t a:a
A	0.786	shower	chats		ʃaʊɚ	ʃa	ʃ:ʃ a:a
A	0.786	tower	tas		taʊɚ	ta	t:t a:a
A	0.786	tower	ta		taʊɚ	ta	t:t a:a
A	0.786	gear	gui		ɡiə	ɡi	ɡ:ɡ i:i
A	0.786	rear	rit		ɹiə	ʁi	ɹ:ɹ i:i
A	0.786	rear	ris		ɹiə	ʁi	ɹ:ɹ i:i
A	0.786	rear	rient		ɹiə	ʁi	ɹ:ɹ i:i
A	0.786	wire	oies		waɪə	wa	w:w a:a
A	0.786	wire	oie		waɪə	wa	w:w a:a
A	0.786	newly	nié lies	multiword	njuːli	njeli	n:n j:j u:e l:l i:i
A	0.786	aspect	respectent		æspɛkt	ʁɛspɛkt	·:ɹ æ:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.786	aspect	respecte		æspɛkt	ʁɛspɛkt	·:ɹ æ:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.786	layer	lé		leɪɚ	le	l:l e:e
A	0.786	layer	les		leɪɚ	le	l:l e:e
A	0.786	string	stream		stɹɪŋ	stʁɪːm	s:s t:t ɹ:ɹ ɪ:ɪ ŋ:m
A	0.786	bye	bats		baɪ	ba	b:b a:a
A	0.786	bye	bat		baɪ	ba	b:b a:a
A	0.786	bye	baies		baɪ	ba	b:b a:a
A	0.786	mo	mots		moʊ	mo	m:m o:o
A	0.786	mo	mot		moʊ	mo	m:m o:o
A	0.786	mo	meaux		moʊ	mo	m:m o:o
A	0.786	routine	roux chine	multiword	ɹuːtiːn	ʁuʃin	ɹ:ɹ u:u t:ʃ i:i n:n
A	0.786	bow	bot		boʊ	bo	b:b o:o
A	0.786	bow	beaux		boʊ	bo	b:b o:o
A	0.786	bow	beau		boʊ	bo	b:b o:o
A	0.786	mi	mât		maɪ	ma	m:m a:a
A	0.786	mi	mas		maɪ	ma	m:m a:a
A	0.786	mi	ma		maɪ	ma	m:m a:a
A	0.786	outer	arts		aʊtɐ	aʁ	a:a ʊ:ɹ t:· ɐ:·
A	0.786	outer	art		aʊtɐ	aʁ	a:a ʊ:ɹ t:· ɐ:·
A	0.786	outer	ars		aʊtɐ	aʁ	a:a ʊ:ɹ t:· ɐ:·
A	0.786	pie	pas		paɪ	pa	p:p a:a
A	0.786	pie	pa		paɪ	pa	p:p a:a
A	0.786	platforms	plateformes	cognate	plætfɔːmz	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ·:ɹ m:m z:·
A	0.786	platforms	plateforme	cognate	plætfɔːmz	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ·:ɹ m:m z:·
A	0.786	shy	chats		ʃaɪ	ʃa	ʃ:ʃ a:a
A	0.786	cow	ka		kaʊ	ka	k:k a:a
A	0.786	cow	cas		kaʊ	ka	k:k a:a
A	0.786	cow	ca		kaʊ	ka	k:k a:a
A	0.786	flexible	flexibles	cognate	flɛksɪbəl	flɛksibl	f:f l:l ɛ:ɛ k:k s:s ɪ:i b:b ə:· l:l
A	0.786	deer	dits		diə	di	d:d i:i
A	0.786	deer	dis		diə	di	d:d i:i
A	0.786	array	ré		ɐɹeɪ	ʁe	ɐ:· ɹ:ɹ e:e
A	0.786	array	rez		ɐɹeɪ	ʁe	ɐ:· ɹ:ɹ e:e
A	0.786	edges	haie jazz	multiword	ɛdʒɪz	ɛdʒaz	ɛ:ɛ d:d ʒ:ʒ ɪ:a z:z
A	0.786	lo	lots		ləʊ	lo	l:l o:o
A	0.786	lo	lot		ləʊ	lo	l:l o:o
B	0.786	quantity	country	loanword	kwɒntɪti	kuntʁi	
A	0.786	toe	tôt		təʊ	to	t:t o:o
A	0.786	toe	taux		təʊ	to	t:t o:o
A	0.786	diesel	dises houle	multiword	diːzəl	dizul	d:d i:i z:z ə:u l:l
A	0.786	buyer	bats		baɪɐ	ba	b:b a:a ɐ:·
A	0.786	buyer	bat		baɪɐ	ba	b:b a:a ɐ:·
A	0.786	liar	là		laɪə	la	l:l a:a
A	0.786	liar	la		laɪə	la	l:l a:a
A	0.786	tire	tas		taɪə	ta	t:t a:a
A	0.786	tire	ta		taɪə	ta	t:t a:a
A	0.786	sheer	chie		ʃiə	ʃi	ʃ:ʃ i:i
A	0.786	chi	ka		tʃaɪ	ka	t:k ʃ:· a:a
A	0.786	chi	cas		tʃaɪ	ka	t:k ʃ:· a:a
A	0.786	chi	ca		tʃaɪ	ka	t:k ʃ:· a:a
A	0.786	distress	détresse	cognate	dɪstɹɛs	detʁɛs	d:d ɪ:e s:· t:t ɹ:ɹ ɛ:ɛ s:s
A	0.786	sigh	çà		saɪ	sa	s:s a:a
A	0.786	sigh	ça		saɪ	sa	s:s a:a
A	0.786	sigh	sa		saɪ	sa	s:s a:a
A	0.786	pi	pas		paɪ	pa	p:p a:a
A	0.786	pi	pa		paɪ	pa	p:p a:a
A	0.786	sour	çà		saʊə	sa	s:s a:a
A	0.786	sour	ça		saʊə	sa	s:s a:a
A	0.786	sour	sa		saʊə	sa	s:s a:a
A	0.786	terrace	terrasses	cognate	tɛɹɪs	tɛʁas	t:t ɛ:ɛ ɹ:ɹ ɪ:a s:s
A	0.786	terrace	terrasse	cognate	tɛɹɪs	tɛʁas	t:t ɛ:ɛ ɹ:ɹ ɪ:a s:s
A	0.786	owl	halles		aʊl	al	a:a l:l
A	0.786	owl	halle		aʊl	al	a:a l:l
B	0.786	dough	do	loanword	dəʊ	do	
A	0.786	ti	tas		taɪ	ta	t:t a:a
A	0.786	ti	ta		taɪ	ta	t:t a:a
B	0.786	doe	do	loanword	dəʊ	do	
A	0.786	pier	pis		piə	pi	p:p i:i
A	0.786	pier	pie		piə	pi	p:p i:i
A	0.786	pier	pi		piə	pi	p:p i:i
A	0.786	salty	sortit		sɒlti	sɔʁti	s:s ɒ:ɔ l:ɹ t:t i:i
A	0.786	salty	sortis		sɒlti	sɔʁti	s:s ɒ:ɔ l:ɹ t:t i:i
A	0.786	salty	sorties		sɒlti	sɔʁti	s:s ɒ:ɔ l:ɹ t:t i:i
A	0.786	mysteries	maîtrise		mɪstəɹiz	metʁiz	m:m ɪ:e s:· t:t ə:· ɹ:ɹ i:i z:z
A	0.786	owes	oses		əʊz	oz	o:o z:z
A	0.786	owes	osent		əʊz	oz	o:o z:z
A	0.786	owes	ose		əʊz	oz	o:o z:z
A	0.786	tow	tôt		təʊ	to	t:t o:o
A	0.786	tow	taux		təʊ	to	t:t o:o
A	0.786	scenery	sonnerie		siːnəɹi	sɔnʁi	s:s i:ɔ n:n ə:· ɹ:ɹ i:i
A	0.785	like	laïques		laɪk	laik	l:l a:a ɪ:i k:k
A	0.785	make	mes hic	multiword	meɪk	meik	m:m e:e ɪ:i k:k
A	0.785	much	matchs		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	much	matches		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	much	match		mʌtʃ	matʃ	m:m ʌ:a t:t ʃ:ʃ
A	0.785	even	ive haines	multiword	iːvən	ivɛn	i:i v:v ə:ɛ n:n
A	0.785	still	styles		stɪl	stil	s:s t:t ɪ:i l:l
A	0.785	still	style		stɪl	stil	s:s t:t ɪ:i l:l
A	0.785	take	té hic	multiword	teɪk	teik	t:t e:e ɪ:i k:k
B	0.785	life	live	loanword	laɪf	laɪv	
A	0.785	best	peste		bɛst	pɛst	b:p ɛ:ɛ s:s t:t
A	0.785	money	manie		mʌni	mani	m:m ʌ:a n:n i:i
A	0.785	try	trahit		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	try	trahis		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	try	trahi		tɹaɪ	tʁai	t:t ɹ:ɹ a:a ɪ:i
A	0.785	line	lacs haines	multiword	laɪn	laɛn	l:l a:a ɪ:ɛ n:n
A	0.785	five	fat ive	multiword	faɪv	faiv	f:f a:a ɪ:i v:v
A	0.785	course	corses		kɔːs	kɔʁs	k:k ɔ:ɔ ·:ɹ s:s
A	0.785	course	corse		kɔːs	kɔʁs	k:k ɔ:ɔ ·:ɹ s:s
A	0.785	body	bandits		bɒdi	bɑ̃di	b:b ɒ:ɑ̃ d:d i:i
A	0.785	body	bandit		bɒdi	bɑ̃di	b:b ɒ:ɑ̃ d:d i:i
A	0.785	plan	plane		plæn	plan	p:p l:l æ:a n:n
A	0.785	six	sexes		sɪks	sɛks	s:s ɪ:ɛ k:k s:s
A	0.785	six	sexe		sɪks	sɛks	s:s ɪ:ɛ k:k s:s
A	0.785	list	listes	cognate	lɪst	list	l:l ɪ:i s:s t:t
A	0.785	list	liste	cognate	lɪst	list	l:l ɪ:i s:s t:t
A	0.785	ready	redis		ɹɛdi	ʁədi	ɹ:ɹ ɛ:ə d:d i:i
A	0.785	baby	bibi		beɪbi	bibi	b:b e:i b:b i:i
A	0.785	clear	clercs		kliə	klɛʁ	k:k l:l i:ɛ ·:ɹ
A	0.785	clear	clerc		kliə	klɛʁ	k:k l:l i:ɛ ·:ɹ
A	0.785	clear	clairs	cognate	kliə	klɛʁ	k:k l:l i:ɛ ·:ɹ
A	0.785	gave	gué ive	multiword	ɡeɪv	ɡeiv	ɡ:ɡ e:e ɪ:i v:v
A	0.785	board	borde		bɔːd	bɔʁd	b:b ɔ:ɔ ·:ɹ d:d
A	0.785	cost	caste		kɒst	kast	k:k ɒ:a s:s t:t
A	0.785	main	mes haines	multiword	meɪn	meɛn	m:m e:e ɪ:ɛ n:n
B	0.785	town	down	loanword	taʊn	daʊn	
A	0.785	force	forces	cognate	fɔːs	fɔʁs	f:f ɔ:ɔ ·:ɹ s:s
A	0.785	force	forcent		fɔːs	fɔʁs	f:f ɔ:ɔ ·:ɹ s:s
A	0.785	wife	oies if	multiword	waɪf	waif	w:w a:a ɪ:i f:f
A	0.785	film	films	cognate	fɪlm	film	f:f ɪ:i l:l m:m
A	0.785	film	filme		fɪlm	film	f:f ɪ:i l:l m:m
A	0.785	books	boxe		bʊks	bɔks	b:b ʊ:ɔ k:k s:s
B	0.785	books	box	loanword	bʊks	bɔks	
A	0.785	save	ses ive	multiword	seɪv	seiv	s:s e:e ɪ:i v:v
A	0.785	stuff	staff		stʌf	staf	s:s t:t ʌ:a f:f
A	0.785	tax	taxes	cognate	tæks	taks	t:t æ:a k:k s:s
A	0.785	tax	taxe	cognate	tæks	taks	t:t æ:a k:k s:s
A	0.785	match	matchs	cognate	mætʃ	matʃ	m:m æ:a t:t ʃ:ʃ
A	0.785	match	matches		mætʃ	matʃ	m:m æ:a t:t ʃ:ʃ
A	0.785	code	que ode	multiword	kəʊd	kəɔd	k:k ə:ə ʊ:ɔ d:d
A	0.785	sign	çà haines	multiword	saɪn	saɛn	s:s a:a ɪ:ɛ n:n
A	0.785	safe	ses if	multiword	seɪf	seif	s:s e:e ɪ:i f:f
A	0.785	risk	risques	cognate	ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	risk	risquent		ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	risk	risque	cognate	ɹɪsk	ʁisk	ɹ:ɹ ɪ:i s:s k:k
A	0.785	track	traque		tɹæk	tʁak	t:t ɹ:ɹ æ:a k:k
A	0.785	pressure	brèche		pɹɛʃɐ	bʁɛʃ	p:b ɹ:ɹ ɛ:ɛ ʃ:ʃ ɐ:·
A	0.785	cross	crasse		kɹɒs	kʁas	k:k ɹ:ɹ ɒ:a s:s
A	0.785	sale	cl		seɪl	seɛl	s:s e:e ɪ:ɛ l:l
A	0.785	plus	places		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	plus	placent		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	plus	place		plʌs	plas	p:p l:l ʌ:a s:s
A	0.785	floor	flore		flɔː	flɔʁ	f:f l:l ɔ:ɔ ·:ɹ
A	0.785	worst	ouest		wɜːst	wɛst	w:w ɜ:ɛ s:s t:t
A	0.785	sweet	souhaites		swiːt	swet	s:s w:w i:e t:t
A	0.785	sweet	souhaitent		swiːt	swet	s:s w:w i:e t:t
A	0.785	sweet	souhaite		swiːt	swet	s:s w:w i:e t:t
A	0.785	trip	tripes		tɹɪp	tʁip	t:t ɹ:ɹ ɪ:i p:p
A	0.785	fully	folies		fʊli	fɔli	f:f ʊ:ɔ l:l i:i
A	0.785	fully	folie		fʊli	fɔli	f:f ʊ:ɔ l:l i:i
A	0.785	drug	drague		dɹʌɡ	dʁaɡ	d:d ɹ:ɹ ʌ:a ɡ:ɡ
A	0.785	nine	na haines	multiword	naɪn	naɛn	n:n a:a ɪ:ɛ n:n
A	0.785	coffee	confie		kɒfi	kɔ̃fi	k:k ɒ:ɔ̃ f:f i:i
A	0.785	worry	oies rient	multiword	wʌɹi	waʁi	w:w ʌ:a ɹ:ɹ i:i
A	0.785	lake	lé hic	multiword	leɪk	leik	l:l e:e ɪ:i k:k
A	0.785	score	scores	cognate	skɔː	skɔʁ	s:s k:k ɔ:ɔ ·:ɹ
A	0.785	click	clique		klɪk	klik	k:k l:l ɪ:i k:k
A	0.785	click	clic		klɪk	klik	k:k l:l ɪ:i k:k
A	0.785	gain	gué haines	multiword	ɡeɪn	ɡeɛn	ɡ:ɡ e:e ɪ:ɛ n:n
A	0.785	weird	oui ode	multiword	wiəd	wiɔd	w:w i:i ə:ɔ d:d
B	0.785	stick	steaks	loanword	stɪk	stɛk	
B	0.785	stick	steak	loanword	stɪk	stɛk	
A	0.785	fix	fixes		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	fix	fixent		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	fix	fixe		fɪks	fiks	f:f ɪ:i k:k s:s
A	0.785	wine	oies haines	multiword	waɪn	waɛn	w:w a:a ɪ:ɛ n:n
A	0.785	port	portes		pɔːt	pɔʁt	p:p ɔ:ɔ ·:ɹ t:t
A	0.785	rain	rez haines	multiword	ɹeɪn	ʁeɛn	ɹ:ɹ e:e ɪ:ɛ n:n
A	0.785	border	borde		bɔːdɐ	bɔʁd	b:b ɔ:ɔ ·:ɹ d:d ɐ:·
A	0.785	proof	prouvent		pɹuːf	pʁuv	p:p ɹ:ɹ u:u f:v
A	0.785	proof	prouve		pɹuːf	pʁuv	p:p ɹ:ɹ u:u f:v
A	0.785	fake	fées hic	multiword	feɪk	feik	f:f e:e ɪ:i k:k
A	0.785	faster	faste		fɑːstɐ	fast	f:f ɑ:a s:s t:t ɐ:·
A	0.785	fault	volts		fɒlt	vɔlt	f:v ɒ:ɔ l:l t:t
A	0.785	truck	traque		tɹʌk	tʁak	t:t ɹ:ɹ ʌ:a k:k
A	0.785	truck	track		tɹʌk	tʁak	t:t ɹ:ɹ ʌ:a k:k
A	0.785	mode	me ode	multiword	məʊd	məɔd	m:m ə:ə ʊ:ɔ d:d
A	0.785	id	hait dits	multiword	aɪdiː	aidi	a:a ɪ:i d:d i:i
A	0.785	salt	soldes		sɒlt	sɔld	s:s ɒ:ɔ l:l t:d
A	0.785	salt	solde		sɒlt	sɔld	s:s ɒ:ɔ l:l t:d
A	0.785	load	le ode	multiword	ləʊd	ləɔd	l:l ə:ə ʊ:ɔ d:d
A	0.785	plot	plantes		plɒt	plɑ̃t	p:p l:l ɒ:ɑ̃ t:t
A	0.785	lane	lé haines	multiword	leɪn	leɛn	l:l e:e ɪ:ɛ n:n
A	0.785	crash	crache		kɹæʃ	kʁaʃ	k:k ɹ:ɹ æ:a ʃ:ʃ
A	0.785	ships	chips		ʃɪps	ʃips	ʃ:ʃ ɪ:i p:p s:s
A	0.785	surely	jolis		ʃɔːli	ʒɔli	ʃ:ʒ ɔ:ɔ l:l i:i
A	0.785	surely	joli		ʃɔːli	ʒɔli	ʃ:ʒ ɔ:ɔ l:l i:i
A	0.785	quit	couette		kwɪt	kwɛt	k:k w:w ɪ:ɛ t:t
A	0.785	loud	lacs ode	multiword	laʊd	laɔd	l:l a:a ʊ:ɔ d:d
A	0.785	semi	semis	cognate	sɛmi	səmi	s:s ɛ:ə m:m i:i
A	0.785	porn	bornes		pɔːn	bɔʁn	p:b ɔ:ɔ ·:ɹ n:n
A	0.785	mini	mie nient	multiword	mɪni	mini	m:m ɪ:i n:n i:i
A	0.785	boost	buste		buːst	byst	b:b u:y s:s t:t
A	0.785	crack	craque		kɹæk	kʁak	k:k ɹ:ɹ æ:a k:k
A	0.785	knife	naïfs		naɪf	naif	n:n a:a ɪ:i f:f
A	0.785	knife	naïf		naɪf	naif	n:n a:a ɪ:i f:f
A	0.785	rail	réels		ɹeɪl	ʁeɛl	ɹ:ɹ e:e ɪ:ɛ l:l
