count	en_chunk	fr_chunk	examples
2	sɪm	sɛn	simply~sain plie; simpler~simples
2	ɪmp	ɛnp	simply~sain plie; simpler~simples
2	sɪmp	sɛnp	simply~sain plie; simpler~simples
2	ɪmpl	ɛnpl	simply~sain plie; simpler~simples
2	ək	ɔk	monarch~mon oc; succeed~oxyde
2	læn	lɛn	landed~lin dites; landing~lin digne
2	lænd	lɛnd	landed~lin dites; landing~lin digne
2	ob	ɔb	wardrobe~vont robe; globe~globes
2	ʌm	ɑn	alumni~élan ni; trump~trempe
2	spɒ	spɔ	sponsored~spots aide; spot~spots
2	ʌnd	ɑnd	wonder~van des; stunned~stands
2	eʒ	eʒ	regime~régimes; regime~régime
2	ɹeʒ	ɹeʒ	regime~régimes; regime~régime
2	eʒi	eʒi	regime~régimes; regime~régime
2	ʒim	ʒim	regime~régimes; regime~régime
2	ɹeʒi	ɹeʒi	regime~régimes; regime~régime
2	eʒim	eʒim	regime~régimes; regime~régime
2	kəɹ	kɔɹ	correctly~corrects lies; correct~corrects
2	kəɹɛ	kɔɹɛ	correctly~corrects lies; correct~corrects
2	əɹɛk	ɔɹɛk	correctly~corrects lies; correct~corrects
2	ɪkli	ikli	technically~techniques lies; likely~laïques lies
2	tl	pl	separately~sep repli; shortly~chope lies
2	tli	pli	separately~sep repli; shortly~chope lies
2	mɛst	mɛst	semester~semestre; domestic~domestiques
2	zɔ	zɔ	exhaust~aigles ost; exhaust~exhorte
2	kspo	kspɔ	export~exporte; exports~exporte
2	del	del	daily~délits; daily~délit
2	eli	eli	daily~délits; daily~délit
2	deli	deli	daily~délits; daily~délit
2	os	os	gross~grosses; gross~grosse
2	ɹos	ɹos	gross~grosses; gross~grosse
2	ɡɹos	ɡɹos	gross~grosses; gross~grosse
2	pɹo	pɹo	prone~prône; pros~prose
2	fɹaz	fɹaz	fries~phrases; fries~phrase
2	sfɔɹ	sfɔɹ	transform~transforment; transform~transforme
2	im	ɛm	extreme~extrêmes; extreme~extrême
2	ɹim	ɹɛm	extreme~extrêmes; extreme~extrême
2	tɹim	tɹɛm	extreme~extrêmes; extreme~extrême
2	təl	tal	quarterly~quota lies; crystal~cristal
2	wɔtə	wɔta	quarterly~quota lies; quarters~quotas
2	tɹ	pɹ	extreme~expriment; countries~comprises
2	beɪ	beɪ	babies~baby; babe~baby
2	beɪb	beɪb	babies~baby; babe~baby
2	stl	stl	lastly~list lies; firstly~faste lies
2	stli	stli	lastly~list lies; firstly~faste lies
2	laɪ	lai	likely~laïques lies; like~laïques
2	aɪk	aik	likely~laïques lies; like~laïques
2	laɪk	laik	likely~laïques lies; like~laïques
2	dʒɪ	dʒi	engine~haines gin; gin~jean
2	ʒɪn	ʒin	engine~haines gin; gin~jean
2	dʒɪn	dʒin	engine~haines gin; gin~jean
2	nɛk	nɛk	connect~connecte; connects~connexes
2	kənɛ	kɔnɛ	connect~connecte; connects~connexes
2	ənɛk	ɔnɛk	connect~connecte; connects~connexes
2	kɹɪt	kɹit	critique~critiques; critique~critiquent
2	ɹɪti	ɹiti	critique~critiques; critique~critiquent
2	ɪtik	itik	critique~critiques; critique~critiquent
2	ot	ɔt	protest~proteste; protests~proteste
2	pɹo	pɹɔ	protest~proteste; protests~proteste
2	ɹot	ɹɔt	protest~proteste; protests~proteste
2	otɛ	ɔtɛ	protest~proteste; protests~proteste
2	pɹot	pɹɔt	protest~proteste; protests~proteste
2	ɹotɛ	ɹɔtɛ	protest~proteste; protests~proteste
2	otɛs	ɔtɛs	protest~proteste; protests~proteste
2	ɛdʒ	ɛdʒ	legends~laide genèse; edges~haie jazz
2	ɒnt	ɔnt	context~contextes; context~contexte
2	kɒnt	kɔnt	context~contextes; context~contexte
2	ɒntɛ	ɔntɛ	context~contextes; context~contexte
2	ntɛk	ntɛk	context~contextes; context~contexte
2	ɔmə	ɔma	normally~nomma lies; normally~anomalies
2	məl	mal	normally~nomma lies; normally~anomalies
2	nɔmə	nɔma	normally~nomma lies; normally~anomalies
2	ɔməl	ɔmal	normally~nomma lies; normally~anomalies
2	məli	mali	normally~nomma lies; normally~anomalies
2	əd	əd	melody~mie ledit; remedy~raies ledit
2	ədi	ədi	melody~mie ledit; remedy~raies ledit
2	fɜ	fa	firstly~faste lies; first~faste
2	fɜs	fas	firstly~faste lies; first~faste
2	fɜst	fast	firstly~faste lies; first~faste
2	tam	tam	time~tam; meantime~mina tam
2	dan	dan	down~dan; down~damne
2	ʃoz	ʃoz	shows~choses; shows~chose
2	od	od	showed~chaudes; showed~chaude
2	ʃod	ʃod	showed~chaudes; showed~chaude
2	ɹas	ɹas	rice~races; rice~race
2	bak	bak	bike~bacs; bike~bac
2	ot	ot	coat~côtes; coat~côte
2	kot	kot	coat~côtes; coat~côte
2	pap	pap	pipe~papes; pipe~pape
2	pal	pal	pile~pâle; pile~pal
2	pan	pan	pine~pannes; pine~panne
2	ɐp	ep	approve~éprouvent; approve~éprouve
2	ɐpɹ	epɹ	approve~éprouvent; approve~éprouve
2	ɐpɹu	epɹu	approve~éprouvent; approve~éprouve
2	tol	tol	toll~tôle; toll~taule
2	baz	baz	buys~bases; buys~base
2	kaz	kaz	cows~cases; cows~case
2	om	om	dome~dôme; genome~gin dôme
2	lam	lam	lime~lames; lime~lame
2	van	van	vine~vannes; vine~vanne
2	vaz	vaz	vows~vases; vows~vase
2	ɔɹɪ	ɔɹe	exploring~exploré; exploring~explorer
2	lɔɹɪ	lɔɹe	exploring~exploré; exploring~explorer
2	læ	lɑ̃	gladly~glande lies; glad~glandes
2	æd	ɑ̃d	gladly~glande lies; glad~glandes
2	ɡlæ	ɡlɑ̃	gladly~glande lies; glad~glandes
2	læd	lɑ̃d	gladly~glande lies; glad~glandes
2	ɡlæd	ɡlɑ̃d	gladly~glande lies; glad~glandes
2	idʒ	idʒ	region~rient gin; legion~lies gin
2	lid	lid	legion~lies gin; leaders~lies dises
2	nsɛs	nsɛs	princess~princesses; princess~princesse
2	ɡɛt	ɡɛt	gets~guet anses; get~ghetto
2	laɪv	laɪv	lives~live; alive~live
2	klin	klin	clean~incline; cleaning~cliniques
2	ɹin	ɹin	marine~marines; greens~green
2	tɹɛn	tɹɛn	trend~traînent; trend~traîne
2	ɹe	ɹə	rarely~relis; rarely~relie
2	ɛktɹ	ɛktɹ	spectrum~spectre; electric~électriques
2	ɛlt	ɛlt	dealt~delta; shelter~celtes
2	ɡɹiz	ɡɹiz	agrees~grises; agrees~grise
2	nɛs	nɛs	nest~naissante; necessary~naissant ceci
2	ʊk	ʊk	brooks~books; booked~books
2	əz	əz	possess~pesait; possession~pesait zen
2	pəz	pəz	possess~pesait; possession~pesait zen
2	əzɛ	əzɛ	possess~pesait; possession~pesait zen
2	pəzɛ	pəzɛ	possess~pesait; possession~pesait zen
2	fis	fis	feast~fiston; feast~fils
2	ɔti	ɔti	naughty~notices; naughty~notice
2	nɔti	nɔti	naughty~notices; naughty~notice
2	ɪsɛ	əsɛ	reset~recettes; reset~recette
2	ɹɪsɛ	ɹəsɛ	reset~recettes; reset~recette
2	ɪsɛt	əsɛt	reset~recettes; reset~recette
2	əsi	asi	perceive~passive; pharmacy~pharmacies
2	id	ib	pleaded~pli bide; needed~nient bide
2	dɪ	bi	pleaded~pli bide; needed~nient bide
2	idɪ	ibi	pleaded~pli bide; needed~nient bide
2	dɪd	bid	pleaded~pli bide; needed~nient bide
2	idɪd	ibid	pleaded~pli bide; needed~nient bide
2	aɪv	aiv	drive~drap ive; five~fat ive
2	sɛv	sɛv	seven~sève haines; seventeen~sève cantine
2	vən	vɛn	seven~sève haines; even~ive haines
2	ɪɡ	iɡ	degree~dits gris; dig~digue
2	dɪɡ	diɡ	degree~dits gris; dig~digue
2	mɪks	miks	mixed~mixtes; mixed~mixte
2	ɪkst	ikst	mixed~mixtes; mixed~mixte
2	ɔʃ	ɔʃ	portion~poches haines; caution~cochonne
2	ɛsə	ɛsɛ	lesson~laisses haines; vessel~vaisselle
2	ik	iɡ	recall~rigoles; recall~rigole
2	kɔ	ɡɔ	recall~rigoles; recall~rigole
2	ɹik	ɹiɡ	recall~rigoles; recall~rigole
2	ikɔ	iɡɔ	recall~rigoles; recall~rigole
2	kɔl	ɡɔl	recall~rigoles; recall~rigole
2	ɹikɔ	ɹiɡɔ	recall~rigoles; recall~rigole
2	ikɔl	iɡɔl	recall~rigoles; recall~rigole
2	kwə	kwɛ	awkward~oc oued; quote~couette
2	itə	itɛ	beaten~bit haines; eaten~hit haines
2	itən	itɛn	beaten~bit haines; eaten~hit haines
2	æksi	aksi	taxi~taxis; vaccine~vacciner
2	ɪki	iki	tricky~tri qui; mickey~mie qui
2	ɪski	iski	risky~rient skis; whiskey~whisky
2	inɪ	ini	scenic~cynique; cleaning~cliniques
2	lus	lyz	exclusively~exclusives lies; exclusive~exclusives
2	usɪ	yzi	exclusively~exclusives lies; exclusive~exclusives
2	sɪv	ziv	exclusively~exclusives lies; exclusive~exclusives
2	ɪvl	ivl	exclusively~exclusives lies; collectively~collectives lies
2	klus	klyz	exclusively~exclusives lies; exclusive~exclusives
2	lusɪ	lyzi	exclusively~exclusives lies; exclusive~exclusives
2	usɪv	yziv	exclusively~exclusives lies; exclusive~exclusives
2	ɪvli	ivli	exclusively~exclusives lies; collectively~collectives lies
2	iɡə	iɡa	legally~ligues allie; legal~lies gal
2	liɡə	liɡa	legally~ligues allie; legal~lies gal
2	iɡəl	iɡal	legally~ligues allie; legal~lies gal
2	ənt	ɑnt	pleasant~plaisante; seventeen~sève cantine
2	ɔd	oz	explored~explosent; explored~explose
2	lɔd	loz	explored~explosent; explored~explose
2	plɔd	ploz	explored~explosent; explored~explose
2	eɪ	ee	lady~lé édit; shady~chez édit
2	ɪd	ed	lady~lé édit; shady~chez édit
2	eɪd	eed	lady~lé édit; shady~chez édit
2	ɪdi	edi	lady~lé édit; shady~chez édit
2	eɪdi	eedi	lady~lé édit; shady~chez édit
2	tɐ	ta	quarter~quotas; quarter~quota
2	ɔtɐ	ɔta	quarter~quotas; quarter~quota
2	wɔtɐ	wɔta	quarter~quotas; quarter~quota
2	ɐf	af	affect~affectent; affect~affecte
2	ɐfɛ	afɛ	affect~affectent; affect~affecte
2	ɐfɛk	afɛk	affect~affectent; affect~affecte
2	mɒɹ	mɔɹ	moral~morales; moral~morale
2	mɒɹə	mɔɹa	moral~morales; moral~morale
2	ʌp	ip	corrupt~crypte; puppy~pipi
2	ɡən	ɡan	organ~organes; organ~organe
2	mən	man	lemon~lez manne; gentlemen~gentleman
2	ksid	ksid	exceed~oxyde; succeed~oxyde
2	zin	zin	cuisine~cousine; magazine~magazines
2	æp	ip	strap~strip; slap~slip
2	mplɛ	nplɛ	complex~complexes; complex~complexe
2	plɛk	plɛk	complex~complexes; complex~complexe
2	æd	id	daddy~dits dis; brad~bride
2	ɹist	ɹist	priest~tristes; freestyle~cristal
2	kstɛ	kstɛ	extension~externes haines; extend~externes
2	ɪnfɔ	ɛnfɔ	inform~informe; informal~informel
2	nsɛk	nsɛk	insect~insectes; insect~insecte
2	kɹis	kɹis	increased~christ; decreased~christ
2	ɹisd	ɹist	increased~christ; decreased~christ
2	tin	tin	routinely~routine; seventeen~sève cantine
2	it	ip	pt~pipi; sheets~chips
2	ti	pi	pt~pipi; eighteen~épines
2	ɹes	ɹis	traced~tristes; traced~triste
2	est	ist	traced~tristes; traced~triste
2	tɹes	tɹis	traced~tristes; traced~triste
2	ɹest	ɹist	traced~tristes; traced~triste
2	in	im	meany~mimi; meany~mimis
2	ni	mi	meany~mimi; meany~mimis
2	min	mim	meany~mimi; meany~mimis
2	ini	imi	meany~mimi; meany~mimis
2	mini	mimi	meany~mimi; meany~mimis
2	mɪ	mj	premier~premières; premier~première
2	ɪɐ	jɛ	premier~premières; premier~première
2	pɹɛ	pɹə	premier~premières; premier~première
2	ɛmɪ	əmj	premier~premières; premier~première
2	mɪɐ	mjɛ	premier~premières; premier~première
2	pɹɛm	pɹəm	premier~premières; premier~première
2	ɹɛmɪ	ɹəmj	premier~premières; premier~première
2	ɛmɪɐ	əmjɛ	premier~premières; premier~première
2	klɑs	klas	class~classes; class~classe
2	fɑs	fas	fast~faste; faster~faste
2	fɑst	fast	fast~faste; faster~faste
2	ɡlɑs	ɡlas	glass~glaces; glass~glace
2	fɒ	fa	fox~fax; foster~faste
2	lɒt	lat	plot~plates; plot~plate
2	plɒt	plat	plot~plates; plot~plate
2	vɑs	vas	vast~vastes; vast~vaste
2	vɑst	vast	vast~vastes; vast~vaste
2	klɒ	kla	clock~claques; clock~claque
2	klɒk	klak	clock~claques; clock~claque
2	ɒst	ast	foster~faste; cost~caste
2	mɑsk	mask	mask~masques; mask~masque
2	sɒk	sak	socks~saxe; sox~saxe
2	sɒks	saks	socks~saxe; sox~saxe
2	lɑk	lak	clerk~claques; clerk~claque
2	klɑk	klak	clerk~claques; clerk~claque
2	ɑmɛ	amɛ	amen~amènent; amen~amène
2	ɑmɛn	amɛn	amen~amènent; amen~amène
2	mɒs	mas	mosque~masques; mosque~masque
2	ɒsk	ask	mosque~masques; mosque~masque
2	mɒsk	mask	mosque~masques; mosque~masque
2	tɑd	tad	starred~stades; starred~stade
2	stɑd	stad	starred~stades; starred~stade
2	bɒn	ban	bonnie~bannis; bonnie~banni
2	ɒni	ani	bonnie~bannis; bonnie~banni
2	bɒni	bani	bonnie~bannis; bonnie~banni
2	sb	sb	lesbian~lesbiennes; lesbian~lesbienne
2	bi	bj	lesbian~lesbiennes; lesbian~lesbienne
2	iə	jɛ	lesbian~lesbiennes; lesbian~lesbienne
2	ɛsb	ɛsb	lesbian~lesbiennes; lesbian~lesbienne
2	sbi	sbj	lesbian~lesbiennes; lesbian~lesbienne
2	biə	bjɛ	lesbian~lesbiennes; lesbian~lesbienne
2	iən	jɛn	lesbian~lesbiennes; lesbian~lesbienne
2	lɛsb	lɛsb	lesbian~lesbiennes; lesbian~lesbienne
2	ɛsbi	ɛsbj	lesbian~lesbiennes; lesbian~lesbienne
2	sbiə	sbjɛ	lesbian~lesbiennes; lesbian~lesbienne
2	biən	bjɛn	lesbian~lesbiennes; lesbian~lesbienne
2	ɡi	ɡi	gear~gui; gears~guise
2	æs	ɛs	aspect~respectent; aspect~respecte
2	æsp	ɛsp	aspect~respectent; aspect~respecte
2	æspɛ	ɛspɛ	aspect~respectent; aspect~respecte
2	diz	diz	diesel~dises houle; diesel~disons
2	tɪl	til	still~styles; still~style
2	stɪl	stil	still~styles; still~style
2	bɒ	bɑ̃	body~bandits; body~bandit
2	ɒd	ɑ̃d	body~bandits; body~bandit
2	bɒd	bɑ̃d	body~bandits; body~bandit
2	ɒdi	ɑ̃di	body~bandits; body~bandit
2	bɒdi	bɑ̃di	body~bandits; body~bandit
2	sɪks	sɛks	six~sexes; six~sexe
2	lɪst	list	list~listes; list~liste
2	ɪlm	ilm	film~films; film~filme
2	fɪlm	film	film~films; film~filme
2	kə	kə	code~que ode; coke~que oc
2	kəʊ	kəɔ	code~que ode; coke~que oc
2	kɹɒ	kɹa	cross~crasse; crops~crasse
2	wɜ	wɛ	worst~ouest; word~oued
2	ɜs	ɛs	worst~ouest; curse~caisses
2	ʊli	ɔli	fully~folies; fully~folie
2	fʊli	fɔli	fully~folies; fully~folie
2	ʌɡ	aɡ	drug~drague; bug~bagues
2	lɪk	lik	click~clique; click~clic
2	klɪk	klik	click~clique; click~clic
2	uf	uv	proof~prouvent; proof~prouve
2	ɹuf	ɹuv	proof~prouvent; proof~prouve
2	pɹuf	pɹuv	proof~prouvent; proof~prouve
2	ɪdi	idi	id~hait dits; midi~midis
2	lt	ld	salt~soldes; salt~solde
2	ɒlt	ɔld	salt~soldes; salt~solde
2	sɒlt	sɔld	salt~soldes; salt~solde
2	lɒ	lɑ̃	plot~plantes; lot~lente
2	lɒt	lɑ̃t	plot~plantes; lot~lente
2	ʃɔ	ʒɔ	surely~jolis; surely~joli
2	ʃɔl	ʒɔl	surely~jolis; surely~joli
2	ʃɔli	ʒɔli	surely~jolis; surely~joli
2	us	ys	boost~buste; goose~gus
2	naɪ	nai	knife~naïfs; knife~naïf
2	naɪf	naif	knife~naïfs; knife~naïf
2	bʌ	bo	buddy~baux dits; bum~baume
2	sʌk	sak	sucks~saxe; suck~sacs
2	ʌks	aks	sucks~saxe; fucks~fax
2	ɹɔ	ɹɔ̃	fraud~fronde; red raw~resteront
2	æd	ed	daddy~dédie; mad in~médecine
2	ɹæl	ɹal	rally~rallye; ought rally~australie
2	ɹæli	ɹali	rally~rallye; ought rally~australie
2	ʃeɪ	ʃei	shake~chez hic; shave~chez ive
2	ɹæp	ɹap	trap~trappes; trap~trappe
2	tɹæp	tɹap	trap~trappes; trap~trappe
2	pækt	pakt	packed~pacte; pact~pacte
2	lɪp	lip	clip~clips; flip~flippe
2	bɹɪk	bɹik	brick~briques; brick~brique
2	pɪst	pist	pissed~pistes; pissed~piste
2	kɹʌ	kɹa	crush~crash; crush~crache
2	ɹʌʃ	ɹaʃ	crush~crash; crush~crache
2	kɹʌʃ	kɹaʃ	crush~crash; crush~crache
2	sit	sid	ct~sidi; seat~cid
2	ʃɪk	ʃɛk	chick~tchèques; chick~tchèque
2	tʃɪk	tʃɛk	chick~tchèques; chick~tchèque
2	ɡɪ	ɡi	guinea~gui nient; guild~guilde
2	pʌ	pa	puppy~papy; puppy~papi
2	pʌp	pap	puppy~papy; puppy~papi
2	ʌpi	api	puppy~papy; puppy~papi
2	pʌpi	papi	puppy~papy; puppy~papi
2	deɪ	deɛ	dale~dl; dame~dm
2	kɜ	kɛ	skirt~skate; curse~caisses
2	fi	fɛ	sphere~sphères; sphere~sphère
2	sfi	sfɛ	sphere~sphères; sphere~sphère
2	fʌk	fak	fucks~fax; fuck~fac
2	bʌn	ban	bunny~bannis; bunny~banni
2	bʌni	bani	bunny~bannis; bunny~banni
2	ɹid	ɹit	freed~frites; freed~frite
2	fɹid	fɹit	freed~frites; freed~frite
2	mɛɹ	meɹ	merry~mairies; merry~mairie
2	ɛɹi	eɹi	merry~mairies; merry~mairie
2	mɛɹi	meɹi	merry~mairies; merry~mairie
2	ʌɹ	eɹ	surrey~séries; surrey~série
2	sʌɹ	seɹ	surrey~séries; surrey~série
2	ʌɹi	eɹi	surrey~séries; surrey~série
2	sʌɹi	seɹi	surrey~séries; surrey~série
2	dɐ	di	cedar~sidi; under~hindi
2	ɹæb	ɹab	crab~crabes; crab~crabe
2	kɹæb	kɹab	crab~crabes; crab~crabe
2	ʌd	ad	stud~stades; stud~stade
2	tʌd	tad	stud~stades; stud~stade
2	stʌd	stad	stud~stades; stud~stade
2	flɔd	flɔt	flawed~flottes; flawed~flotte
2	æpt	apt	capped~capte; apt~aptes
2	pʌ	pə	putty~petit; putty~petits
2	ʌt	ət	putty~petit; putty~petits
2	pʌt	pət	putty~petit; putty~petits
2	ʌti	əti	putty~petit; putty~petits
2	pʌti	pəti	putty~petit; putty~petits
2	ɹez	ɹed	crazy~crédits; crazy~crédit
2	kɹez	kɹed	crazy~crédits; crazy~crédit
2	ɹezi	ɹedi	crazy~crédits; crazy~crédit
2	kip	kip	keep~équipes; keep~équipe
2	jɛt	jɛt	yet~miettes; yet~diète
2	fud	fud	food~foudres; food~foudre
2	tɔm	tɔm	storm~tomes; storm~tome
2	dɔ	do	doors~doses; doors~dose
2	dɔz	doz	doors~doses; doors~dose
2	wɛt	wɛt	wet~couette; wet~chouettes
2	swe	swɛ	swear~souhaits; swear~souhait
2	fɔt	fɔt	fought~photos; fought~photo
2	ʃɛl	ʃɛl	shell~échelles; shell~échelle
2	ɹɛp	ɹɛp	rep~crêpes; rep~crêpe
2	ʒɛt	ʒɛt	jet~jettent; jet~jette
2	pɔk	pɔk	pork~époques; pork~époque
2	tip	tip	steep~types; steep~type
2	ʒɔ	ʒɔ	jaw~jobs; jaw~job
2	dʒɔ	dʒɔ	jaw~jobs; jaw~job
2	kɒf	kɔf	cough~coffres; cough~coffre
2	ʃɔz	ʃoz	shores~choses; shores~chose
2	sɪ	se	city~séries; selective~sélective
2	bɒk	bɔk	box~boxe; boxer~boxe
2	ɒks	ɔks	box~boxe; boxer~boxe
2	bɒks	bɔks	box~boxe; boxer~boxe
2	ɒt	ɔt	spot~spots; exotic~exotiques
2	ʌk	ɔk	stuck~stocks; bucks~boxe
2	la	lə	flower~flow; flour~flow
2	aʊ	əʊ	flower~flow; flour~flow
2	fla	flə	flower~flow; flour~flow
2	laʊ	ləʊ	flower~flow; flour~flow
2	flaʊ	fləʊ	flower~flow; flour~flow
2	ko	ka	corp~carpe; coach~catch
2	ʌk	ɛk	chuck~tchèques; sucked~sectes
2	æk	ɛk	stack~steaks; sacked~sectes
2	stɔ	stɛ	stalk~steaks; stalk~steak
2	stɔk	stɛk	stalk~steaks; stalk~steak
2	ʌt	it	putty~pythie; putty~pythies
2	pʌt	pit	putty~pythie; putty~pythies
2	ʌti	iti	putty~pythie; putty~pythies
2	pʌti	piti	putty~pythie; putty~pythies
2	sɛkt	sɛks	sect~sexe; sect~sexes
2	ks	kt	sex~sectes; sex~secte
2	ɛks	ɛkt	sex~sectes; sex~secte
2	sɛks	sɛkt	sex~sectes; sex~secte
2	na	nɑ	pronounced~prenantes; pronounce~prenant
2	ɹən	ɹən	pronounced~prenantes; pronounce~prenant
2	əna	ənɑ	pronounced~prenantes; pronounce~prenant
2	nan	nɑn	pronounced~prenantes; pronounce~prenant
2	pɹən	pɹən	pronounced~prenantes; pronounce~prenant
2	ɹəna	ɹənɑ	pronounced~prenantes; pronounce~prenant
2	ənan	ənɑn	pronounced~prenantes; pronounce~prenant
2	dɪst	dist	district~districts; distract~districts
2	ɪstɹ	istɹ	district~districts; distract~districts
2	ɹɪst	ɹist	terrorist~terroristes; crystal~cristal
2	dɹi	tɹi	laundry~loterie; cooed rhea~country
2	ænɪ	ani	manifest~manifestent; organic~organiques
2	vɛ	zɛ	vest~zestes; vest~zeste
2	vɛs	zɛs	vest~zestes; vest~zeste
2	vɛst	zɛst	vest~zestes; vest~zeste
2	zɛ	vɛ	zest~veste; zest~vestes
2	zɛs	vɛs	zest~veste; zest~vestes
2	zɛst	vɛst	zest~veste; zest~vestes
2	ut	up	scoot~scoop; scoot~scoops
2	kut	kup	scoot~scoop; scoot~scoops
2	skut	skup	scoot~scoop; scoot~scoops
2	kup	kut	scoop~scouts; scoop~scout
2	skup	skut	scoop~scouts; scoop~scout
2	ɪlɛ	elɛ	electric~électriques; selective~sélective
2	ɪlɛk	elɛk	electric~électriques; selective~sélective
2	ktɹɪ	ktɹi	electric~électriques; doctrine~doctrines
2	klos	kloz	close~closes; closer~closes
2	led	lɛd	played~plaide; blade~bled
2	bɹe	bɹi	break~briques; brake~briques
2	ɹek	ɹik	break~briques; brake~briques
2	bɹek	bɹik	break~briques; brake~briques
2	wes	wɛs	waste~ouest; waist~ouest
2	est	ɛst	waste~ouest; waist~ouest
2	west	wɛst	waste~ouest; waist~ouest
2	len	lɛn	plane~pleines; plain~pleines
2	plen	plɛn	plane~pleines; plain~pleines
2	ok	ɔk	folks~fox; stoke~stocks
2	ɹaz	ɹas	tries~traces; cries~crasse
2	ev	ɛv	brave~brèves; grave~grèves
2	ɹev	ɹɛv	brave~brèves; grave~grèves
2	fɹe	fɹi	phrase~frise; freight~frites
2	ɡɹe	ɡɹi	grain~green; grape~grippe
2	ste	stɛ	stake~steaks; steak~steaks
2	stek	stɛk	stake~steaks; steak~steaks
2	ep	ip	shapes~chips; grape~grippe
2	si	zi	proceed~président; receipt arse~résistance
2	ɹænd	ɹɑnd	grand~grandes; randy~rendit
2	ænt	ɑnt	plant~plantes; antique~antiques
2	æk	ik	distract~districts; it attack~esthétique
2	ŋɡ	ŋɡ	angle~single; singles~single
2	ɡə	ɡə	angle~single; singles~single
2	ŋɡə	ŋɡə	angle~single; singles~single
2	ɡəl	ɡəl	angle~single; singles~single
2	ŋɡəl	ŋɡəl	angle~single; singles~single
2	pɔtə	pɔta	portal~potable; portable~potable
2	aə	aɪ	hours~eyes; ours~eyes
2	əz	ɪz	hours~eyes; ours~eyes
2	aəz	aɪz	hours~eyes; ours~eyes
2	ple	pla	place~places; plate~plates
2	ok	ak	broke~braque; joke~jack
2	ad	an	crowd~crânes; cried~crânes
2	ɹad	ɹan	crowd~crânes; cried~crânes
2	kɹad	kɹan	crowd~crânes; cried~crânes
2	la	lo	cloud~claude; clown~clones
2	kla	klo	cloud~claude; clown~clones
2	ʊz	uz	blows~blues; those~douze
2	ɔtɹ	ɔtɹ	portrait~poterie; portrayed~poterie
2	pɔtɹ	pɔtɹ	portrait~poterie; portrayed~poterie
2	ɔtɹe	ɔtɹi	portrait~poterie; portrayed~poterie
2	ɡɒ	ɡa	got~gate; gosh~gâche
2	ʃɒ	ʃa	shot~chatte; shock~chaque
2	ɑz	az	cars~cases; bars~bases
2	ɑɹ	aɹ	armor~armes; rs~paresse
2	ɹivɪ	ɹivi	previous~privilèges; previously~privilégie
2	kʊd	kɔd	could~codes; could~code
2	kʌm	kam	come~came; cum~came
2	dʌ	do	does~doses; dumb~dôme
2	pʊ	pɔ	put~potes; push~poches
2	dʌn	dan	done~dan; done~damne
2	tɜ	tɔ	turn~tonnes; term~tomes
2	ɜn	ɔn	turn~tonnes; burn~bonnes
2	dɛ	dɛ̃	dead~dinde; dead~dindes
2	dɛd	dɛ̃d	dead~dinde; dead~dindes
2	ɒm	om	mom~mômes; bomb~baume
2	dæ	da	damn~dames; dam~dames
2	dæm	dam	damn~dames; dam~dames
2	ɜs	ɔs	nurse~noces; accursed em~écosystème
2	mɪl	mil	mill~milles; mil~milles
2	tɪɹ	tiɹ	tear~tirs; tier~tirs
2	sæ	sa	sack~sacs; sac~sacs
2	sæk	sak	sack~sacs; sac~sacs
2	fɔt	fɔ̃t	fought~fonte; fought~fontes
2	mɛt	mɛ̃t	met~mainte; met~maintes
2	ʃw	ʃw	schwa~chouan; schwa~chouans
2	wɑ	wɑ̃	schwa~chouan; schwa~chouans
2	ʃwɑ	ʃwɑ̃	schwa~chouan; schwa~chouans
2	sɔd	sɔt	sawed~sotte; sawed~sottes
2	pɛt	bɛt	pet~bette; pet~bettes
2	fi	vi	feat~vite; feet~vite
2	fit	vit	feat~vite; feet~vite
2	pis	piz	piece~pise; peace~pise
2	sud	sut	sued~soutes; sued~soute
2	pɛn	bɛn	pen~bennes; pen~benne
2	sis	siz	cease~sise; cease~sises
2	fla	fla	flowers~flash; flies~flash
2	ʒɒ	ʒa	jobs~jazz; johns~jazz
2	dʒɒ	dʒa	jobs~jazz; johns~jazz
2	ɡɛ	kɛ	get your~question; get your~questions
2	ɔɹɪk	ɔɹik	eat auric~historique; eat auric~historiques
2	tiv	tiv	fit evil~festival; fit evil~festivals
2	ivə	iva	fit evil~festival; fit evil~festivals
2	tivə	tiva	fit evil~festival; fit evil~festivals
2	ivəl	ival	fit evil~festival; fit evil~festivals
2	dɑs	tɑ̃s	deed arse~distance; deed arse~distances
2	ɹɪm	ɹɛm	irked rim~extrême; irked rim~extrêmes
2	tɹɪm	tɹɛm	irked rim~extrême; irked rim~extrêmes
2	stɑt	stat	started eek~statistiques; started eek~statistique
2	tɑtɪ	tati	started eek~statistiques; started eek~statistique
2	di	ti	started eek~statistiques; started eek~statistique
2	dik	tik	started eek~statistiques; started eek~statistique
2	dɪs	dɛs	discreet your~description; discreet your~descriptions
2	ɪsk	ɛsk	discreet your~description; discreet your~descriptions
2	dɪsk	dɛsk	discreet your~description; discreet your~descriptions
2	ɪskɹ	ɛskɹ	discreet your~description; discreet your~descriptions
2	tj	sj	discreet your~description; discreet your~descriptions
2	tjɔ	sjɔ̃	discreet your~description; discreet your~descriptions
2	sɔ	zɔ	frisson ya~prisonniers; frisson ya~prisonnier
