en	fr	pair_score	passages	best_subchain_quality	mean_subchain_quality	min_hops	density_score	example
commentary	commis tri fr:commun tri		4	0.96	0.9563	3	3.83	~ en:chemistry ≈ fr:commis tri fr:commun tri ≈ en:commentary
prisoners	prison aise	0.943	4	0.958	0.958	3	3.83	en:frisson ya ≈ fr:prisonniers ~ en:prisoners ≈ fr:prison aise
was	osent	0.91	4	0.958	0.9575	2	3.83	≈ en:been ~ en:was ≈ fr:osent
talky	toquer	0.97	4	0.958	0.958	2	3.83	en:talkie ~ en:talky ≈ fr:toquer
talkie	toquer	0.97	4	0.958	0.958	2	3.83	en:talky ~ en:talkie ≈ fr:toquer
reseal en:resell	ries elle		4	0.957	0.9565	3	3.83	~ fr:ries il ≈ en:reseal en:resell ≈ fr:ries elle
cork	coques	1.0	4	0.981	0.956	2	3.82	en:cork ≈ fr:coques ~ fr:coque
cork	coque	1.0	4	0.981	0.956	2	3.82	en:cork ≈ fr:coque ~ fr:coques
fork	phoque	1.0	4	0.97	0.955	2	3.82	en:forked ~ en:fork ≈ fr:phoque
confess	con fesses	0.96	4	0.969	0.9542	2	3.82	en:fess ≈ fr:fesses ~ fr:con fesses ≈ en:confess
seat em	systèmes	0.96	4	0.972	0.953	3	3.81	~ fr:site en:seat ~ en:seat em ≈ fr:systèmes
messes	mais aise	0.952	4	0.962	0.9525	3	3.81	en:mess ≈ fr:messes ~ en:messes ≈ fr:mais aise
daughters	dont aise	0.952	4	0.956	0.9532	2	3.81	en:daughters ≈ fr:dont aise ~ fr:pas aise
duchess	dit chaise	0.94	4	0.956	0.9522	2	3.81	en:duchess ≈ fr:dit chaise ~ fr:sain dit chaise
amice	émises	0.915	4	0.955	0.9525	3	3.81	en:awed ≈ fr:odes ~ fr:émises ≈ en:amice
anatomy	hennit omis	0.949	4	0.954	0.9513	2	3.81	en:anatomy ≈ fr:hennit omis ~ fr:otan omis
booze	steppes fr:bouses		4	0.953	0.9522	3	3.81	~ en:steppe ≈ fr:steppes fr:bouses ≈ en:booze
from	tram	0.908	4	0.953	0.953	2	3.81	en:tram ~ fr:tram ≈ en:from
beak	biques	1.0	4	0.971	0.9505	2	3.8	en:beck ≈ fr:bec = en:beak ≈ fr:biques
dorky	toquer	0.94	4	0.962	0.95	2	3.8	en:dorky ≈ fr:toquer ~ fr:toquent
otic	attique	0.945	4	0.957	0.9503	2	3.8	en:otic ≈ fr:attique = en:attic
centaur	sain taux	0.956	4	0.953	0.9492	2	3.8	en:centaur ≈ fr:sain taux ~ fr:main taux
controversy	cognent revêtit	0.939	4	0.953	0.951	3	3.8	en:reprove ≈ fr:réprouve ~ fr:cognent revêtit ≈ en:controversy
disaster	dis acheter	0.926	4	0.952	0.95	3	3.8	en:aster ≈ fr:acheter ~ fr:dis acheter ≈ en:disaster
senses en:sensory	sain serez		4	0.952	0.951	3	3.8	~ fr:sain six ≈ en:senses en:sensory ≈ fr:sain serez
pleasing	plient in fr:plies in		4	0.951	0.9492	3	3.8	~ en:bleeding ≈ fr:plient in fr:plies in ≈ en:pleasing
ventures en:venture	feignent chez		4	0.951	0.9492	3	3.8	~ fr:feignent chaise ≈ en:ventures en:venture ≈ fr:feignent chez
centers en:centre	sain tes		4	0.95	0.95	3	3.8	~ fr:sain thèse ≈ en:centers en:centre ≈ fr:sain tes
when	haine	0.95	4	0.95	0.95	2	3.8	en:when ≈ fr:haine ~ fr:laids haine
ceremonies	sermon aise	0.947	4	0.957	0.9472	2	3.79	en:ceremonies ≈ fr:sermon aise ~ fr:sermon
autonomy	otan omis	0.94	4	0.954	0.9475	3	3.79	en:anatomy ≈ fr:hennit omis ~ fr:otan omis ≈ en:autonomy
interested	rincent aide fr:aident rincent aide		4	0.948	0.948	3	3.79	~ en:rested ≈ fr:rincent aide fr:aident rincent aide ≈ en:interested
meter	mirent	1.0	4	0.948	0.948	3	3.79	~ fr:méthode en:metered ~ en:meter ≈ fr:mirent
will	ils	0.917	4	0.952	0.9455	3	3.78	en:elders ≈ fr:elles aise ~ fr:ils ≈ en:will
brawl	prêle	0.911	4	0.949	0.945	3	3.78	en:prawn ≈ fr:prône ~ fr:prêle ≈ en:brawl
secretary	secret ri	0.97	4	0.949	0.9443	3	3.78	en:secretly ≈ fr:secret lis ~ fr:secret ri ≈ en:secretary
doormat eek	domestiques	0.94	4	0.946	0.9445	2	3.78	en:doormat eek ≈ fr:domestiques ~ fr:domestique
scripture	scrutent chez	0.912	4	0.944	0.944	3	3.78	~ en:lecture fr:liguent chez ~ fr:scrutent chez ≈ en:scripture
piece	pissent	1.0	4	0.944	0.944	3	3.78	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece
devoted	sont aide fr:devait aide		4	0.944	0.944	3	3.78	~ en:sorted ≈ fr:sont aide fr:devait aide ≈ en:devoted
looby	lubie	0.97	4	0.968	0.9427	2	3.77	en:looby ≈ fr:lubie ~ fr:aimez
branches	coud chaise fr:bradent chaise		4	0.946	0.9423	3	3.77	~ en:coaches ≈ fr:coud chaise fr:bradent chaise ≈ en:branches
converted	con vedette	0.926	4	0.944	0.9435	2	3.77	en:converted ≈ fr:con vedette ~ fr:faon est
piece en:pieces	pis aise		4	0.944	0.943	3	3.77	~ fr:pissent ≈ en:piece en:pieces ≈ fr:pis aise
frontier	frein tee	0.923	4	0.942	0.9417	2	3.77	en:frontier ≈ fr:frein tee ~ fr:tee
scattered	skient aide	0.94	4	0.943	0.9412	2	3.76	en:scattered ≈ fr:skient aide ~ fr:skie
attending en:attended	étain dites		4	0.942	0.9407	3	3.76	~ fr:étain digne ≈ en:attending en:attended ≈ fr:étain dites
bawdy	body	1.0	4	0.987	0.9383	2	3.75	en:bawdry ~ en:bawdy ≈ fr:body
sixteen	fixent in	0.95	4	0.957	0.9375	2	3.75	en:fifteen ~ en:sixteen ≈ fr:fixent in
concede	con cid	0.96	4	0.948	0.9367	2	3.75	en:concede ≈ fr:con cid ~ fr:met reg
joss	jazz	0.94	4	0.948	0.9385	3	3.75	en:prestigious ≈ fr:pressent jazz ~ fr:jazz ≈ en:joss
bussed	peste	0.933	4	0.947	0.9375	2	3.75	en:bussed ≈ fr:peste ~ fr:pendus
discovery	dis cabri	0.916	4	0.943	0.937	2	3.75	en:discovering ~ en:discovery ≈ fr:dis cabri
attended en:attending	étain digne		4	0.939	0.9385	3	3.75	~ fr:étain dites ≈ en:attended en:attending ≈ fr:étain digne
affected	commit aide fr:évoquent aide		4	0.938	0.938	3	3.75	= en:committed ≈ fr:commit aide fr:évoquent aide ≈ en:affected
controller	cognent relais	0.944	4	0.938	0.9378	2	3.75	en:controllers ~ en:controller ≈ fr:cognent relais
endive	haines ive	0.932	4	0.938	0.938	2	3.75	en:endive ≈ fr:haines ive ~ fr:haines
spleen	spleen	1.0	4	0.938	0.9363	2	3.75	en:spleen ≈ fr:spleen ~ fr:spleen aide
terrified	terrent aède	0.939	4	0.937	0.937	3	3.75	~ en:proceeding fr:près éden ~ fr:terrent aède ≈ en:terrified
messing	mais in	0.926	4	0.943	0.9355	3	3.74	en:mess ≈ fr:messes ~ en:messing ≈ fr:mais in
masses	mes aise	0.929	4	0.942	0.9345	3	3.74	en:mess ≈ fr:messes = en:masses ≈ fr:mes aise
these	dix	0.921	4	0.936	0.936	3	3.74	~ en:testis fr:taies dix ~ fr:dix ≈ en:these
see	sis	1.0	4	0.936	0.936	2	3.74	≈ en:seen ~ en:see ≈ fr:sis
anti	hindi	0.911	4	0.935	0.935	3	3.74	~ en:vicinity fr:vis hindi ~ fr:hindi ≈ en:anti
beak	bic	1.0	4	0.955	0.932	2	3.73	en:beck ≈ fr:bec = en:beak ≈ fr:bic
petit your	pétition	0.915	4	0.945	0.9322	2	3.73	en:petit your ≈ fr:pétition ~ fr:pétitions
performer	paient omis	0.919	4	0.941	0.9327	2	3.73	en:performer ≈ fr:paient omis ~ fr:otan omis
costly	cassent lis	0.98	4	0.932	0.9315	3	3.73	en:kindly ≈ fr:cannes lis ~ fr:cassent lis ≈ en:costly
investors en:investor	haines ester		4	0.931	0.9305	3	3.72	~ fr:nouées thèse ≈ en:investors en:investor ≈ fr:haines ester
senator	sain été	0.94	4	0.931	0.931	2	3.72	≈ en:senators ~ en:senator ≈ fr:sain été
promises	promis aise	0.945	4	0.931	0.9293	3	3.72	en:promoted ≈ fr:promet aide ~ fr:promis aise ≈ en:promises
set	cette	1.0	4	0.931	0.931	2	3.72	≈ en:setters ~ en:set ≈ fr:cette
decease en:deceit	décide		4	0.93	0.9298	3	3.72	~ fr:dis hisse ≈ en:decease en:deceit ≈ fr:décide
meaningful	man folle	0.907	4	0.934	0.9267	2	3.71	en:meaningful ≈ fr:man folle ~ fr:tords homme
edited en:editing	aidait in		4	0.93	0.9283	3	3.71	~ fr:aidait aide ≈ en:edited en:editing ≈ fr:aidait in
electron	liguent rhône	0.925	4	0.93	0.9275	2	3.71	en:electron ≈ fr:liguent rhône ~ fr:liguent serez
fee	fient	1.0	4	0.93	0.927	3	3.71	en:feeding ≈ fr:fient in ~ fr:fient ≈ en:fee
artiste en:artist	atteste		4	0.929	0.9287	3	3.71	~ fr:assiste ≈ en:artiste en:artist ≈ fr:atteste
thirteen en:fourteen	faut in		4	0.929	0.9273	3	3.71	~ fr:fait in ≈ en:thirteen en:fourteen ≈ fr:faut in
possibly	pas blé	0.923	4	0.936	0.9253	2	3.7	en:possibly ≈ fr:pas blé ~ fr:blé
busty	bas tee	0.952	4	0.933	0.9248	2	3.7	en:busty ≈ fr:bas tee ~ fr:ondes
receptor	ries opté	0.935	4	0.931	0.9245	2	3.7	en:receptor ≈ fr:ries opté ~ fr:sommets tes
these	disent	0.921	4	0.93	0.9255	3	3.7	en:conductor ≈ fr:con dictée ~ fr:disent ≈ en:these
preceding	pris éden	0.924	4	0.93	0.9255	2	3.7	en:preceded ~ en:preceding ≈ fr:pris éden
branding en:branded	prennent aide		4	0.926	0.9255	3	3.7	~ fr:brin digne ≈ en:branding en:branded ≈ fr:prennent aide
fit evil	festivals	0.926	4	0.926	0.924	2	3.7	en:festivals ~ fr:festivals ≈ en:fit evil
seasonal	saison elle	0.915	4	0.926	0.925	3	3.7	en:seventy ≈ fr:saison tee ~ fr:saison elle ≈ en:seasonal
evil	eiffel	0.911	4	0.922	0.922	3	3.69	~ fr:festival en:fit evil ~ en:evil ≈ fr:eiffel
protected en:protect	prêt acte		4	0.922	0.9218	3	3.69	~ fr:prêt excède ≈ en:protected en:protect ≈ fr:prêt acte
perspective	paix piquent ive	0.936	4	0.919	0.919	2	3.68	en:perspective ≈ fr:paix piquent ive ~ fr:paix ace
cleat	quid	0.92	4	0.919	0.919	2	3.68	en:quid ~ fr:quid ≈ en:cleat
easel	isole	0.97	4	0.964	0.9185	2	3.67	en:easel ≈ fr:isole ~ fr:insulaires
righteous	rat chasse	0.949	4	0.924	0.9178	2	3.67	en:righteous ≈ fr:rat chasse ~ en:rotten
laboratories	libérait reims	0.905	4	0.92	0.9187	2	3.67	en:laboratory ~ en:laboratories ≈ fr:libérait reims
fleam	flemme	0.94	4	0.917	0.917	2	3.67	≈ en:fleas ~ en:fleam ≈ fr:flemme
pattie	pâtit	0.97	4	0.947	0.914	2	3.66	en:pattie ≈ fr:pâtit ~ fr:chanvre
deciding	dis atteignent	0.913	4	0.921	0.916	2	3.66	en:deciding ≈ fr:dis atteignent ~ fr:disent
founding en:founded	fanent aide		4	0.916	0.9147	3	3.66	~ fr:fanent in ≈ en:founding en:founded ≈ fr:fanent aide
deed arse	distances	0.921	4	0.933	0.9135	2	3.65	en:deed irked ~ en:deed arse ≈ fr:distances
ranger	reines chez	0.918	4	0.925	0.913	2	3.65	en:ranger ≈ fr:reines chez ~ fr:fait reine
it olla	installé	0.901	4	0.911	0.911	4	3.64	≈ fr:cessent haine fr:haines solde ≈ en:installed = fr:installé ≈ en:it olla
manners meant	management	0.917	4	0.942	0.9055	2	3.62	en:manners meant ≈ fr:management ~ fr:gestion
losses en:loses	loues aise		4	0.91	0.9058	3	3.62	~ fr:las aise ≈ en:losses en:loses ≈ fr:loues aise
shit your	gestion	0.901	4	0.934	0.9022	2	3.61	en:shit your ≈ fr:gestion ~ fr:management
clique	cliquent aide fr:clic		4	0.905	0.8998	3	3.6	~ en:collected ≈ fr:cliquent aide fr:clic ≈ en:clique
boarders	bond aise	0.929	4	0.937	0.8895	2	3.56	en:boarder ~ en:boarders ≈ fr:bond aise
wracks	rixe	0.94	4	0.887	0.887	3	3.55	en:matrix ≈ fr:met rixe ~ fr:rixe ≈ en:wracks
painful	pain folle	0.932	4	0.885	0.8842	3	3.54	en:penguin ≈ fr:pain gouine ~ fr:pain folle ≈ en:painful
meetly	met lis	0.952	4	0.882	0.8795	2	3.52	≈ en:meet arras ~ en:meetly ≈ fr:met lis
enjoys	haines chose	0.918	4	0.878	0.877	2	3.51	en:enjoyed ~ en:enjoys ≈ fr:haines chose
jean	gin	1.0	3	0.994	0.994	4	2.98	en:gean ≈ fr:jean ~ en:jean ≈ fr:gin ~ fr:gins
coup	coupes	1.0	3	0.993	0.993	4	2.98	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupes ~ fr:coupe
crosse	cross	0.975	3	0.992	0.992	3	2.98	en:cross ≈ fr:crosse ~ en:crosse ≈ fr:cross
merry	faits rient fr:mets rient		3	0.988	0.988	3	2.96	~ en:ferry ≈ fr:faits rient fr:mets rient ≈ en:merry
peace	pisses	1.0	3	0.988	0.9867	3	2.96	en:piece ≈ fr:pisse ~ fr:pisses ≈ en:peace
gip	jeep	0.975	3	0.987	0.987	2	2.96	en:jeep ~ fr:jeep ≈ en:gip
stalk	stockes	1.0	3	0.997	0.9837	2	2.95	en:stalk ≈ fr:stockes ~ fr:stocks
boom	boumes	1.0	3	0.988	0.9837	3	2.95	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom
fetter	fêter	1.0	3	0.988	0.9843	2	2.95	en:fetter ≈ fr:fêter ~ fr:célébré
met	mettes	1.0	3	0.984	0.9827	2	2.95	en:met ≈ fr:mettes ~ fr:mette
moolah	moulé	1.0	3	0.984	0.9817	2	2.95	en:moolah ≈ fr:moulé ~ fr:chanvre
esteem	estiment	1.0	3	0.983	0.982	2	2.95	en:esteem ≈ fr:estiment ~ fr:émettant
enemy	ennemies	1.0	3	0.984	0.9803	2	2.94	en:enemy ≈ fr:ennemies ~ fr:ennemis
corps	cor	1.0	3	0.98	0.9793	2	2.94	en:corps ≈ fr:cor ~ fr:colorée
teller	télé	0.975	3	0.98	0.9787	2	2.94	en:teller ≈ fr:télé ~ fr:télévisions
flu	flou	1.0	3	0.984	0.9767	2	2.93	en:flu ≈ fr:flou ~ fr:pigé
sealer	scellé	0.97	3	0.98	0.9757	2	2.93	en:sealer ≈ fr:scellé ~ fr:scellés
benny	béni	0.975	3	0.979	0.977	2	2.93	en:benny ≈ fr:béni ~ fr:bénir
shoe	choute fr:choux		3	0.978	0.978	3	2.93	~ en:shoot ≈ fr:choute fr:choux ≈ en:shoe
dele	dealer	0.95	3	0.978	0.977	2	2.93	en:dealer ~ fr:dealer ≈ en:dele
retailer en:retailers	rient hélas		3	0.977	0.9757	3	2.93	~ fr:rient ailé ≈ en:retailer en:retailers ≈ fr:rient hélas
bean	bines	1.0	3	0.99	0.974	2	2.92	en:bean ≈ fr:bines ~ fr:gueux
bean	binent	1.0	3	0.987	0.9717	2	2.92	en:bean ≈ fr:binent ~ fr:bondir
titre	titi	0.945	3	0.982	0.9717	2	2.92	en:titi ~ fr:titi ≈ en:titre
creak	crique	1.0	3	0.98	0.9727	2	2.92	en:creak ≈ fr:crique ~ fr:crète
queen	couines	1.0	3	0.979	0.975	3	2.92	en:quin ≈ fr:couine ~ fr:couines ≈ en:queen
form	forme	1.0	3	0.977	0.9737	3	2.92	en:former ≈ fr:formes ~ fr:forme ≈ en:form
toot	toutes	1.0	3	0.994	0.9713	2	2.91	en:toot ≈ fr:toutes ~ fr:allen
seal	sil	1.0	3	0.983	0.9713	3	2.91	en:fork ≈ fr:phoques = en:seal ≈ fr:sil
seal	cils	1.0	3	0.983	0.9713	3	2.91	en:fork ≈ fr:phoques = en:seal ≈ fr:cils
due	doux	1.0	3	0.982	0.9713	2	2.91	en:due ≈ fr:doux ~ fr:doués
treader	traité	0.976	3	0.981	0.9693	2	2.91	en:treader ≈ fr:traité ~ fr:traités
retailers en:retailer	rient ailé		3	0.974	0.9703	3	2.91	~ fr:rient hélas ≈ en:retailers en:retailer ≈ fr:rient ailé
crystal	pissent elle fr:crissent elle		3	0.971	0.9697	3	2.91	~ en:pistol ≈ fr:pissent elle fr:crissent elle ≈ en:crystal
troupe	troupes	1.0	3	1.0	0.967	3	2.9	en:troop ≈ fr:troupe ~ en:troupe ≈ fr:troupes
tryst	triste	0.98	3	0.983	0.965	2	2.9	en:tryst ≈ fr:triste ~ fr:tristan
boom	boument	1.0	3	0.97	0.968	2	2.9	en:boom ≈ fr:boument ~ fr:boucle
sorta	sauter	0.975	3	0.97	0.967	2	2.9	en:sorta ≈ fr:sauter ~ fr:sauts
sorter	sauter	0.975	3	0.97	0.967	2	2.9	en:sorter ≈ fr:sauter ~ fr:sauts
vendor	vin des	0.976	3	0.97	0.9673	2	2.9	en:vendors ~ en:vendor ≈ fr:vin des
lording	loden	0.946	3	0.968	0.968	3	2.9	en:lord ≈ fr:lords ~ en:lording ≈ fr:loden
reservoir	raies vois	0.966	3	0.968	0.9653	2	2.9	en:reservoir ≈ fr:raies vois ~ fr:voir
seize en:seizing	saisine		3	0.967	0.9663	3	2.9	~ fr:sises ≈ en:seize en:seizing ≈ fr:saisine
rapport	répond	0.94	3	0.966	0.965	2	2.9	en:rapport ≈ fr:répond ~ fr:répondre
result	ries halte	0.963	3	0.968	0.963	2	2.89	en:result ≈ fr:ries halte ~ fr:halte
breed	bride	1.0	3	0.967	0.9637	2	2.89	en:breeder ~ en:breed ≈ fr:bride
butty	bâti	0.97	3	0.966	0.9637	2	2.89	en:butty ≈ fr:bâti ~ fr:bâtit
ml	aiment aile	1.0	3	0.964	0.9633	2	2.89	en:ml ≈ fr:aiment aile ~ fr:aile
ought rally	australie	0.935	3	0.964	0.963	2	2.89	en:ought rally ≈ fr:australie ~ fr:australien
bee	bis	1.0	3	0.963	0.963	2	2.89	≈ en:beefy ~ en:bee ≈ fr:bis
fenny	fini	0.94	3	0.966	0.9607	2	2.88	en:fenny ≈ fr:fini ~ fr:finis
ecru	écrou	0.975	3	0.964	0.9597	2	2.88	en:ecru ≈ fr:écrou ~ fr:écrase
ditty	titi	0.945	3	0.964	0.9597	2	2.88	en:titi ~ fr:titi ≈ en:ditty
trot	trax fr:trotte		3	0.963	0.9613	3	2.88	= en:tracks ≈ fr:trax fr:trotte ≈ en:trot
ski	skient chaise fr:skient		3	0.963	0.9617	3	2.88	~ en:sketches ≈ fr:skient chaise fr:skient ≈ en:ski
tiller	télé	0.94	3	0.962	0.9613	2	2.88	en:tiller ≈ fr:télé ~ fr:télévisions
streaked	strict	1.0	3	0.961	0.9583	2	2.88	en:streaks ~ en:streaked ≈ fr:strict
lesson	haine fr:laids haine		3	0.959	0.9583	3	2.88	~ en:in ≈ fr:haine fr:laids haine ≈ en:lesson
cc	sis scie	1.0	3	0.98	0.9573	2	2.87	en:cc ≈ fr:sis scie ~ fr:raies lis
tedder	téter	0.945	3	0.959	0.957	2	2.87	en:tedder ≈ fr:téter ~ fr:terne
preserve	pris né fr:pris ève		3	0.958	0.9573	3	2.87	~ en:prisoner ≈ fr:pris né fr:pris ève ≈ en:preserve
entry en:enter	ensi		3	0.958	0.9567	3	2.87	~ fr:haines tri ≈ en:entry en:enter ≈ fr:ensi
leaders	trais aise fr:lient aise		3	0.958	0.957	3	2.87	~ en:tresses ≈ fr:trais aise fr:lient aise ≈ en:leaders
fitted	met aide fr:fait aide		3	0.956	0.956	3	2.87	~ en:method ≈ fr:met aide fr:fait aide ≈ en:fitted
setting	sait in	0.95	3	0.956	0.9553	2	2.87	en:setting ≈ fr:sait in ~ fr:sais
cream	crimes	1.0	3	0.983	0.9523	2	2.86	en:cream ≈ fr:crimes ~ fr:crime
parks	pacs	0.985	3	0.971	0.9523	2	2.86	en:parky ~ en:parks ≈ fr:pacs
cosset	cassette	0.976	3	0.968	0.9547	2	2.86	en:cosset ≈ fr:cassette ~ fr:cassettes
preen	prennent	0.94	3	0.96	0.955	2	2.86	en:preen ≈ fr:prennent ~ fr:prend
loop en:loopy	loupé		3	0.958	0.955	3	2.86	~ fr:loupe ≈ en:loop en:loopy ≈ fr:loupé
seat	cite	1.0	3	0.958	0.954	2	2.86	en:seat ≈ fr:cite ~ fr:cites
seat	cites	1.0	3	0.958	0.954	2	2.86	en:seat ≈ fr:cites ~ fr:cite
sentry	sain tri	0.98	3	0.957	0.9523	2	2.86	en:sentry ≈ fr:sain tri ~ fr:vais tri
passes	pas aise	0.94	3	0.956	0.9523	3	2.86	en:daughters ≈ fr:dont aise ~ fr:pas aise ≈ en:passes
en eek	ethniques	0.929	3	0.955	0.9543	2	2.86	en:ethnicity ~ fr:ethniques ≈ en:en eek
seam	cime	1.0	3	0.955	0.955	2	2.86	en:seam ≈ fr:cime ~ fr:cimes
mashie	magie	0.94	3	0.954	0.9527	2	2.86	en:masher ~ en:mashie ≈ fr:magie
emcee en:emmet	émettent		3	0.953	0.9523	3	2.86	~ fr:ensi ≈ en:emcee en:emmet ≈ fr:émettent
pleat en:plead	plaide		3	0.953	0.953	3	2.86	~ fr:plisse ≈ en:pleat en:plead ≈ fr:plaide
custom	cessent homme fr:cassent homme		3	0.953	0.953	3	2.86	~ en:system ≈ fr:cessent homme fr:cassent homme ≈ en:custom
stree	stries	1.0	3	0.953	0.953	2	2.86	en:streaks = fr:stries ≈ en:stree
meal	milles	1.0	3	0.978	0.9513	2	2.85	en:meal ≈ fr:milles ~ fr:fixé
designers en:designer	dis année		3	0.953	0.9507	3	2.85	~ fr:dis ânesse ≈ en:designers en:designer ≈ fr:dis année
resell en:reseal	ries il		3	0.952	0.9517	3	2.85	~ fr:ries elle ≈ en:resell en:reseal ≈ fr:ries il
tension	coincent chaîne fr:tain chaîne		3	0.952	0.949	3	2.85	~ en:question ≈ fr:coincent chaîne fr:tain chaîne ≈ en:tension
leaders	quais aise fr:lient aise		3	0.951	0.95	3	2.85	= en:kisses ≈ fr:quais aise fr:lient aise ≈ en:leaders
tech en:techs	sexe		3	0.951	0.9497	3	2.85	~ fr:teks ≈ en:tech en:techs ≈ fr:sexe
beef	biffe	1.0	3	0.951	0.9503	3	2.85	en:peacock ≈ fr:bicoque ~ fr:biffe ≈ en:beef
ought eel	hostile	0.952	3	0.965	0.9463	2	2.84	en:ought eel ≈ fr:hostile ~ fr:hostiles
ought eel	hostiles	0.952	3	0.965	0.9463	2	2.84	en:ought eel ≈ fr:hostiles ~ fr:hostile
crock	croque	0.975	3	0.958	0.9477	3	2.84	= fr:crique en:crick ~ en:crock ≈ fr:croque
versus en:vs	vies ès		3	0.955	0.9473	3	2.84	~ fr:vais aise ≈ en:versus en:vs ≈ fr:vies ès
predators en:predator	prêt tes		3	0.951	0.9483	3	2.84	~ fr:prêtait aise ≈ en:predators en:predator ≈ fr:prêt tes
tested en:testing	destine		3	0.948	0.948	3	2.84	~ fr:cessent aide ≈ en:tested en:testing ≈ fr:destine
deadly en:lethal	lient elle		3	0.948	0.9473	3	2.84	~ fr:dès lis ≈ en:deadly en:lethal ≈ fr:lient elle
perform	paient homme	0.926	3	0.948	0.948	2	2.84	en:perform ≈ fr:paient homme ~ fr:mies
preceded	pris édite	0.93	3	0.948	0.9477	2	2.84	en:preceding ~ en:preceded ≈ fr:pris édite
saddle	ses elle	0.905	3	0.948	0.948	2	2.84	en:saddle ≈ fr:ses elle ~ fr:met elle
venture en:ventures	feignent chaise		3	0.947	0.9467	3	2.84	~ fr:feignent chez ≈ en:venture en:ventures ≈ fr:feignent chaise
lesson	haines taule fr:laids haine		3	0.946	0.9453	3	2.84	~ en:install ≈ fr:haines taule fr:laids haine ≈ en:lesson
enter	ensi fr:pari		3	0.958	0.943	3	2.83	≈ en:entry ~ en:enter ≈ fr:ensi fr:pari
senores en:senors	sain aise		3	0.954	0.9447	3	2.83	~ fr:sain ose ≈ en:senores en:senors ≈ fr:sain aise
retrieve en:retrieved	rient rift		3	0.951	0.943	3	2.83	~ fr:rient rive ≈ en:retrieve en:retrieved ≈ fr:rient rift
defending en:defended	divin dites		3	0.948	0.9427	3	2.83	~ fr:divin digne ≈ en:defending en:defended ≈ fr:divin dites
streaks	strict	0.96	3	0.948	0.945	2	2.83	en:streaked ~ en:streaks ≈ fr:strict
over	avez	0.91	3	0.947	0.9437	2	2.83	en:over ≈ fr:avez ~ fr:ayant
consumers	con soumise	0.926	3	0.946	0.9427	2	2.83	en:consumers ≈ fr:con soumise ~ fr:soumise
vicinity	hindi fr:vis hindi		3	0.945	0.945	3	2.83	= en:under ≈ fr:hindi fr:vis hindi ≈ en:vicinity
pleaded en:plead	plaide		3	0.944	0.944	3	2.83	~ fr:plient aide ≈ en:pleaded en:plead ≈ fr:plaide
retrieved en:retrieve	rient rive		3	0.944	0.9427	3	2.83	~ fr:rient rift ≈ en:retrieved en:retrieve ≈ fr:rient rive
sponsored	spots aide	0.901	3	0.944	0.943	3	2.83	en:sport ≈ fr:spots ~ fr:spots aide ≈ en:sponsored
pleading en:pleaded	plient aide		3	0.943	0.9427	3	2.83	~ fr:plient in ≈ en:pleading en:pleaded ≈ fr:plient aide
wrestler en:wrestle	recèle		3	0.943	0.943	3	2.83	~ fr:raies les ≈ en:wrestler en:wrestle ≈ fr:recèle
sheep	chipes	1.0	3	0.942	0.942	3	2.83	en:preppy ≈ fr:brebis = en:sheep ≈ fr:chipes
chip	jeep	0.915	3	0.942	0.942	2	2.83	≈ fr:chipes ~ en:chip ≈ fr:jeep
test en:testes	taies dix		3	0.959	0.941	3	2.82	~ fr:teste ≈ en:test en:testes ≈ fr:taies dix
rapidly	répit lis	0.952	3	0.957	0.9397	2	2.82	en:rapidly ≈ fr:répit lis ~ fr:répit
faster	fats tes	0.964	3	0.955	0.939	2	2.82	en:faster ≈ fr:fats tes ~ fr:graisses
enter	ensi fr:première		3	0.954	0.939	3	2.82	≈ en:entry ~ en:enter ≈ fr:ensi fr:première
acme	acmé	0.94	3	0.948	0.9387	2	2.82	en:acme ≈ fr:acmé ~ fr:actu
acid art	assistante	0.901	3	0.946	0.9397	2	2.82	en:acid art ≈ fr:assistante ~ fr:assistant
lecture en:lectures	liguent chaise		3	0.941	0.94	3	2.82	~ fr:liguent chez ≈ en:lecture en:lectures ≈ fr:liguent chaise
senors en:senores	sain ose		3	0.941	0.9403	3	2.82	~ fr:sain aise ≈ en:senors en:senores ≈ fr:sain ose
sex	sexe	1.0	3	0.94	0.939	2	2.82	en:sexed ~ en:sex ≈ fr:sexe
net	nettes	1.0	3	0.939	0.939	2	2.82	en:net ≈ fr:nettes ~ en:netty
discreet your	description	0.917	3	0.945	0.935	2	2.81	en:discreet your ≈ fr:description ~ fr:descriptions
partner en:partners	bat noces		3	0.939	0.9373	3	2.81	~ fr:bat né ≈ en:partner en:partners ≈ fr:bat noces
judges	jets fr:jets aise		3	0.939	0.9367	3	2.81	~ en:jet ≈ fr:jets fr:jets aise ≈ en:judges
emcees en:emcee	ensi		3	0.939	0.9377	3	2.81	~ fr:aimes hisse ≈ en:emcees en:emcee ≈ fr:ensi
beef	biffes	1.0	3	0.938	0.938	2	2.81	en:beef ≈ fr:biffes ~ fr:bicoque
onset	créent êtes fr:ânes êtes		3	0.938	0.9373	3	2.81	~ en:credit ≈ fr:créent êtes fr:ânes êtes ≈ en:onset
