en	fr	combo
toss	torse	0.781
beers	bises	0.781
beers	bise	0.781
bells	belles	0.781
bells	belle	0.781
bells	bel	0.781
cs	six	0.781
cs	cessent	0.781
cs	cesse	0.781
leagues	lisent	0.781
leagues	lise	0.781
leagues	ligues	0.781
sued	sourde	0.781
sued	soudan	0.781
sworn	sonnent	0.781
sworn	sonne	0.781
vault	votes	0.781
vet	vestes	0.781
vet	veste	0.781
vet	vertes	0.781
bury	bris	0.781
bury	brie	0.781
mommy	mimi	0.781
tens	thèses	0.781
tens	thèse	0.781
fools	foules	0.781
fools	foule	0.781
leaks	lys	0.781
leaks	lisses	0.781
leaks	lisse	0.781
med	merdes	0.781
med	merde	0.781
pl	piles	0.781
pl	pile	0.781
pl	pelle	0.781
glen	laine	0.781
glen	gaine	0.781
messy	messes	0.781
peaks	pisse	0.781
peaks	piques	0.781
peaks	pique	0.781
pools	poules	0.781
pools	poule	0.781
bets	bêtes	0.781
bets	bête	0.781
bets	baisses	0.781
freed	rides	0.781
levy	lèvent	0.781
levy	lève	0.781
seals	six	0.781
seals	sil	0.781
seals	cils	0.781
yell	vielle	0.781
yell	miel	0.781
yell	ciel	0.781
creep	cris	0.781
ml	aimait	0.781
ml	aimais	0.781
ml	aimaient	0.781
bald	bol	0.781
reef	griffes	0.781
reef	griffe	0.781
clues	clous	0.781
clues	clou	0.781
niece	unissent	0.781
scent	sets	0.781
scent	set	0.781
scent	sept	0.781
accord	codes	0.781
accord	code	0.781
flee	folies	0.781
flee	folie	0.781
flee	flippe	0.781
nets	nettes	0.781
nets	nette	0.781
nets	net	0.781
font	phone	0.781
seize	ciseaux	0.781
seize	assises	0.781
vent	veines	0.781
vent	veine	0.781
vent	vaine	0.781
belle	belges	0.781
bred	raids	0.781
bred	raide	0.781
bred	raid	0.781
deeds	dix	0.781
deeds	dises	0.781
deeds	disent	0.781
stall	sols	0.781
stall	sole	0.781
stall	sol	0.781
drawer	dort	0.781
drawer	dors	0.781
queue	cailloux	0.781
queue	caillou	0.781
crawl	cols	0.781
crawl	collent	0.781
shores	choses	0.781
shores	chose	0.781
beams	bises	0.781
beams	bise	0.781
cedar	cidre	0.781
norms	nomment	0.781
cue	cailloux	0.781
cue	caillou	0.781
lent	laine	0.781
memes	mises	0.781
memes	mise	0.781
pens	pèsent	0.781
pens	pèse	0.781
pens	peines	0.781
temp	thèmes	0.781
temp	thème	0.781
tossed	ost	0.781
cured	codes	0.781
cured	code	0.781
offs	offices	0.781
offs	office	0.781
offs	offense	0.781
greed	rides	0.781
greed	ride	0.781
greed	guides	0.781
greet	rites	0.781
greet	rite	0.781
greet	gris	0.781
rumor	roumains	0.781
rumor	roumain	0.781
yen	vienne	0.781
yen	tiennes	0.781
bleed	bide	0.781
grease	gris	0.781
guessed	est	0.781
fest	fêtes	0.781
ls	laisses	0.781
ls	laissent	0.781
ls	laisse	0.781
creed	rides	0.781
creed	ride	0.781
creed	cris	0.781
pd	pipi	0.781
beads	bises	0.781
beads	bise	0.781
beads	bide	0.781
chalk	choque	0.781
chalk	chocs	0.781
chalk	choc	0.781
scoop	soupe	0.781
scoop	coupes	0.781
scoop	coupent	0.781
sushi	souches	0.781
sushi	souche	0.781
dell	duels	0.781
dell	duel	0.781
dell	dl	0.781
dent	dettes	0.781
dent	dette	0.781
gears	guise	0.781
pence	peines	0.781
pence	peine	0.781
poop	poupées	0.781
poop	poupée	0.781
deuce	douce	0.781
deuce	douces	0.781
duce	douce	0.781
duce	douces	0.781
dews	douze	0.781
dues	douze	0.781
mien	mine	0.781
mien	minent	0.781
mien	mines	0.781
check	cheik	0.781
cheque	cheiks	0.781
potty	petit	0.781
check	cheiks	0.781
potty	petits	0.781
quiche	kitsch	0.781
cheque	cheik	0.781
tests	tristesse	0.780
exclusive	exclusives	0.780
treats	fritz	0.780
monopoly	mena relis	0.780
coupon	coupant	0.773
first	faste	0.770
last	listes	0.770
city	séries	0.770
past	pistes	0.770
blood	bled	0.770
box	boxe	0.770
funny	finit	0.770
stock	stocks	0.770
passed	pistes	0.770
spot	spots	0.770
missed	must	0.770
copy	copies	0.770
duty	nourris	0.770
stuck	stocks	0.770
talks	tex	0.770
threat	traites	0.770
lane	line	0.770
golf	golfe	0.770
breath	brèche	0.770
flash	flèches	0.770
desk	disques	0.770
flower	flow	0.770
trash	triche	0.770
crap	crêpes	0.770
elite	élites	0.770
sake	shake	0.770
fleet	flûte	0.770
gulf	golfe	0.770
corp	carpe	0.770
oral	orales	0.770
mercy	messie	0.770
shelter	celtes	0.770
brush	brèche	0.770
lied	line	0.770
bucks	boxe	0.770
chuck	tchèques	0.770
rookie	requis	0.770
brad	bride	0.770
derby	débits	0.770
pastor	pistes	0.770
transformed	transforment	0.770
booked	books	0.770
stack	steaks	0.770
shitty	chérie	0.770
cloth	cloches	0.770
flour	flow	0.770
jerk	jack	0.770
slap	slip	0.770
donor	down	0.770
sucked	sectes	0.770
fatty	ferry	0.770
cursed	caste	0.770
rust	restes	0.770
sacked	sectes	0.770
lust	listes	0.770
expelled	experte	0.770
moody	maudits	0.770
mist	must	0.770
stalk	steaks	0.770
step	stop	0.770
steppe	stoppe	0.770
putty	pythie	0.770
steppe	stops	0.770
step	stoppe	0.770
steppe	stoppent	0.770
step	stops	0.770
steppe	stoppes	0.770
stalk	steak	0.770
sect	sexe	0.770
step	stoppent	0.770
sect	sexes	0.770
step	stoppes	0.770
sex	sectes	0.770
putty	pythies	0.770
steppe	stop	0.770
sex	secte	0.770
decent	discount	0.769
perspective	perspectives	0.768
racist	résistent	0.766
explosive	explosifs	0.766
processed	proteste	0.766
pronounced	prenantes	0.764
morning	morne	0.763
sorry	séries	0.763
district	districts	0.763
glad	glandes	0.763
parties	prises	0.763
slow	flow	0.763
likes	latex	0.763
domestic	domestiques	0.763
buddy	bandits	0.763
bench	brunch	0.763
resort	ressortent	0.763
settle	cervelle	0.763
glory	coloris	0.763
exit	existent	0.763
terrorist	terroristes	0.763
praise	précises	0.763
collective	collectives	0.763
succeed	oxyde	0.763
rocky	requis	0.763
sheets	chips	0.763
laundry	loterie	0.763
vector	vecteurs	0.763
paste	péquiste	0.763
strips	stresse	0.763
moist	modestes	0.763
manifest	manifestent	0.763
skipped	script	0.763
knotty	nanti	0.763
knotty	nantie	0.763
knotty	nanties	0.763
knotty	nantis	0.763
knotty	nantit	0.763
potty	panty	0.763
pest	teste	0.763
test	pestes	0.763
pest	testes	0.763
vest	zestes	0.763
putty	panty	0.763
pest	test	0.763
zest	veste	0.763
vest	zeste	0.763
scoot	scoop	0.763
zest	vestes	0.763
pest	testent	0.763
scoop	scouts	0.763
scoot	scoops	0.763
test	pestent	0.763
test	peste	0.763
scoop	scout	0.763
pest	tests	0.763
sound	round	0.762
prince	princes	0.761
lesson	laissons	0.761
expense	experts	0.761
electric	électriques	0.760
exists	existence	0.760
reflects	réflexes	0.760
exports	exporte	0.760
respects	respectent	0.760
selective	sélective	0.760
directive	directives	0.760
post	postes	0.758
close	closes	0.758
played	plaide	0.758
break	briques	0.758
takes	tex	0.758
sold	soldes	0.758
train	traînent	0.758
plays	plaisent	0.758
waste	ouest	0.758
closer	closes	0.758
plane	pleines	0.758
folks	fox	0.758
grace	graisses	0.758
tries	traces	0.758
plain	pleines	0.758
brave	brèves	0.758
grave	grèves	0.758
phrase	frise	0.758
globe	globes	0.758
blade	bled	0.758
grain	green	0.758
grows	grosses	0.758
stake	steaks	0.758
tribe	trappes	0.758
flame	flemme	0.758
freight	frites	0.758
shapes	chips	0.758
steak	steaks	0.758
waist	ouest	0.758
brake	briques	0.758
cries	crasse	0.758
stoke	stocks	0.758
grape	grippe	0.758
trait	traites	0.758
propose	proposes	0.757
proceed	président	0.756
cigarette	secrètes	0.756
speeds	spider	0.756
territorial	territoriales	0.756
looks	luxe	0.755
light	line	0.755
road	roll	0.755
club	clubs	0.755
stand	stands	0.755
master	must	0.755
grand	grandes	0.755
plant	plantes	0.755
catch	coach	0.755
nine	line	0.755
festival	festivals	0.755
talked	tact	0.755
blow	flow	0.755
flag	flingue	0.755
broad	brosse	0.755
lift	loft	0.755
trick	trucs	0.755
belief	bluff	0.755
mini	munis	0.755
belong	bloquent	0.755
cruise	croûte	0.755
detective	détective	0.755
stored	stades	0.755
unfair	enfers	0.755
dive	live	0.755
floors	flottes	0.755
broader	brosse	0.755
leaked	dicte	0.755
clan	clones	0.755
randy	rendit	0.755
rode	roll	0.755
crews	croûte	0.755
lacks	lynx	0.755
antique	antiques	0.755
flaws	flottes	0.755
spit	spots	0.755
peach	putsch	0.755
brook	briques	0.755
groove	groupes	0.755
distract	districts	0.755
stunned	stands	0.755
coward	caïd	0.755
zest	teste	0.755
zest	tests	0.755
body	bondies	0.755
zest	testes	0.755
body	bondit	0.755
zest	test	0.755
test	zestes	0.755
body	bondis	0.755
test	zeste	0.755
body	bondi	0.755
zest	testent	0.755
body	bondie	0.755
perfect	affectent	0.753
network	nettoie	0.753
spent	sprint	0.753
protect	prétextes	0.753
strength	stresse	0.753
streets	stresse	0.753
temple	tempo	0.753
angle	single	0.753
stretch	stresse	0.753
extend	externes	0.753
literary	librairies	0.753
quarters	quotas	0.753
theories	cerises	0.753
scratch	sketch	0.753
obsessed	inceste	0.753
dresses	dressage	0.753
portal	potable	0.753
speeding	spider	0.753
protects	protectrice	0.752
outlets	athlètes	0.751
replay	triplé	0.751
hours	eyes	0.750
ours	eyes	0.750
blonde	blondes	0.749
stop	step	0.748
job	jobs	0.748
john	jean	0.748
doctor	dicte	0.748
fake	shake	0.748
roster	restes	0.748
stark	stocks	0.748
prom	primes	0.748
boxer	boxe	0.748
proxy	précis	0.748
flock	flics	0.748
vex	sexe	0.748
vex	sexes	0.748
sex	vexes	0.748
sex	vexe	0.748
sex	vexent	0.748
technology	technologies	0.747
transport	transportent	0.747
expenses	expertises	0.747
destiny	destins	0.747
destined	destins	0.747
memories	méprise	0.746
cleaning	cliniques	0.746
screamed	script	0.746
protests	proteste	0.744
most	must	0.743
place	places	0.743
price	presses	0.743
simply	supplie	0.743
coach	catch	0.743
lady	ledit	0.743
crime	crabes	0.743
explain	explosent	0.743
broke	braque	0.743
screen	script	0.743
crowd	crânes	0.743
joke	jack	0.743
prize	prose	0.743
bunch	brunch	0.743
plate	plates	0.743
stayed	stades	0.743
cloud	claude	0.743
slave	slaves	0.743
scope	scoop	0.743
cried	crânes	0.743
trace	traces	0.743
lakes	lynx	0.743
breach	brunch	0.743
streams	strip	0.743
est	investit	0.743
fried	phrases	0.743
blows	blues	0.743
bolt	baltes	0.743
clown	clones	0.743
accessed	inceste	0.743
stripped	stream	0.743
pony	penny	0.743
freestyle	cristal	0.743
daisy	dédie	0.743
brace	brasse	0.743
prospect	respectent	0.742
prospective	perspectives	0.742
control	contrôles	0.741
straight	strictes	0.741
create	cricket	0.741
retail	rituels	0.741
portrait	poterie	0.741
praying	pressing	0.741
portrayed	poterie	0.741
take	shake	0.740
got	gate	0.740
top	tapes	0.740
black	bloquent	0.740
shot	chatte	0.740
sign	line	0.740
pass	passes	0.740
wrote	roll	0.740
cars	cases	0.740
pop	papes	0.740
tom	tam	0.740
flat	flûte	0.740
picked	pacte	0.740
shape	shake	0.740
soft	loft	0.740
don	dan	0.740
stood	stades	0.740
calm	came	0.740
shock	chaque	0.740
bars	bases	0.740
pitch	putsch	0.740
newly	nourrit	0.740
vol	valent	0.740
arrive	live	0.740
cop	caps	0.740
lips	laps	0.740
con	cannes	0.740
khan	cannes	0.740
laughed	loft	0.740
skip	scoop	0.740
grid	grades	0.740
yield	guilde	0.740
rod	rade	0.740
backs	boxe	0.740
laughter	loft	0.740
shark	chaque	0.740
cult	cultes	0.740
drill	drôles	0.740
doll	dalles	0.740
dot	dates	0.740
bust	buste	0.740
gov	gave	0.740
armor	armes	0.740
clash	cloches	0.740
col	cale	0.740
kissed	caste	0.740
locks	luxe	0.740
gosh	gâche	0.740
opt	aptes	0.740
stiff	staff	0.740
fist	faste	0.740
mickey	maquis	0.740
bra	bras	0.740
mock	mac	0.740
envy	ennemis	0.740
bot	battent	0.740
rooted	lourdes	0.740
alt	halte	0.740
pitcher	putsch	0.740
rot	rate	0.740
grim	grammes	0.740
sol	salles	0.740
watt	watts	0.740
healed	guilde	0.740
step	steak	0.740
stalk	stop	0.740
stalk	stoppe	0.740
stalk	stops	0.740
steppe	steaks	0.740
step	steaks	0.740
stalk	stoppent	0.740
stalk	stoppes	0.740
pieced	kyste	0.740
pieced	kystes	0.740
steppe	steak	0.740
previous	privilèges	0.738
domain	demain	0.738
suspects	suspecte	0.738
varies	cerises	0.738
plastic	plastiques	0.737
eighteen	épines	0.736
movement	mouvements	0.734
seemed	ciment	0.734
segment	segments	0.734
organic	organiques	0.733
hurts	shirts	0.733
strings	stream	0.733
frog	fringues	0.733
duchess	duchesse	0.733
gown	down	0.733
costing	costaud	0.733
bawdy	bandits	0.733
kooky	coutils	0.733
kooky	coutil	0.733
bawdy	bandit	0.733
squad	squat	0.732
pronounce	prenant	0.732
baseball	bémol	0.731
restaurants	restreinte	0.731
quotes	quartz	0.731
simpler	simples	0.731
exclusion	excluant	0.731
but	battent	0.730
can	cannes	0.730
what	watts	0.730
could	codes	0.730
back	bacs	0.730
work	walk	0.730
love	lave	0.730
man	manne	0.730
come	came	0.730
does	doses	0.730
put	potes	0.730
lot	lente	0.730
done	dan	0.730
full	folles	0.730
pay	pays	0.730
fuck	fac	0.730
bit	bêtes	0.730
cause	causent	0.730
turn	tonnes	0.730
act	actes	0.730
fun	faune	0.730
word	oued	0.730
cut	côtes	0.730
term	tomes	0.730
miss	messes	0.730
dead	dinde	0.730
gone	conne	0.730
learn	laine	0.730
bill	belles	0.730
mom	mômes	0.730
cup	caps	0.730
damn	dames	0.730
kill	quels	0.730
pick	piques	0.730
loss	lasse	0.730
river	rêves	0.730
fit	fêtes	0.730
cash	caches	0.730
fan	fans	0.730
color	cale	0.730
fish	fiches	0.730
sit	sites	0.730
sick	sic	0.730
mass	masses	0.730
serve	sève	0.730
bus	basses	0.730
push	poches	0.730
bag	bagues	0.730
till	tels	0.730
shut	shirt	0.730
van	vannes	0.730
kick	cake	0.730
pack	pâques	0.730
cook	coques	0.730
fill	files	0.730
bomb	baume	0.730
nick	nique	0.730
kiss	caisses	0.730
tool	tulle	0.730
earned	end	0.730
matt	maths	0.730
tip	types	0.730
dumb	dôme	0.730
burn	bonnes	0.730
cap	caps	0.730
fed	faîtes	0.730
ford	fondent	0.730
rid	rides	0.730
drew	trous	0.730
kit	quête	0.730
min	mènent	0.730
suck	sacs	0.730
deck	déc	0.730
mum	mômes	0.730
bid	bide	0.730
nurse	noces	0.730
pan	pannes	0.730
mill	milles	0.730
sin	scènes	0.730
tear	tirs	0.730
bull	bol	0.730
bat	battent	0.730
sauce	sauces	0.730
beef	pif	0.730
butt	battent	0.730
pin	peines	0.730
tap	tapes	0.730
pit	pète	0.730
dirt	dote	0.730
pat	pâtes	0.730
dig	digue	0.730
duck	déc	0.730
ken	gaine	0.730
bug	bagues	0.730
lit	let	0.730
ram	rames	0.730
dam	dames	0.730
piss	pisse	0.730
rat	rate	0.730
tier	tirs	0.730
pearl	pelle	0.730
peer	pères	0.730
cam	came	0.730
curse	caisses	0.730
beg	bec	0.730
buzz	bases	0.730
shook	choque	0.730
cum	came	0.730
pill	piles	0.730
gut	guette	0.730
lamb	lames	0.730
buck	bacs	0.730
cal	cale	0.730
pause	poses	0.730
pal	pâle	0.730
dull	dalles	0.730
gum	gammes	0.730
sack	sacs	0.730
abbey	habits	0.730
blah	blancs	0.730
alley	allie	0.730
rim	rimes	0.730
goose	gus	0.730
mat	maths	0.730
nap	nappes	0.730
gal	galles	0.730
lid	laide	0.730
glue	clous	0.730
sim	sème	0.730
tick	tic	0.730
axe	axes	0.730
bum	baume	0.730
deed	dîtes	0.730
mil	milles	0.730
fin	fines	0.730
limb	lime	0.730
zen	saines	0.730
apt	aptes	0.730
dos	denses	0.730
shin	chênes	0.730
sac	sacs	0.730
sip	sep	0.730
knit	nettes	0.730
shove	chauves	0.730
baud	bonde	0.730
baud	bondes	0.730
bawd	bonde	0.730
bawd	bondes	0.730
sec	cinq	0.730
dead	dindes	0.730
fought	fonte	0.730
fought	fontes	0.730
mess	mince	0.730
mess	minces	0.730
met	mainte	0.730
met	maintes	0.730
pawed	ponde	0.730
pawed	pondent	0.730
pawed	pondes	0.730
pease	pisse	0.730
pease	pissent	0.730
pease	pisses	0.730
pet	peinte	0.730
pet	peintes	0.730
pet	pinte	0.730
pet	pintent	0.730
pet	pintes	0.730
said	scinde	0.730
said	scindent	0.730
said	scindes	0.730
sawed	sonde	0.730
sawed	sondent	0.730
sawed	sondes	0.730
schwa	chouan	0.730
schwa	chouans	0.730
set	ceinte	0.730
set	ceintes	0.730
set	sainte	0.730
set	saintes	0.730
taught	tonte	0.730
taught	tontes	0.730
taut	tonte	0.730
taut	tontes	0.730
sawed	sotte	0.730
douche	touche	0.730
peas	pisses	0.730
zen	senne	0.730
pees	pisses	0.730
zen	seine	0.730
bawd	botes	0.730
cede	site	0.730
bawd	bottes	0.730
pet	bette	0.730
seed	citent	0.730
peek	bique	0.730
bead	bites	0.730
ben	peinent	0.730
seed	sites	0.730
seed	cites	0.730
sawed	sottes	0.730
teat	dite	0.730
peak	bique	0.730
fought	votent	0.730
coot	coudent	0.730
zen	sennes	0.730
said	sets	0.730
fess	fez	0.730
said	cet	0.730
fez	fesse	0.730
peas	pisse	0.730
pease	bise	0.730
baud	botte	0.730
pees	pisse	0.730
peep	bip	0.730
fez	fessent	0.730
beep	pipe	0.730
bead	bits	0.730
coot	coudes	0.730
seat	cid	0.730
bead	bit	0.730
bead	bite	0.730
pease	bises	0.730
said	set	0.730
zen	saine	0.730
beak	pic	0.730
ben	peines	0.730
ben	peine	0.730
bawd	bottent	0.730
beep	pipes	0.730
seed	cite	0.730
beep	pipent	0.730
douche	touchent	0.730
baud	bote	0.730
bead	bitte	0.730
bees	pise	0.730
beak	pique	0.730
feat	vite	0.730
bead	bittent	0.730
beak	pics	0.730
cede	citent	0.730
beat	bide	0.730
feet	vite	0.730
pet	bettes	0.730
dead	dettes	0.730
cede	sites	0.730
cede	cites	0.730
pees	bise	0.730
piece	pise	0.730
beat	bides	0.730
baud	bottes	0.730
peak	biques	0.730
fought	vote	0.730
peas	pissent	0.730
peas	bises	0.730
peace	pise	0.730
peas	bise	0.730
pees	pissent	0.730
pees	bises	0.730
douche	touches	0.730
beet	bide	0.730
ben	penne	0.730
coot	coude	0.730
baud	botes	0.730
beak	piques	0.730
ben	pennes	0.730
sued	soutes	0.730
peek	biques	0.730
seed	site	0.730
beet	bides	0.730
pen	bennes	0.730
suit	soudes	0.730
bawd	botte	0.730
cede	cite	0.730
beak	piquent	0.730
bawd	bote	0.730
fez	fesses	0.730
cease	sise	0.730
sued	soute	0.730
dead	dette	0.730
bead	bittes	0.730
peek	bic	0.730
said	sept	0.730
peak	bic	0.730
pen	benne	0.730
suit	soudent	0.730
cease	sises	0.730
said	cette	0.730
fought	votes	0.730
suit	soude	0.730
baud	bottent	0.730
libraries	librairies	0.729
pharmacy	pharmacies	0.729
based	buste	0.728
energy	ennemies	0.728
gold	guilde	0.728
tried	traces	0.728
countries	comprises	0.728
brain	brunes	0.728
flight	flottes	0.728
previously	privilégie	0.728
prime	primes	0.728
flowers	flash	0.728
smile	semelle	0.728
quote	couette	0.728
trail	trolls	0.728
singles	single	0.728
stole	styles	0.728
flies	flash	0.728
spite	spots	0.728
drone	drôles	0.728
vaccine	vacciner	0.728
scout	skate	0.728
toast	tests	0.728
roast	restes	0.728
connects	connexes	0.728
choke	tchèques	0.728
sailed	soldes	0.728
scripts	script	0.728
noisy	nazis	0.728
every	ouvrit	0.726
went	ouest	0.726
quality	coloris	0.726
stores	store	0.726
scores	score	0.726
reflect	reflètent	0.726
patch	putsch	0.726
burst	buste	0.726
cruel	cruels	0.726
terribly	terribles	0.726
screams	script	0.726
regrets	regrettent	0.726
mute	miettes	0.726
booty	coutils	0.726
bootie	coutils	0.726
booty	coutil	0.726
bootie	coutil	0.726
party	paris	0.725
jobs	jazz	0.725
trump	trempe	0.725
grant	gratte	0.725
concert	caste	0.725
stocks	saxe	0.725
tasks	taxes	0.725
rs	paresse	0.725
crops	crasse	0.725
diesel	disons	0.725
starter	stars	0.725
grasp	grappes	0.725
glance	glaces	0.725
johns	jazz	0.725
plots	places	0.725
sparks	saxe	0.725
problem	problèmes	0.724
magazine	magazines	0.724
crystal	cristal	0.724
aggressive	agressive	0.724
galaxy	galaxies	0.724
parallel	parallèles	0.724
gentlemen	gentleman	0.724
acoustic	acoustique	0.724
doctrine	doctrines	0.724
explicitly	explicites	0.724
exotic	exotiques	0.724
dynasty	dynastie	0.724
cavalry	cavalerie	0.724
disgrace	disgrâce	0.724
foreign	fortunes	0.723
entry	country	0.723
elected	lectures	0.723
exception	excepté	0.723
people	pipi	0.722
dance	denses	0.722
easily	zizi	0.722
bond	bandes	0.722
explained	explosent	0.722
lance	lances	0.722
monarch	manques	0.722
rant	rentes	0.722
slice	slaves	0.721
screened	script	0.721
strategy	stratégies	0.720
normally	anomalies	0.720
excuse	excuses	0.720
sharp	shop	0.720
exceptional	exceptionnels	0.720
portable	potable	0.720
accepts	acceptes	0.720
informal	informel	0.720
trusts	tristesse	0.720
stained	stands	0.720
confessed	conteste	0.720
an	in	0.940
an	haine	0.940
is	aise	0.940
is	aises	0.940
was	ose	0.910
was	osent	0.910
were	le	0.900
were	ouah	0.881
been	bine	1.000
been	bines	1.000
of	off	0.890
of	aube	0.821
but	batte	0.960
but	bête	0.950
if	if	0.950
if	ifs	0.950
in	in	0.950
in	haine	0.940
on	âne	0.940
on	ânes	0.940
at	hâtent	0.940
at	hâtes	0.940
with	oued	0.881
with	oueds	0.881
from	trame	0.908
from	tram	0.908
so	ce	0.960
so	se	0.960
not	nattes	0.960
not	natte	0.960
all	hall	0.950
all	halls	0.950
can	canne	0.960
can	cane	0.960
will	il	0.917
will	ils	0.917
would	oueds	0.950
would	aide	0.900
could	code	0.960
could	coude	0.967
should	chaude	0.921
should	shoot	0.927
did	dites	0.927
did	dite	0.927
done	damne	0.960
done	donne	0.921
this	dix	0.887
this	dissent	0.887
that	date	0.881
that	dates	0.881
these	dix	0.921
these	disent	0.921
those	douze	0.870
there	des	0.861
there	dés	0.861
when	haine	0.950
when	haines	0.950
then	gêne	0.921
then	gène	0.921
than	gêne	0.881
than	gène	0.881
what	watt	0.960
what	ouate	0.960
why	ouah	0.960
why	la	0.893
more	mot	0.950
more	mots	0.950
most	moufte	0.894
some	sam	0.960
some	sem	0.950
now	ne	0.881
now	nos	0.881
out	hâtent	0.960
out	hâtes	0.960
up	happe	0.940
up	hep	0.925
down	damne	0.970
down	tanne	0.940
over	avez	0.910
over	vêt	0.925
under	hindi	0.911
about	ébattent	0.976
about	épate	0.952
wrest	reste	1.000
wreaks	rixe	1.000
truce	trousse	1.000
