en	fr	sound	meaning	cognate	tier
quoted	cotés	0.516	1.0	0	DUAL-B
byzantine	byzantin	0.533	1.0	1	DUAL-B
byzantine	byzantine	0.720	1.0	1	DUAL-A
poster	poster	0.621	1.0	1	DUAL-A
geographic	géographique	0.558	1.0	0	DUAL-B
geographic	géographiques	0.558	1.0	0	DUAL-B
rebounds	rebonds	0.513	1.0	1	DUAL-B
congo	congolais	0.562	1.0	0	DUAL-B
congo	congo	0.610	1.0	1	DUAL-A
venture	venture	0.480	1.0	1	DUAL-B
restricted	restreint	0.612	1.0	0	DUAL-A
naming	nommer	0.489	1.0	0	DUAL-B
situations	situations	0.477	1.0	1	DUAL-B
instructions	instructions	0.537	1.0	1	DUAL-B
sullivan	sullivan	0.504	1.0	1	DUAL-B
tables	tables	0.525	1.0	1	DUAL-B
tables	tableaux	0.499	1.0	0	DUAL-B
leaf	leaf	0.591	1.0	1	DUAL-B
shoot	shoot	0.591	1.0	1	DUAL-B
substitute	substituer	0.590	1.0	1	DUAL-B
restaurants	restaurants	0.686	1.0	1	DUAL-A
restaurants	gastronomie	0.486	1.0	0	DUAL-B
contributor	collaborateur	0.484	1.0	0	DUAL-B
contributor	contributeur	0.592	1.0	1	DUAL-B
contributor	contributeurs	0.592	1.0	1	DUAL-B
errors	erreurs	0.641	1.0	1	DUAL-A
rocky	rocheux	0.451	1.0	0	DUAL-B
rocky	rocky	0.748	1.0	1	DUAL-A
kerala	kerala	0.523	1.0	1	DUAL-B
shakespeare	shakespeare	0.725	1.0	1	DUAL-A
quantum	quantum	0.594	1.0	1	DUAL-B
immigration	immigration	0.500	1.0	1	DUAL-B
mirror	miroir	0.610	1.0	0	DUAL-A
mirror	miroirs	0.610	1.0	0	DUAL-A
certified	certifiées	0.490	1.0	1	DUAL-B
certified	certifiée	0.490	1.0	1	DUAL-B
certified	certifié	0.490	1.0	1	DUAL-B
certified	certifiés	0.490	1.0	1	DUAL-B
npov	npov	0.598	1.0	1	DUAL-B
potentially	potentiellement	0.454	1.0	0	DUAL-B
presentation	présentation	0.539	1.0	1	DUAL-B
cotton	coton	0.472	1.0	1	DUAL-B
tournaments	tournois	0.537	1.0	0	DUAL-B
syndrome	syndrome	0.741	1.0	1	DUAL-A
forty	forty	0.486	1.0	1	DUAL-B
journalism	journalisme	0.481	1.0	1	DUAL-B
towers	tours	0.520	1.0	0	DUAL-B
conductor	conducteur	0.550	1.0	1	DUAL-B
bone	bone	0.706	1.0	1	DUAL-A
essex	essex	0.645	1.0	1	DUAL-A
rebuilt	reconstruite	0.507	1.0	0	DUAL-B
wellington	wellington	0.774	1.0	1	DUAL-S
ideal	idéale	0.508	1.0	0	DUAL-B
ideal	ideal	0.725	1.0	1	DUAL-A
ideal	idéal	0.508	1.0	1	DUAL-B
raw	raw	0.512	1.0	1	DUAL-B
labels	labels	0.525	1.0	1	DUAL-B
labels	libellés	0.577	1.0	0	DUAL-B
leonard	léonard	0.477	1.0	1	DUAL-B
leonard	leonard	0.475	1.0	1	DUAL-B
watson	watson	0.609	1.0	1	DUAL-A
governors	gouverneurs	0.467	1.0	1	DUAL-B
posting	poster	0.580	1.0	0	DUAL-B
harvey	harvey	0.551	1.0	1	DUAL-B
bases	bases	0.651	1.0	1	DUAL-A
hello	hello	0.570	1.0	1	DUAL-B
rabbi	rabbi	0.531	1.0	1	DUAL-B
rabbi	rabbin	0.520	1.0	1	DUAL-B
rabbi	rabin	0.520	1.0	1	DUAL-B
ensemble	ensemble	0.537	1.0	1	DUAL-B
monster	monstrueuse	0.565	1.0	0	DUAL-B
monster	monstrueux	0.578	1.0	0	DUAL-B
monster	monster	0.610	1.0	1	DUAL-A
monster	monstre	0.650	1.0	1	DUAL-A
pitcher	cruche	0.482	1.0	0	DUAL-B
pitcher	pichet	0.533	1.0	1	DUAL-B
recovery	recouvrement	0.535	1.0	0	DUAL-B
recovery	guérison	0.479	1.0	0	DUAL-B
respond	répondez	0.491	1.0	0	DUAL-B
qualification	qualifications	0.484	1.0	1	DUAL-B
qualification	qualification	0.484	1.0	1	DUAL-B
organic	organiques	0.734	1.0	0	DUAL-A
organic	organique	0.734	1.0	1	DUAL-A
exposure	exposition	0.699	1.0	0	DUAL-A
palestine	palestine	0.621	1.0	1	DUAL-A
palestine	palestinienne	0.586	1.0	1	DUAL-B
palestine	palestinien	0.545	1.0	1	DUAL-B
maurice	maurice	0.647	1.0	1	DUAL-A
immigrants	immigrants	0.514	1.0	1	DUAL-B
immigrants	immigrés	0.504	1.0	1	DUAL-B
variant	variant	0.499	1.0	1	DUAL-B
variant	variante	0.572	1.0	1	DUAL-B
lap	lap	0.730	1.0	1	DUAL-A
legitimate	légitimes	0.479	1.0	0	DUAL-B
legitimate	légitime	0.479	1.0	1	DUAL-B
wallace	wallace	0.561	1.0	1	DUAL-B
succession	successions	0.605	1.0	1	DUAL-A
succession	succession	0.605	1.0	1	DUAL-A
reserves	réserve	0.518	1.0	1	DUAL-B
reserves	réserves	0.518	1.0	1	DUAL-B
donated	donné	0.604	1.0	0	DUAL-A
donated	donnés	0.604	1.0	0	DUAL-A
delivery	livraison	0.497	1.0	0	DUAL-B
delivery	livraisons	0.497	1.0	0	DUAL-B
joan	joan	0.560	1.0	1	DUAL-B
fifty	fifty	0.823	1.0	1	DUAL-S
slave	slave	0.743	1.0	1	DUAL-A
slave	esclave	0.491	1.0	1	DUAL-B
slave	esclaves	0.491	1.0	1	DUAL-B
columbus	colomb	0.476	1.0	0	DUAL-B
columbus	columbus	0.538	1.0	1	DUAL-B
cgi	cgi	0.462	1.0	1	DUAL-B
favour	faveur	0.510	1.0	1	DUAL-B
printing	impression	0.466	1.0	0	DUAL-B
printing	imprimer	0.465	1.0	0	DUAL-B
printing	imprimeries	0.469	1.0	0	DUAL-B
printing	imprimerie	0.473	1.0	0	DUAL-B
variable	variable	0.555	1.0	1	DUAL-B
variable	variables	0.555	1.0	1	DUAL-B
theology	théologique	0.467	1.0	0	DUAL-B
theology	théologie	0.544	1.0	0	DUAL-B
todd	todd	0.681	1.0	1	DUAL-A
parameters	paramètres	0.503	1.0	0	DUAL-B
canton	canton	0.536	1.0	1	DUAL-B
han	han	0.455	1.0	1	DUAL-B
reed	roseaux	0.484	1.0	0	DUAL-B
reed	reed	0.591	1.0	1	DUAL-B
celtic	celtique	0.666	1.0	0	DUAL-A
celtic	celtic	0.666	1.0	1	DUAL-A
characteristic	caractéristique	0.616	1.0	1	DUAL-A
commanded	commandé	0.517	1.0	1	DUAL-B
commanded	commandée	0.517	1.0	1	DUAL-B
inappropriate	inapproprié	0.557	1.0	1	DUAL-B
inappropriate	inappropriée	0.557	1.0	1	DUAL-B
inappropriate	inappropriés	0.557	1.0	1	DUAL-B
tube	tube	0.730	1.0	1	DUAL-A
debt	endettement	0.577	1.0	0	DUAL-B
debt	dette	1.000	1.0	0	DUAL-S
debt	dettes	1.000	1.0	0	DUAL-S
outdoor	extérieurs	0.452	1.0	0	DUAL-B
outdoor	extérieur	0.452	1.0	0	DUAL-B
outdoor	extérieure	0.452	1.0	0	DUAL-B
navigation	navigation	0.499	1.0	1	DUAL-B
eligible	éligible	0.505	1.0	1	DUAL-B
eligible	éligibles	0.505	1.0	1	DUAL-B
experts	experts	0.728	1.0	1	DUAL-A
tier	tier	0.689	1.0	1	DUAL-A
newton	newton	0.616	1.0	1	DUAL-A
essays	essais	0.450	1.0	1	DUAL-B
shanghai	shanghai	0.504	1.0	1	DUAL-B
conventional	conventionnelle	0.542	1.0	1	DUAL-B
conventional	conventionnel	0.542	1.0	1	DUAL-B
conventional	conventionnels	0.542	1.0	1	DUAL-B
campaigns	campagnes	0.498	1.0	1	DUAL-B
bath	bains	0.541	1.0	0	DUAL-B
bath	baignoire	0.483	1.0	0	DUAL-B
bath	bain	0.541	1.0	0	DUAL-B
venice	venise	0.550	1.0	1	DUAL-B
variations	variations	0.475	1.0	1	DUAL-B
variations	variantes	0.466	1.0	0	DUAL-B
connecting	connecter	0.687	1.0	0	DUAL-A
connecting	connexion	0.610	1.0	0	DUAL-A
documented	documenté	0.487	1.0	1	DUAL-B
documented	documentés	0.487	1.0	1	DUAL-B
documented	documentées	0.487	1.0	1	DUAL-B
documented	documentée	0.487	1.0	1	DUAL-B
custom	coutume	0.562	1.0	0	DUAL-B
touchdown	touchdown	0.774	1.0	1	DUAL-S
touchdown	touché	0.491	1.0	0	DUAL-B
profession	profession	0.625	1.0	1	DUAL-A
sony	sony	0.560	1.0	1	DUAL-B
competitors	compétiteurs	0.478	1.0	1	DUAL-B
phillips	philips	0.698	1.0	1	DUAL-A
phillips	phillips	0.511	1.0	1	DUAL-B
grass	graminées	0.546	1.0	0	DUAL-B
grass	gazon	0.515	1.0	0	DUAL-B
reservoir	réservoir	0.624	1.0	1	DUAL-A
artificial	artificiels	0.497	1.0	1	DUAL-B
artificial	artificiel	0.497	1.0	1	DUAL-B
artificial	artificielle	0.497	1.0	1	DUAL-B
artificial	artificielles	0.497	1.0	1	DUAL-B
prague	prague	0.793	1.0	1	DUAL-S
abu	abu	0.460	1.0	1	DUAL-B
abu	abou	0.730	1.0	1	DUAL-A
faces	faces	0.545	1.0	1	DUAL-B
guitars	guitares	0.547	1.0	1	DUAL-B
aspx	aspx	0.821	1.0	1	DUAL-S
laura	laura	0.559	1.0	1	DUAL-B
laura	laure	0.833	1.0	1	DUAL-S
johann	johann	0.535	1.0	1	DUAL-B
dreams	dreams	0.652	1.0	1	DUAL-A
specialized	spécialisé	0.519	1.0	0	DUAL-B
specialized	spécialisée	0.519	1.0	0	DUAL-B
specialized	spécialisées	0.519	1.0	0	DUAL-B
specialized	spécialisés	0.519	1.0	0	DUAL-B
pearl	perle	0.683	1.0	1	DUAL-A
pearl	pearl	0.591	1.0	1	DUAL-B
pearl	perles	0.683	1.0	0	DUAL-A
chorus	chœurs	0.543	1.0	0	DUAL-B
chorus	refrain	0.482	1.0	0	DUAL-B
chorus	choeur	0.543	1.0	0	DUAL-B
chorus	chœur	0.543	1.0	0	DUAL-B
dependent	dépendant	0.494	1.0	1	DUAL-B
dependent	dépendantes	0.558	1.0	0	DUAL-B
dependent	dépendante	0.558	1.0	0	DUAL-B
dependent	dépendants	0.494	1.0	0	DUAL-B
restrictions	restrictions	0.585	1.0	1	DUAL-B
restrictions	restriction	0.585	1.0	1	DUAL-B
killer	killer	0.554	1.0	1	DUAL-B
oakland	oakland	0.501	1.0	1	DUAL-B
trio	trio	0.864	1.0	1	DUAL-S
influences	influences	0.518	1.0	1	DUAL-B
blocking	bloquer	0.574	1.0	0	DUAL-B
blocking	bloquant	0.572	1.0	0	DUAL-B
blocking	blocage	0.540	1.0	0	DUAL-B
mtv	mtv	0.694	1.0	1	DUAL-A
gabriel	gabriel	0.733	1.0	1	DUAL-A
fifteen	fifteen	0.741	1.0	1	DUAL-A
fifteen	quinzaine	0.463	1.0	0	DUAL-B
palm	palme	0.662	1.0	1	DUAL-A
palm	palm	0.662	1.0	1	DUAL-A
palm	paume	0.700	1.0	0	DUAL-A
palm	palmier	0.509	1.0	0	DUAL-B
wikis	wikis	0.691	1.0	1	DUAL-A
demonstrate	démontrer	0.624	1.0	0	DUAL-A
vary	varient	0.755	1.0	0	DUAL-S
vary	varie	0.755	1.0	0	DUAL-S
liquid	liquide	0.625	1.0	1	DUAL-A
liquid	liquides	0.625	1.0	1	DUAL-A
cycling	cyclisme	0.553	1.0	0	DUAL-B
princeton	princeton	0.673	1.0	1	DUAL-A
respective	respectifs	0.728	1.0	1	DUAL-A
voices	voix	0.518	1.0	0	DUAL-B
friedrich	friedrich	0.770	1.0	1	DUAL-S
friedrich	frédéric	0.590	1.0	0	DUAL-B
jet	jet	0.584	1.0	1	DUAL-B
horn	corne	0.755	1.0	0	DUAL-S
horn	cor	0.535	1.0	0	DUAL-B
horn	horn	0.818	1.0	1	DUAL-S
atmosphere	atmosphère	0.644	1.0	1	DUAL-A
characterized	caractérisée	0.554	1.0	0	DUAL-B
characterized	caractérisé	0.554	1.0	0	DUAL-B
characterized	caractérisés	0.554	1.0	0	DUAL-B
syrian	syrien	0.542	1.0	1	DUAL-B
syrian	syrienne	0.608	1.0	0	DUAL-A
syrian	syriens	0.542	1.0	1	DUAL-B
java	java	0.454	1.0	1	DUAL-B
monitor	moniteurs	0.573	1.0	1	DUAL-B
monitor	moniteur	0.573	1.0	1	DUAL-B
columns	colonnes	0.491	1.0	0	DUAL-B
repair	réparer	0.501	1.0	0	DUAL-B
repair	réparateur	0.541	1.0	0	DUAL-B
repair	réparation	0.463	1.0	0	DUAL-B
repair	réparations	0.463	1.0	0	DUAL-B
bin	bin	0.733	1.0	1	DUAL-A
stick	stick	0.787	1.0	1	DUAL-S
dollars	dollars	0.488	1.0	1	DUAL-B
organised	organisé	0.600	1.0	1	DUAL-A
organised	organisés	0.600	1.0	1	DUAL-A
organised	organisée	0.600	1.0	1	DUAL-A
organised	organisées	0.600	1.0	1	DUAL-A
parameter	paramètre	0.574	1.0	0	DUAL-B
buenos	buenos	0.492	1.0	1	DUAL-B
parade	parade	0.602	1.0	1	DUAL-A
awareness	conscience	0.473	1.0	0	DUAL-B
depends	dépend	0.502	1.0	1	DUAL-B
depends	dépendra	0.478	1.0	0	DUAL-B
define	définit	0.487	1.0	0	DUAL-B
define	définir	0.481	1.0	0	DUAL-B
define	définis	0.487	1.0	0	DUAL-B
spencer	spencer	0.602	1.0	1	DUAL-A
republicans	républicains	0.538	1.0	1	DUAL-B
conspiracy	complot	0.481	1.0	0	DUAL-B
conspiracy	complots	0.481	1.0	0	DUAL-B
conspiracy	conspiration	0.536	1.0	0	DUAL-B
dies	décède	0.516	1.0	0	DUAL-B
clarke	clarke	0.564	1.0	1	DUAL-B
rough	rude	0.512	1.0	0	DUAL-B
pine	pine	0.663	1.0	1	DUAL-A
pine	pin	0.565	1.0	1	DUAL-B
equation	équation	0.488	1.0	1	DUAL-B
democrat	démocrates	0.646	1.0	1	DUAL-A
democrat	démocrate	0.646	1.0	1	DUAL-A
cutting	couper	0.455	1.0	0	DUAL-B
cutting	coupage	0.462	1.0	0	DUAL-B
button	button	0.487	1.0	1	DUAL-B
button	boutons	0.466	1.0	1	DUAL-B
button	bouton	0.466	1.0	1	DUAL-B
queens	queens	0.691	1.0	1	DUAL-A
abraham	abraham	0.574	1.0	1	DUAL-B
neck	nuque	0.671	1.0	0	DUAL-A
forever	forever	0.617	1.0	1	DUAL-A
sheriff	shériff	0.647	1.0	1	DUAL-A
sheriff	sheriff	0.645	1.0	1	DUAL-A
sheriff	shérif	0.647	1.0	1	DUAL-A
miguel	miguel	1.000	1.0	1	DUAL-S
montgomery	montgomery	0.569	1.0	1	DUAL-B
vanity	vaniteux	0.513	1.0	0	DUAL-B
vanity	vanité	0.518	1.0	1	DUAL-B
functional	fonctionnels	0.549	1.0	0	DUAL-B
functional	fonctionnelle	0.549	1.0	0	DUAL-B
functional	fonctionnel	0.549	1.0	1	DUAL-B
diverse	diversifié	0.466	1.0	0	DUAL-B
diverse	diverses	0.587	1.0	1	DUAL-B
quotes	cotation	0.497	1.0	0	DUAL-B
quotes	cotes	0.561	1.0	0	DUAL-B
attitude	attitude	0.522	1.0	1	DUAL-B
justin	justin	0.517	1.0	1	DUAL-B
protests	protestations	0.728	1.0	1	DUAL-A
variation	variations	0.480	1.0	1	DUAL-B
variation	variante	0.470	1.0	0	DUAL-B
variation	variation	0.480	1.0	1	DUAL-B
smart	smart	0.827	1.0	1	DUAL-S
prices	prix	0.613	1.0	0	DUAL-A
prayer	prières	0.822	1.0	0	DUAL-S
prayer	prière	0.822	1.0	0	DUAL-S
prayer	prier	0.629	1.0	0	DUAL-A
terrorism	terrorisme	0.677	1.0	1	DUAL-A
beta	beta	0.624	1.0	1	DUAL-A
beta	bêta	0.524	1.0	1	DUAL-B
beta	béta	0.624	1.0	1	DUAL-A
durham	durham	0.596	1.0	1	DUAL-B
counts	comtes	0.540	1.0	0	DUAL-B
detective	inspectrice	0.528	1.0	0	DUAL-B
detective	inspecteur	0.527	1.0	0	DUAL-B
detective	détective	0.757	1.0	1	DUAL-S
josh	josh	0.499	1.0	1	DUAL-B
compositions	compositions	0.472	1.0	1	DUAL-B
oval	ovale	0.653	1.0	1	DUAL-A
filming	filmer	0.591	1.0	0	DUAL-B
perfectly	parfaitement	0.502	1.0	0	DUAL-B
indianapolis	indianapolis	0.452	1.0	1	DUAL-B
funeral	funérailles	0.483	1.0	0	DUAL-B
funeral	funéraire	0.486	1.0	0	DUAL-B
recovered	retrouvé	0.459	1.0	0	DUAL-B
farmer	fermier	0.590	1.0	1	DUAL-B
protestant	protestants	0.595	1.0	1	DUAL-B
protestant	protestant	0.595	1.0	1	DUAL-B
protestant	protestante	0.642	1.0	1	DUAL-A
cameron	cameron	0.634	1.0	1	DUAL-A
indonesian	indonésiens	0.513	1.0	1	DUAL-B
indonesian	indonésien	0.513	1.0	1	DUAL-B
indonesian	indonésienne	0.558	1.0	0	DUAL-B
mixing	mixage	0.554	1.0	0	DUAL-B
mumbai	mumbai	0.509	1.0	1	DUAL-B
nashville	nashville	0.696	1.0	1	DUAL-A
danger	danger	0.516	1.0	1	DUAL-B
rally	rally	0.498	1.0	1	DUAL-B
rally	rallyes	0.785	1.0	1	DUAL-S
camps	camps	0.509	1.0	1	DUAL-B
camps	campements	0.478	1.0	0	DUAL-B
surprise	surprise	0.632	1.0	1	DUAL-A
surprise	surprenant	0.549	1.0	0	DUAL-B
surprise	surpris	0.562	1.0	1	DUAL-B
surprise	surprendre	0.551	1.0	0	DUAL-B
surprise	surprises	0.632	1.0	1	DUAL-A
deployed	déployé	0.546	1.0	0	DUAL-B
deployed	déployées	0.546	1.0	0	DUAL-B
deployed	déployés	0.546	1.0	0	DUAL-B
deployed	déployée	0.546	1.0	1	DUAL-B
kate	kate	0.683	1.0	1	DUAL-A
molecular	moléculaire	0.532	1.0	1	DUAL-B
molecular	moléculaires	0.532	1.0	1	DUAL-B
isle	isle	0.530	1.0	1	DUAL-B
theorem	théorème	0.512	1.0	0	DUAL-B
colonies	colonies	0.581	1.0	1	DUAL-B
cyprus	chypre	0.502	1.0	0	DUAL-B
wake	wake	0.648	1.0	1	DUAL-A
magnetic	magnétiques	0.549	1.0	0	DUAL-B
magnetic	magnétique	0.549	1.0	0	DUAL-B
magnetic	magnétisme	0.452	1.0	0	DUAL-B
conversation	conversation	0.472	1.0	1	DUAL-B
sussex	sussex	0.665	1.0	1	DUAL-A
gates	gates	0.551	1.0	1	DUAL-B
ram	ram	0.730	1.0	1	DUAL-A
plastic	plastique	0.734	1.0	1	DUAL-A
plastic	plastiques	0.734	1.0	0	DUAL-A
electronics	electronique	0.641	1.0	1	DUAL-A
electronics	électronique	0.641	1.0	0	DUAL-A
restore	restaurer	0.730	1.0	1	DUAL-A
restore	restaure	0.687	1.0	1	DUAL-A
restore	rétablir	0.522	1.0	0	DUAL-B
stockholm	stockholm	0.611	1.0	1	DUAL-A
inn	inn	0.642	1.0	1	DUAL-A
buses	bus	0.527	1.0	1	DUAL-B
connect	connecter	0.733	1.0	1	DUAL-A
connect	connexion	0.630	1.0	0	DUAL-A
connect	connectez	0.733	1.0	1	DUAL-A
wmflabs	wmflabs	0.540	1.0	1	DUAL-B
radiation	rayonnement	0.457	1.0	0	DUAL-B
radiation	radiations	0.486	1.0	1	DUAL-B
radiation	rayonnements	0.457	1.0	0	DUAL-B
receives	reçoit	0.490	1.0	0	DUAL-B
lancashire	lancashire	0.495	1.0	1	DUAL-B
playoff	playoff	0.765	1.0	1	DUAL-S
playoff	playoffs	0.765	1.0	1	DUAL-S
cork	cork	0.499	1.0	1	DUAL-B
verifiable	vérifiable	0.559	1.0	1	DUAL-B
verifiable	vérifiables	0.559	1.0	1	DUAL-B
cheers	tchin	0.637	1.0	0	DUAL-A
filipino	philippin	0.506	1.0	0	DUAL-B
filipino	philippins	0.506	1.0	0	DUAL-B
filipino	philippine	0.628	1.0	0	DUAL-A
oriented	orienté	0.569	1.0	1	DUAL-B
oriented	orientée	0.569	1.0	1	DUAL-B
hamburg	hamburg	0.480	1.0	1	DUAL-B
creates	crée	0.606	1.0	0	DUAL-A
orbit	orbite	0.823	1.0	1	DUAL-S
orbit	orbites	0.823	1.0	1	DUAL-S
massacre	massacrer	0.507	1.0	1	DUAL-B
massacre	massacre	0.531	1.0	1	DUAL-B
massacre	massacres	0.531	1.0	1	DUAL-B
dialogue	dialogue	0.589	1.0	1	DUAL-B
dialogue	dialogues	0.589	1.0	1	DUAL-B
dialogue	dialoguer	0.501	1.0	1	DUAL-B
codes	codes	0.675	1.0	1	DUAL-A
dawn	dawn	0.591	1.0	1	DUAL-B
isolated	isolées	0.489	1.0	0	DUAL-B
isolated	isolés	0.489	1.0	0	DUAL-B
isolated	isolée	0.489	1.0	0	DUAL-B
isolated	isolé	0.489	1.0	0	DUAL-B
nancy	nancy	0.560	1.0	1	DUAL-B
violations	violation	0.480	1.0	1	DUAL-B
violations	violations	0.480	1.0	1	DUAL-B
perth	perth	0.591	1.0	1	DUAL-B
incorrect	incorrect	0.707	1.0	1	DUAL-A
incorrect	inexacte	0.532	1.0	0	DUAL-B
incorrect	incorrecte	0.707	1.0	1	DUAL-A
scout	scout	0.721	1.0	1	DUAL-A
difficulty	difficulté	0.556	1.0	1	DUAL-B
difficulty	difficultés	0.556	1.0	1	DUAL-B
hart	hart	0.700	1.0	1	DUAL-A
regulation	réglementation	0.461	1.0	0	DUAL-B
regulation	règlement	0.576	1.0	0	DUAL-B
regulation	régulation	0.484	1.0	1	DUAL-B
regulation	règlementation	0.544	1.0	0	DUAL-B
lodge	lodge	0.748	1.0	1	DUAL-A
disputed	disputées	0.560	1.0	1	DUAL-B
specialist	spécialiste	0.650	1.0	1	DUAL-A
tasks	tâches	0.507	1.0	0	DUAL-B
instruction	instruction	0.545	1.0	1	DUAL-B
ceased	cessé	0.527	1.0	0	DUAL-B
pride	pride	0.728	1.0	1	DUAL-A
banner	bannières	0.517	1.0	0	DUAL-B
banner	banderole	0.494	1.0	0	DUAL-B
banner	banner	0.551	1.0	1	DUAL-B
banner	bannière	0.517	1.0	0	DUAL-B
panama	panama	0.537	1.0	1	DUAL-B
panama	panamá	0.537	1.0	1	DUAL-B
corruption	corruption	0.481	1.0	1	DUAL-B
harm	harm	0.700	1.0	1	DUAL-A
ernest	ernest	0.618	1.0	1	DUAL-A
pilots	pilotes	0.509	1.0	1	DUAL-B
pursue	poursuivre	0.466	1.0	1	DUAL-B
emigrants	émigrants	0.514	1.0	1	DUAL-B
emigrants	émigrés	0.504	1.0	0	DUAL-B
revenge	revanche	0.514	1.0	0	DUAL-B
revision	révisions	0.506	1.0	1	DUAL-B
revision	révision	0.506	1.0	1	DUAL-B
dominant	dominante	0.574	1.0	1	DUAL-B
dominant	dominant	0.509	1.0	1	DUAL-B
examination	examen	0.604	1.0	0	DUAL-A
chen	chen	0.814	1.0	1	DUAL-S
matrix	matrice	0.633	1.0	1	DUAL-A
matrix	matrix	0.711	1.0	1	DUAL-A
das	das	0.598	1.0	1	DUAL-B
biographical	biographiques	0.524	1.0	0	DUAL-B
biographical	biographique	0.524	1.0	1	DUAL-B
kiss	kiss	0.733	1.0	1	DUAL-A
valign	valign	0.608	1.0	1	DUAL-A
nationalist	nationaliste	0.587	1.0	1	DUAL-B
nationalist	nationalistes	0.587	1.0	1	DUAL-B
crosses	croix	0.610	1.0	0	DUAL-A
heavyweight	heavyweight	0.774	1.0	1	DUAL-S
bid	bid	0.733	1.0	1	DUAL-A
appreciate	apprécier	0.499	1.0	0	DUAL-B
appreciate	apprécie	0.503	1.0	1	DUAL-B
enemies	ennemies	0.868	1.0	1	DUAL-S
enemies	ennemis	0.718	1.0	1	DUAL-A
mercury	mercury	0.752	1.0	1	DUAL-S
mercury	mercure	0.501	1.0	1	DUAL-B
interactive	interactivité	0.479	1.0	1	DUAL-B
interactive	interactif	0.506	1.0	1	DUAL-B
interactive	interactives	0.562	1.0	1	DUAL-B
interactive	interactive	0.562	1.0	1	DUAL-B
interactive	interactifs	0.506	1.0	1	DUAL-B
preserve	préserver	0.568	1.0	1	DUAL-B
nobel	nobel	0.885	1.0	1	DUAL-S
grande	grande	0.758	1.0	1	DUAL-S
structural	structurelle	0.662	1.0	1	DUAL-A
structural	structurel	0.662	1.0	1	DUAL-A
structural	structurels	0.662	1.0	1	DUAL-A
marry	marier	0.552	1.0	0	DUAL-B
veterans	vétérans	0.494	1.0	1	DUAL-B
axis	axes	0.661	1.0	1	DUAL-A
axis	axe	0.661	1.0	0	DUAL-A
execution	exécution	0.491	1.0	1	DUAL-B
cult	secte	0.482	1.0	0	DUAL-B
cult	culte	0.740	1.0	1	DUAL-A
cult	cultes	0.740	1.0	1	DUAL-A
reducing	réduire	0.487	1.0	0	DUAL-B
reducing	réducteur	0.469	1.0	0	DUAL-B
reducing	réducteurs	0.469	1.0	0	DUAL-B
colin	colin	0.549	1.0	1	DUAL-B
chester	chester	0.707	1.0	1	DUAL-A
ticket	ticket	0.554	1.0	1	DUAL-B
explicitly	explicitement	0.687	1.0	0	DUAL-A
explicitly	expressément	0.578	1.0	0	DUAL-B
bombing	bombardement	0.454	1.0	0	DUAL-B
bombing	bombardements	0.454	1.0	0	DUAL-B
recognised	reconnu	0.468	1.0	0	DUAL-B
recognised	reconnues	0.468	1.0	0	DUAL-B
recognised	reconnue	0.468	1.0	0	DUAL-B
recognised	reconnus	0.468	1.0	0	DUAL-B
applicable	applicable	0.569	1.0	1	DUAL-B
applicable	applicables	0.569	1.0	1	DUAL-B
founders	fondateurs	0.473	1.0	1	DUAL-B
wilhelm	wilhelm	0.752	1.0	1	DUAL-S
suddenly	soudainement	0.450	1.0	0	DUAL-B
suddenly	soudain	0.483	1.0	0	DUAL-B
parking	parking	0.614	1.0	1	DUAL-A
absolute	absolue	0.522	1.0	1	DUAL-B
absolute	absolu	0.522	1.0	1	DUAL-B
françois	françois	0.685	1.0	1	DUAL-A
locomotive	locomotive	0.656	1.0	1	DUAL-A
locomotive	locomotives	0.656	1.0	1	DUAL-A
preparation	préparation	0.585	1.0	1	DUAL-B
nintendo	nintendo	0.706	1.0	1	DUAL-A
declaration	déclaration	0.533	1.0	1	DUAL-B
governing	gouverner	0.477	1.0	0	DUAL-B
jamaica	jamaïque	0.453	1.0	0	DUAL-B
vladimir	vladimir	0.647	1.0	1	DUAL-A
beating	battant	0.475	1.0	0	DUAL-B
beating	battre	0.503	1.0	0	DUAL-B
methodist	méthodiste	0.624	1.0	1	DUAL-A
utf	utf	0.622	1.0	1	DUAL-A
kenneth	kenneth	0.691	1.0	1	DUAL-A
celebration	célébrations	0.538	1.0	1	DUAL-B
celebration	célébration	0.538	1.0	1	DUAL-B
discipline	discipline	0.648	1.0	1	DUAL-A
discipline	discipliné	0.569	1.0	1	DUAL-B
fauna	faune	0.594	1.0	1	DUAL-B
manuscript	manuscrit	0.595	1.0	1	DUAL-B
manuscript	manuscrits	0.595	1.0	1	DUAL-B
experiments	expériences	0.667	1.0	0	DUAL-A
experiments	expérimentations	0.589	1.0	0	DUAL-B
compound	composé	0.456	1.0	0	DUAL-B
tampa	tampa	0.523	1.0	1	DUAL-B
arabia	arabie	0.512	1.0	1	DUAL-B
associations	associations	0.487	1.0	1	DUAL-B
alien	étranger	0.463	1.0	0	DUAL-B
depicted	dépeint	0.491	1.0	0	DUAL-B
sergeant	sergent	0.502	1.0	1	DUAL-B
sergeant	adjudant	0.490	1.0	0	DUAL-B
diffs	diffs	0.580	1.0	1	DUAL-B
subsidiary	subsidiaires	0.591	1.0	1	DUAL-B
thirteen	thirteen	0.691	1.0	1	DUAL-A
neo	neo	0.552	1.0	1	DUAL-B
neo	néo	0.591	1.0	0	DUAL-B
