a	b	type	w
en:rated	fr:classé	=trans	0.9
fr:classé	en:rated	=trans	0.9
en:guards	fr:gardes	=trans	0.9
fr:gardes	en:guards	=trans	0.9
en:pole	fr:pôle	=trans	0.9
fr:pôle	en:pole	=trans	0.9
en:tours	fr:tours	=trans	0.9
fr:tours	en:tours	=trans	0.9
en:stable	fr:stables	=trans	0.9
fr:stables	en:stable	=trans	0.9
en:stable	fr:stable	=trans	0.9
fr:stable	en:stable	=trans	0.9
en:delta	fr:delta	=trans	0.9
fr:delta	en:delta	=trans	0.9
en:penalty	fr:peine	=trans	0.9
fr:peine	en:penalty	=trans	0.9
en:sole	fr:sole	=trans	0.9
fr:sole	en:sole	=trans	0.9
en:sole	fr:semelle	=trans	0.9
fr:semelle	en:sole	=trans	0.9
en:spin	fr:tourne	=trans	0.9
fr:tourne	en:spin	=trans	0.9
en:metric	fr:métrique	=trans	0.9
fr:métrique	en:metric	=trans	0.9
en:munich	fr:munich	=trans	0.9
fr:munich	en:munich	=trans	0.9
en:acoustic	fr:acoustique	=trans	0.9
fr:acoustique	en:acoustic	=trans	0.9
en:posts	fr:postes	=trans	0.9
fr:postes	en:posts	=trans	0.9
en:nobody	fr:personne	=trans	0.9
fr:personne	en:nobody	=trans	0.9
en:vast	fr:vastes	=trans	0.9
fr:vastes	en:vast	=trans	0.9
en:vast	fr:vaste	=trans	0.9
fr:vaste	en:vast	=trans	0.9
en:dual	fr:double	=trans	0.9
fr:double	en:dual	=trans	0.9
en:crowd	fr:foule	=trans	0.9
fr:foule	en:crowd	=trans	0.9
en:click	fr:cliquez	=trans	0.9
fr:cliquez	en:click	=trans	0.9
en:walking	fr:marche	=trans	0.9
fr:marche	en:walking	=trans	0.9
en:clock	fr:horloge	=trans	0.9
fr:horloge	en:clock	=trans	0.9
en:highways	fr:routes	=trans	0.9
fr:routes	en:highways	=trans	0.9
en:font	fr:polices	=trans	0.9
fr:polices	en:font	=trans	0.9
en:font	fr:police	=trans	0.9
fr:police	en:font	=trans	0.9
en:font	fr:fontes	=trans	0.9
fr:fontes	en:font	=trans	0.9
en:photograph	fr:photographie	=trans	0.9
fr:photographie	en:photograph	=trans	0.9
en:struggle	fr:lutte	=trans	0.9
fr:lutte	en:struggle	=trans	0.9
en:pen	fr:plume	=trans	0.9
fr:plume	en:pen	=trans	0.9
en:legacy	fr:legs	=trans	0.9
fr:legs	en:legacy	=trans	0.9
en:derby	fr:derby	=trans	0.9
fr:derby	en:derby	=trans	0.9
en:grades	fr:grades	=trans	0.9
fr:grades	en:grades	=trans	0.9
en:cardinal	fr:cardinal	=trans	0.9
fr:cardinal	en:cardinal	=trans	0.9
en:syria	fr:syrie	=trans	0.9
fr:syrie	en:syria	=trans	0.9
en:ranks	fr:grades	=trans	0.9
fr:grades	en:ranks	=trans	0.9
en:sessions	fr:séances	=trans	0.9
fr:séances	en:sessions	=trans	0.9
en:accessible	fr:accessible	=trans	0.9
fr:accessible	en:accessible	=trans	0.9
en:thread	fr:fil	=trans	0.9
fr:fil	en:thread	=trans	0.9
en:choir	fr:chorale	=trans	0.9
fr:chorale	en:choir	=trans	0.9
en:mines	fr:mines	=trans	0.9
fr:mines	en:mines	=trans	0.9
en:robot	fr:robot	=trans	0.9
fr:robot	en:robot	=trans	0.9
en:segment	fr:segment	=trans	0.9
fr:segment	en:segment	=trans	0.9
en:dancing	fr:danse	=trans	0.9
fr:danse	en:dancing	=trans	0.9
en:dancing	fr:danses	=trans	0.9
fr:danses	en:dancing	=trans	0.9
en:spider	fr:spider	=trans	0.9
fr:spider	en:spider	=trans	0.9
en:rocks	fr:roches	=trans	0.9
fr:roches	en:rocks	=trans	0.9
en:rocks	fr:cailloux	=trans	0.9
fr:cailloux	en:rocks	=trans	0.9
en:bed	fr:lit	=trans	0.9
fr:lit	en:bed	=trans	0.9
en:reflect	fr:reflètent	=trans	0.9
fr:reflètent	en:reflect	=trans	0.9
en:frequent	fr:fréquente	=trans	0.9
fr:fréquente	en:frequent	=trans	0.9
en:stress	fr:stress	=trans	0.9
fr:stress	en:stress	=trans	0.9
en:stress	fr:stressé	=trans	0.9
fr:stressé	en:stress	=trans	0.9
en:sing	fr:chante	=trans	0.9
fr:chante	en:sing	=trans	0.9
en:rocket	fr:roquettes	=trans	0.9
fr:roquettes	en:rocket	=trans	0.9
en:doc	fr:doc	=trans	0.9
fr:doc	en:doc	=trans	0.9
en:machines	fr:machines	=trans	0.9
fr:machines	en:machines	=trans	0.9
en:noble	fr:noblesse	=trans	0.9
fr:noblesse	en:noble	=trans	0.9
en:tales	fr:contes	=trans	0.9
fr:contes	en:tales	=trans	0.9
en:spaces	fr:espaces	=trans	0.9
fr:espaces	en:spaces	=trans	0.9
en:cap	fr:pac	=trans	0.9
fr:pac	en:cap	=trans	0.9
en:cap	fr:cap	=trans	0.9
fr:cap	en:cap	=trans	0.9
en:ferry	fr:ferry	=trans	0.9
fr:ferry	en:ferry	=trans	0.9
en:push	fr:pousse	=trans	0.9
fr:pousse	en:push	=trans	0.9
en:throne	fr:trône	=trans	0.9
fr:trône	en:throne	=trans	0.9
en:serial	fr:série	=trans	0.9
fr:série	en:serial	=trans	0.9
en:uniform	fr:uniformes	=trans	0.9
fr:uniformes	en:uniform	=trans	0.9
en:col	fr:col	=trans	0.9
fr:col	en:col	=trans	0.9
en:explains	fr:explique	=trans	0.9
fr:explique	en:explains	=trans	0.9
en:buddhist	fr:bouddhiste	=trans	0.9
fr:bouddhiste	en:buddhist	=trans	0.9
en:meat	fr:viandes	=trans	0.9
fr:viandes	en:meat	=trans	0.9
en:moral	fr:morale	=trans	0.9
fr:morale	en:moral	=trans	0.9
en:moral	fr:moral	=trans	0.9
fr:moral	en:moral	=trans	0.9
en:moral	fr:moraux	=trans	0.9
fr:moraux	en:moral	=trans	0.9
en:elite	fr:élite	=trans	0.9
fr:élite	en:elite	=trans	0.9
en:elite	fr:élites	=trans	0.9
fr:élites	en:elite	=trans	0.9
en:athlete	fr:athlètes	=trans	0.9
fr:athlètes	en:athlete	=trans	0.9
en:athlete	fr:athlète	=trans	0.9
fr:athlète	en:athlete	=trans	0.9
en:exclusive	fr:exclusives	=trans	0.9
fr:exclusives	en:exclusive	=trans	0.9
en:exclusive	fr:exclusive	=trans	0.9
fr:exclusive	en:exclusive	=trans	0.9
en:manuel	fr:manuel	=trans	0.9
fr:manuel	en:manuel	=trans	0.9
en:mini	fr:mini	=trans	0.9
fr:mini	en:mini	=trans	0.9
en:casualties	fr:pertes	=trans	0.9
fr:pertes	en:casualties	=trans	0.9
en:casualties	fr:victimes	=trans	0.9
fr:victimes	en:casualties	=trans	0.9
en:pat	fr:pat	=trans	0.9
fr:pat	en:pat	=trans	0.9
en:catch	fr:attrape	=trans	0.9
fr:attrape	en:catch	=trans	0.9
en:poll	fr:scrutin	=trans	0.9
fr:scrutin	en:poll	=trans	0.9
en:deck	fr:pont	=trans	0.9
fr:pont	en:deck	=trans	0.9
en:ordinary	fr:ordinaire	=trans	0.9
fr:ordinaire	en:ordinary	=trans	0.9
en:ordinary	fr:ordinaires	=trans	0.9
fr:ordinaires	en:ordinary	=trans	0.9
en:insects	fr:insectes	=trans	0.9
fr:insectes	en:insects	=trans	0.9
en:insects	fr:insecte	=trans	0.9
fr:insecte	en:insects	=trans	0.9
en:flash	fr:flash	=trans	0.9
fr:flash	en:flash	=trans	0.9
en:boundaries	fr:limites	=trans	0.9
fr:limites	en:boundaries	=trans	0.9
en:regime	fr:régime	=trans	0.9
fr:régime	en:regime	=trans	0.9
en:seal	fr:phoque	=trans	0.9
fr:phoque	en:seal	=trans	0.9
en:seal	fr:sceau	=trans	0.9
fr:sceau	en:seal	=trans	0.9
en:seal	fr:phoques	=trans	0.9
fr:phoques	en:seal	=trans	0.9
en:corresponding	fr:correspondante	=trans	0.9
fr:correspondante	en:corresponding	=trans	0.9
en:concepts	fr:concepts	=trans	0.9
fr:concepts	en:concepts	=trans	0.9
en:sword	fr:glaive	=trans	0.9
fr:glaive	en:sword	=trans	0.9
en:rebellion	fr:rébellion	=trans	0.9
fr:rébellion	en:rebellion	=trans	0.9
en:premiere	fr:première	=trans	0.9
fr:première	en:premiere	=trans	0.9
en:con	fr:con	=trans	0.9
fr:con	en:con	=trans	0.9
en:ski	fr:ski	=trans	0.9
fr:ski	en:ski	=trans	0.9
en:drum	fr:batterie	=trans	0.9
fr:batterie	en:drum	=trans	0.9
en:dramatic	fr:dramatiques	=trans	0.9
fr:dramatiques	en:dramatic	=trans	0.9
en:earthquake	fr:séisme	=trans	0.9
fr:séisme	en:earthquake	=trans	0.9
en:graphics	fr:graphiques	=trans	0.9
fr:graphiques	en:graphics	=trans	0.9
en:coffee	fr:café	=trans	0.9
fr:café	en:coffee	=trans	0.9
en:tons	fr:tonnes	=trans	0.9
fr:tonnes	en:tons	=trans	0.9
en:connections	fr:connexions	=trans	0.9
fr:connexions	en:connections	=trans	0.9
en:dame	fr:dame	=trans	0.9
fr:dame	en:dame	=trans	0.9
en:postal	fr:postale	=trans	0.9
fr:postale	en:postal	=trans	0.9
en:rider	fr:rider	=trans	0.9
fr:rider	en:rider	=trans	0.9
en:florence	fr:florence	=trans	0.9
fr:florence	en:florence	=trans	0.9
en:contents	fr:sommaire	=trans	0.9
fr:sommaire	en:contents	=trans	0.9
en:contents	fr:contenus	=trans	0.9
fr:contenus	en:contents	=trans	0.9
en:romance	fr:romance	=trans	0.9
fr:romance	en:romance	=trans	0.9
en:romance	fr:romantique	=trans	0.9
fr:romantique	en:romance	=trans	0.9
en:intellectual	fr:intellectuels	=trans	0.9
fr:intellectuels	en:intellectual	=trans	0.9
en:sleep	fr:dors	=trans	0.9
fr:dors	en:sleep	=trans	0.9
en:sum	fr:somme	=trans	0.9
fr:somme	en:sum	=trans	0.9
en:exposed	fr:exposées	=trans	0.9
fr:exposées	en:exposed	=trans	0.9
en:exposed	fr:exposés	=trans	0.9
fr:exposés	en:exposed	=trans	0.9
en:graphic	fr:graphiques	=trans	0.9
fr:graphiques	en:graphic	=trans	0.9
en:territorial	fr:territoriale	=trans	0.9
fr:territoriale	en:territorial	=trans	0.9
en:territorial	fr:territoriales	=trans	0.9
fr:territoriales	en:territorial	=trans	0.9
en:boss	fr:boss	=trans	0.9
fr:boss	en:boss	=trans	0.9
en:boss	fr:patronne	=trans	0.9
fr:patronne	en:boss	=trans	0.9
en:quoted	fr:cité	=trans	0.9
fr:cité	en:quoted	=trans	0.9
en:doors	fr:portes	=trans	0.9
fr:portes	en:doors	=trans	0.9
en:shoot	fr:shoot	=trans	0.9
fr:shoot	en:shoot	=trans	0.9
en:shoot	fr:tirer	=trans	0.9
fr:tirer	en:shoot	=trans	0.9
en:errors	fr:fautes	=trans	0.9
fr:fautes	en:errors	=trans	0.9
en:errors	fr:erreurs	=trans	0.9
fr:erreurs	en:errors	=trans	0.9
en:quantum	fr:quantique	=trans	0.9
fr:quantique	en:quantum	=trans	0.9
en:towers	fr:tours	=trans	0.9
fr:tours	en:towers	=trans	0.9
en:bone	fr:osseuse	=trans	0.9
fr:osseuse	en:bone	=trans	0.9
en:bone	fr:os	=trans	0.9
fr:os	en:bone	=trans	0.9
en:raw	fr:premières	=trans	0.9
fr:premières	en:raw	=trans	0.9
en:bases	fr:bases	=trans	0.9
fr:bases	en:bases	=trans	0.9
en:hello	fr:coucou	=trans	0.9
fr:coucou	en:hello	=trans	0.9
en:hello	fr:hello	=trans	0.9
fr:hello	en:hello	=trans	0.9
en:organic	fr:organiques	=trans	0.9
fr:organiques	en:organic	=trans	0.9
en:organic	fr:organique	=trans	0.9
fr:organique	en:organic	=trans	0.9
en:palestine	fr:palestine	=trans	0.9
fr:palestine	en:palestine	=trans	0.9
en:increases	fr:hausses	=trans	0.9
fr:hausses	en:increases	=trans	0.9
en:slave	fr:slave	=trans	0.9
fr:slave	en:slave	=trans	0.9
en:debt	fr:dette	=trans	0.9
fr:dette	en:debt	=trans	0.9
en:debt	fr:dettes	=trans	0.9
fr:dettes	en:debt	=trans	0.9
en:experts	fr:experts	=trans	0.9
fr:experts	en:experts	=trans	0.9
en:expensive	fr:chères	=trans	0.9
fr:chères	en:expensive	=trans	0.9
en:newton	fr:newton	=trans	0.9
fr:newton	en:newton	=trans	0.9
en:venice	fr:venise	=trans	0.9
fr:venise	en:venice	=trans	0.9
en:cats	fr:chats	=trans	0.9
fr:chats	en:cats	=trans	0.9
en:grass	fr:pelouse	=trans	0.9
fr:pelouse	en:grass	=trans	0.9
en:faces	fr:faces	=trans	0.9
fr:faces	en:faces	=trans	0.9
en:laura	fr:laure	=trans	0.9
fr:laure	en:laura	=trans	0.9
en:dreams	fr:rêve	=trans	0.9
fr:rêve	en:dreams	=trans	0.9
en:dreams	fr:rêves	=trans	0.9
fr:rêves	en:dreams	=trans	0.9
en:pearl	fr:perles	=trans	0.9
fr:perles	en:pearl	=trans	0.9
en:chorus	fr:refrain	=trans	0.9
fr:refrain	en:chorus	=trans	0.9
en:fifteen	fr:quinze	=trans	0.9
fr:quinze	en:fifteen	=trans	0.9
en:palm	fr:paume	=trans	0.9
fr:paume	en:palm	=trans	0.9
en:tale	fr:récit	=trans	0.9
fr:récit	en:tale	=trans	0.9
en:vary	fr:varient	=trans	0.9
fr:varient	en:vary	=trans	0.9
en:vary	fr:varie	=trans	0.9
fr:varie	en:vary	=trans	0.9
en:liquid	fr:liquide	=trans	0.9
fr:liquide	en:liquid	=trans	0.9
en:liquid	fr:liquides	=trans	0.9
fr:liquides	en:liquid	=trans	0.9
en:jet	fr:jet	=trans	0.9
fr:jet	en:jet	=trans	0.9
en:horn	fr:corne	=trans	0.9
fr:corne	en:horn	=trans	0.9
en:horn	fr:cor	=trans	0.9
fr:cor	en:horn	=trans	0.9
en:atmosphere	fr:atmosphère	=trans	0.9
fr:atmosphère	en:atmosphere	=trans	0.9
en:bin	fr:poubelle	=trans	0.9
fr:poubelle	en:bin	=trans	0.9
en:stick	fr:stick	=trans	0.9
fr:stick	en:stick	=trans	0.9
en:organised	fr:organisé	=trans	0.9
fr:organisé	en:organised	=trans	0.9
en:parade	fr:parade	=trans	0.9
fr:parade	en:parade	=trans	0.9
en:spencer	fr:spencer	=trans	0.9
fr:spencer	en:spencer	=trans	0.9
en:democrat	fr:démocrates	=trans	0.9
fr:démocrates	en:democrat	=trans	0.9
en:democrat	fr:démocrate	=trans	0.9
fr:démocrate	en:democrat	=trans	0.9
en:cutting	fr:coupe	=trans	0.9
fr:coupe	en:cutting	=trans	0.9
en:brands	fr:marques	=trans	0.9
fr:marques	en:brands	=trans	0.9
en:queens	fr:reines	=trans	0.9
fr:reines	en:queens	=trans	0.9
en:neck	fr:cou	=trans	0.9
fr:cou	en:neck	=trans	0.9
en:vanity	fr:coiffeuse	=trans	0.9
fr:coiffeuse	en:vanity	=trans	0.9
en:quotes	fr:devis	=trans	0.9
fr:devis	en:quotes	=trans	0.9
en:quotes	fr:cotes	=trans	0.9
fr:cotes	en:quotes	=trans	0.9
en:smart	fr:smart	=trans	0.9
fr:smart	en:smart	=trans	0.9
en:smart	fr:futé	=trans	0.9
fr:futé	en:smart	=trans	0.9
en:prices	fr:tarifs	=trans	0.9
fr:tarifs	en:prices	=trans	0.9
en:prices	fr:prix	=trans	0.9
fr:prix	en:prices	=trans	0.9
en:beta	fr:bêta	=trans	0.9
fr:bêta	en:beta	=trans	0.9
en:detective	fr:détective	=trans	0.9
fr:détective	en:detective	=trans	0.9
en:oval	fr:ovale	=trans	0.9
fr:ovale	en:oval	=trans	0.9
en:protestant	fr:protestante	=trans	0.9
fr:protestante	en:protestant	=trans	0.9
en:rally	fr:rallye	=trans	0.9
fr:rallye	en:rally	=trans	0.9
en:colonies	fr:colonies	=trans	0.9
fr:colonies	en:colonies	=trans	0.9
en:wake	fr:sillage	=trans	0.9
fr:sillage	en:wake	=trans	0.9
en:gates	fr:vannes	=trans	0.9
fr:vannes	en:gates	=trans	0.9
en:gates	fr:portes	=trans	0.9
fr:portes	en:gates	=trans	0.9
en:ram	fr:ram	=trans	0.9
fr:ram	en:ram	=trans	0.9
en:plastic	fr:plastique	=trans	0.9
fr:plastique	en:plastic	=trans	0.9
en:plastic	fr:plastiques	=trans	0.9
fr:plastiques	en:plastic	=trans	0.9
en:buses	fr:bus	=trans	0.9
fr:bus	en:buses	=trans	0.9
en:creates	fr:crée	=trans	0.9
fr:crée	en:creates	=trans	0.9
en:orbit	fr:orbite	=trans	0.9
fr:orbite	en:orbit	=trans	0.9
en:codes	fr:codes	=trans	0.9
fr:codes	en:codes	=trans	0.9
en:dawn	fr:aube	=trans	0.9
fr:aube	en:dawn	=trans	0.9
en:dawn	fr:aurore	=trans	0.9
fr:aurore	en:dawn	=trans	0.9
en:ladies	fr:mesdames	=trans	0.9
fr:mesdames	en:ladies	=trans	0.9
en:ladies	fr:dames	=trans	0.9
fr:dames	en:ladies	=trans	0.9
en:ratings	fr:cotes	=trans	0.9
fr:cotes	en:ratings	=trans	0.9
en:scout	fr:scout	=trans	0.9
fr:scout	en:scout	=trans	0.9
en:hart	fr:hart	=trans	0.9
fr:hart	en:hart	=trans	0.9
en:tasks	fr:tâches	=trans	0.9
fr:tâches	en:tasks	=trans	0.9
en:ceased	fr:cessé	=trans	0.9
fr:cessé	en:ceased	=trans	0.9
en:banner	fr:banderole	=trans	0.9
fr:banderole	en:banner	=trans	0.9
en:tape	fr:cassette	=trans	0.9
fr:cassette	en:tape	=trans	0.9
en:tape	fr:bande	=trans	0.9
fr:bande	en:tape	=trans	0.9
en:examination	fr:examen	=trans	0.9
fr:examen	en:examination	=trans	0.9
en:kiss	fr:baiser	=trans	0.9
fr:baiser	en:kiss	=trans	0.9
en:enemies	fr:ennemies	=trans	0.9
fr:ennemies	en:enemies	=trans	0.9
en:enemies	fr:ennemis	=trans	0.9
fr:ennemis	en:enemies	=trans	0.9
en:grande	fr:grande	=trans	0.9
fr:grande	en:grande	=trans	0.9
en:axis	fr:axes	=trans	0.9
fr:axes	en:axis	=trans	0.9
en:axis	fr:axe	=trans	0.9
fr:axe	en:axis	=trans	0.9
en:cult	fr:secte	=trans	0.9
fr:secte	en:cult	=trans	0.9
en:cult	fr:cultes	=trans	0.9
fr:cultes	en:cult	=trans	0.9
en:belonging	fr:appartenance	=trans	0.9
fr:appartenance	en:belonging	=trans	0.9
en:discipline	fr:discipline	=trans	0.9
fr:discipline	en:discipline	=trans	0.9
en:experiments	fr:expériences	=trans	0.9
fr:expériences	en:experiments	=trans	0.9
en:thirteen	fr:treize	=trans	0.9
fr:treize	en:thirteen	=trans	0.9
en:thick	fr:épaisses	=trans	0.9
fr:épaisses	en:thick	=trans	0.9
en:wire	fr:fils	=trans	0.9
fr:fils	en:wire	=trans	0.9
en:wire	fr:fil	=trans	0.9
fr:fil	en:wire	=trans	0.9
en:fat	fr:gros	=trans	0.9
fr:gros	en:fat	=trans	0.9
en:fat	fr:graisses	=trans	0.9
fr:graisses	en:fat	=trans	0.9
en:fat	fr:graisse	=trans	0.9
fr:graisse	en:fat	=trans	0.9
en:flights	fr:vols	=trans	0.9
fr:vols	en:flights	=trans	0.9
en:warm	fr:chaude	=trans	0.9
fr:chaude	en:warm	=trans	0.9
en:breaks	fr:casse	=trans	0.9
fr:casse	en:breaks	=trans	0.9
en:breaks	fr:pauses	=trans	0.9
fr:pauses	en:breaks	=trans	0.9
en:lords	fr:lords	=trans	0.9
fr:lords	en:lords	=trans	0.9
en:raid	fr:raid	=trans	0.9
fr:raid	en:raid	=trans	0.9
en:raid	fr:raids	=trans	0.9
fr:raids	en:raid	=trans	0.9
en:drinking	fr:boire	=trans	0.9
fr:boire	en:drinking	=trans	0.9
en:drinking	fr:potable	=trans	0.9
fr:potable	en:drinking	=trans	0.9
en:ruler	fr:règle	=trans	0.9
fr:règle	en:ruler	=trans	0.9
en:cuban	fr:cubaine	=trans	0.9
fr:cubaine	en:cuban	=trans	0.9
en:divine	fr:divine	=trans	0.9
fr:divine	en:divine	=trans	0.9
en:suppose	fr:suppose	=trans	0.9
fr:suppose	en:suppose	=trans	0.9
en:oral	fr:orale	=trans	0.9
fr:orale	en:oral	=trans	0.9
en:oral	fr:oral	=trans	0.9
fr:oral	en:oral	=trans	0.9
en:oral	fr:oraux	=trans	0.9
fr:oraux	en:oral	=trans	0.9
en:terrorist	fr:terroristes	=trans	0.9
fr:terroristes	en:terrorist	=trans	0.9
en:okay	fr:ok	=trans	0.9
fr:ok	en:okay	=trans	0.9
en:excellence	fr:excellence	=trans	0.9
fr:excellence	en:excellence	=trans	0.9
en:bibliography	fr:bibliographie	=trans	0.9
fr:bibliographie	en:bibliography	=trans	0.9
en:taxes	fr:taxes	=trans	0.9
fr:taxes	en:taxes	=trans	0.9
en:coins	fr:pièces	=trans	0.9
fr:pièces	en:coins	=trans	0.9
en:coins	fr:monnaies	=trans	0.9
fr:monnaies	en:coins	=trans	0.9
en:civic	fr:civique	=trans	0.9
fr:civique	en:civic	=trans	0.9
en:civic	fr:civiques	=trans	0.9
fr:civiques	en:civic	=trans	0.9
en:spell	fr:sort	=trans	0.9
fr:sort	en:spell	=trans	0.9
en:arc	fr:arc	=trans	0.9
fr:arc	en:arc	=trans	0.9
en:contrary	fr:contraire	=trans	0.9
fr:contraire	en:contrary	=trans	0.9
en:approaches	fr:approches	=trans	0.9
fr:approches	en:approaches	=trans	0.9
en:mad	fr:fou	=trans	0.9
fr:fou	en:mad	=trans	0.9
en:mad	fr:folle	=trans	0.9
fr:folle	en:mad	=trans	0.9
en:spectrum	fr:spectre	=trans	0.9
fr:spectre	en:spectrum	=trans	0.9
en:dozen	fr:dizaines	=trans	0.9
fr:dizaines	en:dozen	=trans	0.9
en:banking	fr:banques	=trans	0.9
fr:banques	en:banking	=trans	0.9
en:banking	fr:banque	=trans	0.9
fr:banque	en:banking	=trans	0.9
en:guys	fr:mecs	=trans	0.9
fr:mecs	en:guys	=trans	0.9
en:guys	fr:gars	=trans	0.9
fr:gars	en:guys	=trans	0.9
en:stroke	fr:attaque	=trans	0.9
fr:attaque	en:stroke	=trans	0.9
en:stroke	fr:caresse	=trans	0.9
fr:caresse	en:stroke	=trans	0.9
en:preliminary	fr:préliminaire	=trans	0.9
fr:préliminaire	en:preliminary	=trans	0.9
en:eve	fr:ève	=trans	0.9
fr:ève	en:eve	=trans	0.9
en:filter	fr:filtre	=trans	0.9
fr:filtre	en:filter	=trans	0.9
en:addresses	fr:adresses	=trans	0.9
fr:adresses	en:addresses	=trans	0.9
en:threats	fr:menaces	=trans	0.9
fr:menaces	en:threats	=trans	0.9
en:fallen	fr:déchu	=trans	0.9
fr:déchu	en:fallen	=trans	0.9
en:colours	fr:coloris	=trans	0.9
fr:coloris	en:colours	=trans	0.9
en:colours	fr:teintes	=trans	0.9
fr:teintes	en:colours	=trans	0.9
en:landmark	fr:repère	=trans	0.9
fr:repère	en:landmark	=trans	0.9
en:controls	fr:contrôles	=trans	0.9
fr:contrôles	en:controls	=trans	0.9
en:tested	fr:testés	=trans	0.9
fr:testés	en:tested	=trans	0.9
en:shops	fr:commerces	=trans	0.9
fr:commerces	en:shops	=trans	0.9
en:shops	fr:boutiques	=trans	0.9
fr:boutiques	en:shops	=trans	0.9
en:dome	fr:dôme	=trans	0.9
fr:dôme	en:dome	=trans	0.9
en:stem	fr:tige	=trans	0.9
fr:tige	en:stem	=trans	0.9
en:stem	fr:souches	=trans	0.9
fr:souches	en:stem	=trans	0.9
en:priests	fr:prêtres	=trans	0.9
fr:prêtres	en:priests	=trans	0.9
en:louise	fr:louise	=trans	0.9
fr:louise	en:louise	=trans	0.9
en:fortune	fr:fortune	=trans	0.9
fr:fortune	en:fortune	=trans	0.9
en:bars	fr:bars	=trans	0.9
fr:bars	en:bars	=trans	0.9
en:shock	fr:chocs	=trans	0.9
fr:chocs	en:shock	=trans	0.9
en:shock	fr:choc	=trans	0.9
fr:choc	en:shock	=trans	0.9
en:tomb	fr:tombes	=trans	0.9
fr:tombes	en:tomb	=trans	0.9
en:grows	fr:pousse	=trans	0.9
fr:pousse	en:grows	=trans	0.9
en:realize	fr:réalise	=trans	0.9
fr:réalise	en:realize	=trans	0.9
en:fortress	fr:forteresse	=trans	0.9
fr:forteresse	en:fortress	=trans	0.9
en:chat	fr:chat	=trans	0.9
fr:chat	en:chat	=trans	0.9
en:sprint	fr:sprint	=trans	0.9
fr:sprint	en:sprint	=trans	0.9
en:sit	fr:assis	=trans	0.9
fr:assis	en:sit	=trans	0.9
en:doctrine	fr:doctrine	=trans	0.9
fr:doctrine	en:doctrine	=trans	0.9
en:collect	fr:collecter	=trans	0.9
fr:collecter	en:collect	=trans	0.9
en:grid	fr:grille	=trans	0.9
fr:grille	en:grid	=trans	0.9
en:sheet	fr:drap	=trans	0.9
fr:drap	en:sheet	=trans	0.9
en:galaxy	fr:galaxie	=trans	0.9
fr:galaxie	en:galaxy	=trans	0.9
en:trek	fr:trek	=trans	0.9
fr:trek	en:trek	=trans	0.9
en:arch	fr:arche	=trans	0.9
fr:arche	en:arch	=trans	0.9
en:keys	fr:clés	=trans	0.9
fr:clés	en:keys	=trans	0.9
en:keys	fr:clefs	=trans	0.9
fr:clefs	en:keys	=trans	0.9
en:enjoy	fr:profite	=trans	0.9
fr:profite	en:enjoy	=trans	0.9
en:disk	fr:disque	=trans	0.9
fr:disque	en:disk	=trans	0.9
en:funny	fr:drôle	=trans	0.9
fr:drôle	en:funny	=trans	0.9
en:meter	fr:mètre	=trans	0.9
fr:mètre	en:meter	=trans	0.9
en:seeds	fr:graines	=trans	0.9
fr:graines	en:seeds	=trans	0.9
en:taste	fr:goût	=trans	0.9
fr:goût	en:taste	=trans	0.9
en:boulevard	fr:boulevard	=trans	0.9
fr:boulevard	en:boulevard	=trans	0.9
en:strikes	fr:grèves	=trans	0.9
fr:grèves	en:strikes	=trans	0.9
en:rebel	fr:rebelles	=trans	0.9
fr:rebelles	en:rebel	=trans	0.9
en:canon	fr:canon	=trans	0.9
fr:canon	en:canon	=trans	0.9
en:pack	fr:pack	=trans	0.9
fr:pack	en:pack	=trans	0.9
en:tactical	fr:tactique	=trans	0.9
fr:tactique	en:tactical	=trans	0.9
en:tactical	fr:tactiques	=trans	0.9
fr:tactiques	en:tactical	=trans	0.9
en:yeah	fr:ouais	=trans	0.9
fr:ouais	en:yeah	=trans	0.9
en:yeah	fr:oui	=trans	0.9
fr:oui	en:yeah	=trans	0.9
en:promise	fr:promis	=trans	0.9
fr:promis	en:promise	=trans	0.9
en:dos	fr:dos	=trans	0.9
fr:dos	en:dos	=trans	0.9
en:recall	fr:rappeler	=trans	0.9
fr:rappeler	en:recall	=trans	0.9
en:ports	fr:ports	=trans	0.9
fr:ports	en:ports	=trans	0.9
en:scandal	fr:scandales	=trans	0.9
fr:scandales	en:scandal	=trans	0.9
en:swing	fr:swing	=trans	0.9
fr:swing	en:swing	=trans	0.9
en:polo	fr:polo	=trans	0.9
fr:polo	en:polo	=trans	0.9
en:crazy	fr:fou	=trans	0.9
fr:fou	en:crazy	=trans	0.9
en:crazy	fr:folle	=trans	0.9
fr:folle	en:crazy	=trans	0.9
en:diet	fr:diète	=trans	0.9
fr:diète	en:diet	=trans	0.9
en:diet	fr:régime	=trans	0.9
fr:régime	en:diet	=trans	0.9
en:fringe	fr:frange	=trans	0.9
fr:frange	en:fringe	=trans	0.9
en:rings	fr:bagues	=trans	0.9
fr:bagues	en:rings	=trans	0.9
en:arsenal	fr:arsenal	=trans	0.9
fr:arsenal	en:arsenal	=trans	0.9
en:bow	fr:arc	=trans	0.9
fr:arc	en:bow	=trans	0.9
en:graph	fr:graphe	=trans	0.9
fr:graphe	en:graph	=trans	0.9
en:metre	fr:mètre	=trans	0.9
